# train_loss is the mean over the preceding 50 batches
optimizer,step,train_loss,lr
muon,50,1.5528,0.02
muon,100,1.0233,0.02
muon,150,0.8278,0.02
muon,200,0.6844,0.02
muon,250,0.6235,0.02
muon,300,0.5465,0.02
muon,350,0.4755,0.02
muon,400,0.4366,0.02
muon,450,0.4053,0.02
muon,500,0.3738,0.02
muon,550,0.3518,0.02
muon,600,0.3211,0.02
muon,650,0.2829,0.02
muon,700,0.2800,0.02
muon,750,0.2644,0.02
muon,800,0.2449,0.02
muon,850,0.2163,0.02
muon,900,0.2384,0.02
muon,950,0.2015,0.02
muon,1000,0.1773,0.02
muon,1050,0.1700,0.02
muon,1100,0.1677,0.02
muon,1150,0.1521,0.02
muon,1200,0.1566,0.02
muon,1250,0.1438,0.02
muon,1300,0.1389,0.02
muon,1350,0.1357,0.02
muon,1400,0.1315,0.02
muon,1450,0.1054,0.02
muon,1500,0.1208,0.02
muon,1550,0.1014,0.02
muon,1600,0.1013,0.02
muon,1650,0.1002,0.02
muon,1700,0.1108,0.02
muon,1750,0.0971,0.02
muon,1800,0.0982,0.02
muon,1850,0.1061,0.02
muon,1900,0.0773,0.02
muon,1950,0.0911,0.02
muon,2000,0.0846,0.02
muon,2050,0.0902,0.02
muon,2100,0.0752,0.02
muon,2150,0.0805,0.02
muon,2200,0.0826,0.02
muon,2250,0.0864,0.02
muon,2300,0.0706,0.02
muon,2350,0.0701,0.02
muon,2400,0.0643,0.02
muon,2450,0.0697,0.02
muon,2500,0.0695,0.02
muon,2550,0.0718,0.02
muon,2600,0.0591,0.02
muon,2650,0.0633,0.02
muon,2700,0.0612,0.02
muon,2750,0.0613,0.02
muon,2800,0.0602,0.02
muon,2850,0.0541,0.02
muon,2900,0.0651,0.02
muon,2950,0.0633,0.02
muon,3000,0.0581,0.02
muon,3050,0.0509,0.02
muon,3100,0.0558,0.02
muon,3150,0.0533,0.02
muon,3200,0.0518,0.02
muon,3250,0.0485,0.02
muon,3300,0.0474,0.02
muon,3350,0.0502,0.02
muon,3400,0.0493,0.02
muon,3450,0.0487,0.02
muon,3500,0.0511,0.02
muon,3550,0.0504,0.02
muon,3600,0.0524,0.02
muon,3650,0.0519,0.02
muon,3700,0.0418,0.02
muonsam,50,1.5453,0.02
muonsam,100,1.0223,0.02
muonsam,150,0.8395,0.02
muonsam,200,0.6893,0.02
muonsam,250,0.6252,0.02
muonsam,300,0.5403,0.02
muonsam,350,0.4610,0.02
muonsam,400,0.4423,0.02
muonsam,450,0.4001,0.02
muonsam,500,0.3656,0.02
muonsam,550,0.3534,0.02
muonsam,600,0.3254,0.02
muonsam,650,0.2821,0.02
muonsam,700,0.2829,0.02
muonsam,750,0.2587,0.02
muonsam,800,0.2317,0.02
muonsam,850,0.2195,0.02
muonsam,900,0.2223,0.02
muonsam,950,0.2000,0.02
muonsam,1000,0.1840,0.02
muonsam,1050,0.1745,0.02
muonsam,1100,0.1613,0.02
muonsam,1150,0.1564,0.02
muonsam,1200,0.1623,0.02
muonsam,1250,0.1552,0.02
muonsam,1300,0.1432,0.02
muonsam,1350,0.1502,0.02
muonsam,1400,0.1499,0.02
muonsam,1450,0.1435,0.02
muonsam,1500,0.1691,0.02
muonsam,1550,0.1659,0.02
muonsam,1600,0.1368,0.02
muonsam,1650,0.1370,0.02
muonsam,1700,0.1491,0.02
muonsam,1750,0.1212,0.02
muonsam,1800,0.1242,0.02
muonsam,1850,0.1272,0.02
muonsam,1900,0.1132,0.02
muonsam,1950,0.1305,0.02
muonsam,2000,0.1149,0.02
muonsam,2050,0.1073,0.02
muonsam,2100,0.1255,0.02
muonsam,2150,0.1095,0.02
muonsam,2200,0.1073,0.02
muonsam,2250,0.1011,0.02
muonsam,2300,0.0857,0.02
muonsam,2350,0.0815,0.02
muonsam,2400,0.0743,0.02
muonsam,2450,0.0773,0.02
muonsam,2500,0.0830,0.02
muonsam,2550,0.0716,0.02
muonsam,2600,0.0801,0.02
muonsam,2650,0.0932,0.02
muonsam,2700,0.0770,0.02
muonsam,2750,0.0756,0.02
muonsam,2800,0.0657,0.02
muonsam,2850,0.0607,0.02
muonsam,2900,0.0668,0.02
muonsam,2950,0.0667,0.02
muonsam,3000,0.0611,0.02
muonsam,3050,0.0577,0.02
muonsam,3100,0.0635,0.02
muonsam,3150,0.0654,0.02
muonsam,3200,0.0572,0.02
muonsam,3250,0.0633,0.02
muonsam,3300,0.0538,0.02
muonsam,3350,0.0546,0.02
muonsam,3400,0.0500,0.02
muonsam,3450,0.0542,0.02
muonsam,3500,0.0614,0.02
muonsam,3550,0.0555,0.02
muonsam,3600,0.0541,0.02
muonsam,3650,0.0561,0.02
muonsam,3700,0.0491,0.02
