# train_loss is the mean over the preceding 50 batches
optimizer,step,train_loss,lr
muonsam,50,4.2594,0.02
muonsam,100,3.6950,0.02
muonsam,150,3.2978,0.02
muonsam,200,3.0535,0.02
muonsam,250,2.8164,0.02
muonsam,300,2.5649,0.02
muonsam,350,2.4458,0.02
muonsam,400,2.2770,0.02
muonsam,450,2.0557,0.02
muonsam,500,1.9880,0.02
muonsam,550,1.9618,0.02
muonsam,600,1.8765,0.02
muonsam,650,1.8393,0.02
muonsam,700,1.7580,0.02
muonsam,750,1.7456,0.02
muonsam,800,1.6356,0.02
muonsam,850,1.4811,0.02
muonsam,900,1.4979,0.02
muonsam,950,1.4878,0.02
muonsam,1000,1.4661,0.02
muonsam,1050,1.4691,0.02
muonsam,1100,1.4169,0.02
muonsam,1150,1.4268,0.02
muonsam,1200,1.3142,0.02
muonsam,1250,1.1919,0.02
muonsam,1300,1.2466,0.02
muonsam,1350,1.2613,0.02
muonsam,1400,1.1982,0.02
muonsam,1450,1.1996,0.02
muonsam,1500,1.2288,0.02
muonsam,1550,1.2116,0.02
muonsam,1600,1.0670,0.02
muonsam,1650,1.0029,0.02
muonsam,1700,1.0233,0.02
muonsam,1750,1.0429,0.02
muonsam,1800,1.0288,0.02
muonsam,1850,1.0473,0.02
muonsam,1900,1.0608,0.02
muonsam,1950,1.0381,0.02
muonsam,2000,0.8743,0.02
muonsam,2050,0.8711,0.02
muonsam,2100,0.8759,0.02
muonsam,2150,0.8966,0.02
muonsam,2200,0.8995,0.02
muonsam,2250,0.9190,0.02
muonsam,2300,0.8916,0.02
muonsam,2350,0.9020,0.02
muonsam,2400,0.7025,0.02
muonsam,2450,0.6851,0.02
muonsam,2500,0.7439,0.02
muonsam,2550,0.7444,0.02
muonsam,2600,0.7791,0.02
muonsam,2650,0.7873,0.02
muonsam,2700,0.8004,0.02
muonsam,2750,0.7410,0.02
muonsam,2800,0.6065,0.02
muonsam,2850,0.6353,0.02
muonsam,2900,0.6321,0.02
muonsam,2950,0.6555,0.02
muonsam,3000,0.6789,0.02
muonsam,3050,0.6872,0.02
muonsam,3100,0.6644,0.02
muonsam,3150,0.6081,0.02
muonsam,3200,0.5153,0.02
muonsam,3250,0.5557,0.02
muonsam,3300,0.5527,0.02
muonsam,3350,0.5889,0.02
muonsam,3400,0.5900,0.02
muonsam,3450,0.5715,0.02
muonsam,3500,0.6080,0.02
muonsam,3550,0.4997,0.02
muonsam,3600,0.4610,0.02
muonsam,3650,0.4536,0.02
muonsam,3700,0.4719,0.02
muonsam,3750,0.4972,0.02
muonsam,3800,0.5015,0.02
muonsam,3850,0.5194,0.02
muonsam,3900,0.5176,0.02
muonsam,3950,0.4083,0.02
muonsam,4000,0.4054,0.02
muonsam,4050,0.3978,0.02
muonsam,4100,0.4026,0.02
muonsam,4150,0.4358,0.02
muonsam,4200,0.4395,0.02
muonsam,4250,0.4453,0.02
muonsam,4300,0.4600,0.02
muonsam,4350,0.3267,0.02
muonsam,4400,0.3387,0.02
muonsam,4450,0.3719,0.02
muonsam,4500,0.3830,0.02
muonsam,4550,0.3761,0.02
muonsam,4600,0.3819,0.02
muonsam,4650,0.3987,0.02
muonsam,4700,0.3848,0.02
muonsam,4750,0.2893,0.02
muonsam,4800,0.2982,0.02
muonsam,4850,0.3074,0.02
muonsam,4900,0.3056,0.02
muonsam,4950,0.3365,0.02
muonsam,5000,0.3552,0.02
muonsam,5050,0.3872,0.02
muonsam,5100,0.3344,0.02
muonsam,5150,0.2597,0.02
muonsam,5200,0.2850,0.02
muonsam,5250,0.2837,0.02
muonsam,5300,0.3100,0.02
