# train_loss is the mean over the preceding 50 batches
optimizer,step,train_loss,lr
muonsam,50,1.7793,0.02
muonsam,100,1.4170,0.02
muonsam,150,1.1520,0.02
muonsam,200,0.9880,0.02
muonsam,250,0.8522,0.02
muonsam,300,0.7784,0.02
muonsam,350,0.7252,0.02
muonsam,400,0.6646,0.02
muonsam,450,0.6229,0.02
muonsam,500,0.6122,0.02
muonsam,550,0.5650,0.02
muonsam,600,0.5491,0.02
muonsam,650,0.5486,0.02
muonsam,700,0.5048,0.02
muonsam,750,0.5127,0.02
muonsam,800,0.4614,0.02
muonsam,850,0.4207,0.02
muonsam,900,0.4169,0.02
muonsam,950,0.4162,0.02
muonsam,1000,0.4404,0.02
muonsam,1050,0.4053,0.02
muonsam,1100,0.4111,0.02
muonsam,1150,0.3949,0.02
muonsam,1200,0.3720,0.02
muonsam,1250,0.3421,0.02
muonsam,1300,0.3493,0.02
muonsam,1350,0.3434,0.02
muonsam,1400,0.3252,0.02
muonsam,1450,0.3449,0.02
muonsam,1500,0.3232,0.02
muonsam,1550,0.3279,0.02
muonsam,1600,0.3102,0.02
muonsam,1650,0.2822,0.02
muonsam,1700,0.2900,0.02
muonsam,1750,0.2795,0.02
muonsam,1800,0.3032,0.02
muonsam,1850,0.2914,0.02
muonsam,1900,0.2827,0.02
muonsam,1950,0.2941,0.02
muonsam,2000,0.2562,0.02
muonsam,2050,0.2306,0.02
muonsam,2100,0.2579,0.02
muonsam,2150,0.2381,0.02
muonsam,2200,0.2474,0.02
muonsam,2250,0.2586,0.02
muonsam,2300,0.2410,0.02
muonsam,2350,0.2534,0.02
muonsam,2400,0.1963,0.02
muonsam,2450,0.2057,0.02
muonsam,2500,0.2229,0.02
muonsam,2550,0.2173,0.02
muonsam,2600,0.2241,0.02
muonsam,2650,0.2158,0.02
muonsam,2700,0.2195,0.02
muonsam,2750,0.2055,0.02
muonsam,2800,0.1816,0.02
muonsam,2850,0.1759,0.02
muonsam,2900,0.1757,0.02
muonsam,2950,0.1899,0.02
muonsam,3000,0.1929,0.02
muonsam,3050,0.1976,0.02
muonsam,3100,0.1841,0.02
muonsam,3150,0.1996,0.02
