# dataset=cifar100 px=32 epochs=50 seed=1 batch=128 wd=0.0005 rho_max=0.1 rho_aux=0.01 torch=2.10.0+cu128
optimizer,epoch,train_loss,test_acc,test_loss,time_s,lr
muonsam,1,3.0543,40.40,2.2436,71.5,0.02
muonsam,2,1.8706,51.08,1.8321,142.9,0.02
muonsam,3,1.4554,56.66,1.6175,214.4,0.02
muonsam,4,1.2139,62.51,1.3606,286.1,0.02
muonsam,5,1.0183,64.10,1.3164,357.7,0.02
muonsam,6,0.8814,65.32,1.2718,429.1,0.02
muonsam,7,0.7557,67.24,1.2420,500.5,0.02
muonsam,8,0.6486,67.50,1.2418,571.8,0.02
muonsam,9,0.5620,67.09,1.3001,643.3,0.02
muonsam,10,0.4836,68.50,1.2772,714.9,0.02
muonsam,11,0.4204,68.64,1.3356,786.4,0.02
muonsam,12,0.3638,69.23,1.3563,857.9,0.02
muonsam,13,0.3276,69.63,1.3655,929.5,0.02
muonsam,14,0.2949,69.64,1.4047,1000.8,0.02
muonsam,15,0.2613,70.46,1.3915,1072.3,0.02
muonsam,16,0.2410,69.64,1.3269,1180.3,0.02
muonsam,17,0.2139,70.97,1.2298,1288.2,0.02
muonsam,18,0.1921,71.16,1.1698,1396.3,0.02
muonsam,19,0.1761,71.45,1.1498,1504.5,0.02
muonsam,20,0.1652,72.37,1.0804,1612.6,0.02
muonsam,21,0.1581,72.90,1.0650,1720.9,0.02
muonsam,22,0.1432,73.08,1.0522,1828.7,0.02
muonsam,23,0.1362,73.17,1.0468,1936.7,0.02
muonsam,24,0.1268,73.09,1.0442,2044.5,0.02
muonsam,25,0.1196,73.33,1.0312,2152.9,0.02
muonsam,26,0.1105,73.28,1.0112,2260.8,0.02
muonsam,27,0.1037,73.71,1.0168,2368.8,0.02
muonsam,28,0.0990,73.53,1.0308,2476.7,0.02
muonsam,29,0.0928,73.15,1.0678,2584.7,0.02
muonsam,30,0.0876,73.87,1.0492,2692.9,0.02
muonsam,31,0.0835,73.79,1.0448,2800.9,0.02
muonsam,32,0.0782,73.42,1.0305,2908.9,0.02
muonsam,33,0.0771,74.14,1.0202,3016.8,0.02
muonsam,34,0.0718,74.09,1.0347,3125.0,0.02
muonsam,35,0.0683,74.43,1.0308,3233.1,0.02
muonsam,36,0.0669,74.43,1.0335,3341.2,0.02
muonsam,37,0.0625,74.01,1.0325,3449.2,0.02
muonsam,38,0.0643,73.88,1.0190,3557.2,0.02
muonsam,39,0.0599,74.09,1.0479,3665.2,0.02
muonsam,40,0.0548,74.20,1.0324,3773.4,0.02
muonsam,41,0.0541,73.89,1.0442,3881.5,0.02
muonsam,42,0.0516,74.27,1.0539,3989.5,0.02
muonsam,43,0.0510,74.38,1.0444,4097.4,0.02
muonsam,44,0.0507,73.88,1.0370,4205.4,0.02
muonsam,45,0.0474,74.47,1.0233,4313.4,0.02
muonsam,46,0.0462,74.24,1.0395,4421.5,0.02
muonsam,47,0.0467,74.62,1.0241,4529.4,0.02
muonsam,48,0.0438,74.25,1.0213,4637.6,0.02
muonsam,49,0.0432,75.07,1.0120,4745.8,0.02
muonsam,50,0.0409,74.80,1.0356,4854.1,0.02
