# dataset=cifar100 px=32 epochs=50 seed=1 batch=128 wd=0.0005 rho_max=0.2 rho_aux=0.01 torch=2.10.0+cu128
optimizer,epoch,train_loss,test_acc,test_loss,time_s,lr
muonsam,1,3.0778,39.49,2.3096,66.9,0.02
muonsam,2,1.8945,52.80,1.7454,138.4,0.02
muonsam,3,1.4621,56.49,1.5906,209.6,0.02
muonsam,4,1.2122,61.51,1.3693,281.0,0.02
muonsam,5,1.0239,61.97,1.4311,352.5,0.02
muonsam,6,0.8833,65.99,1.2611,424.3,0.02
muonsam,7,0.7546,67.48,1.2097,496.1,0.02
muonsam,8,0.6558,67.62,1.2276,567.5,0.02
muonsam,9,0.5640,67.06,1.2853,638.8,0.02
muonsam,10,0.4843,67.59,1.3196,710.3,0.02
muonsam,11,0.4206,69.22,1.2757,782.0,0.02
muonsam,12,0.3661,69.80,1.3124,853.7,0.02
muonsam,13,0.3225,69.78,1.3435,925.1,0.02
muonsam,14,0.2939,68.79,1.4222,996.5,0.02
muonsam,15,0.2593,69.01,1.4524,1068.0,0.02
muonsam,16,0.2428,70.02,1.3351,1176.1,0.02
muonsam,17,0.2171,71.14,1.2002,1284.3,0.02
muonsam,18,0.1962,70.97,1.1485,1392.3,0.02
muonsam,19,0.1869,71.15,1.1174,1500.6,0.02
muonsam,20,0.1756,72.16,1.0711,1608.8,0.02
muonsam,21,0.1726,72.69,1.0218,1716.9,0.02
muonsam,22,0.1669,72.89,1.0112,1825.1,0.02
muonsam,23,0.1605,73.51,0.9906,1933.0,0.02
muonsam,24,0.1486,73.28,0.9960,2041.1,0.02
muonsam,25,0.1419,72.89,0.9942,2149.2,0.02
muonsam,26,0.1327,73.65,0.9783,2257.1,0.02
muonsam,27,0.1286,73.71,0.9776,2365.3,0.02
muonsam,28,0.1254,73.78,0.9700,2473.2,0.02
muonsam,29,0.1203,72.90,1.0066,2581.2,0.02
muonsam,30,0.1156,73.46,0.9791,2689.3,0.02
muonsam,31,0.1078,73.82,0.9720,2797.4,0.02
muonsam,32,0.1038,73.54,0.9869,2905.5,0.02
muonsam,33,0.1017,73.78,0.9792,3013.6,0.02
muonsam,34,0.0989,73.67,0.9993,3121.9,0.02
muonsam,35,0.0914,74.18,0.9497,3230.1,0.02
muonsam,36,0.0897,74.20,0.9637,3338.0,0.02
muonsam,37,0.0869,74.55,0.9613,3445.8,0.02
muonsam,38,0.0861,74.22,0.9636,3553.7,0.02
muonsam,39,0.0815,74.20,0.9706,3661.9,0.02
muonsam,40,0.0768,74.43,0.9721,3770.0,0.02
muonsam,41,0.0775,74.73,0.9679,3878.3,0.02
muonsam,42,0.0736,74.41,0.9636,3986.4,0.02
muonsam,43,0.0712,74.49,0.9773,4094.6,0.02
muonsam,44,0.0703,74.49,0.9759,4202.7,0.02
muonsam,45,0.0703,74.93,0.9442,4310.7,0.02
muonsam,46,0.0677,74.49,0.9674,4418.5,0.02
muonsam,47,0.0651,74.86,0.9735,4526.3,0.02
muonsam,48,0.0634,74.80,0.9695,4634.3,0.02
muonsam,49,0.0620,74.99,0.9591,4742.4,0.02
muonsam,50,0.0584,74.75,0.9588,4850.6,0.02
