# dataset=cifar10 px=32 epochs=50 seed=1 batch=128 wd=0.0005 rho_max=0.4 rho_aux=0.01 torch=2.10.0+cu128
optimizer,epoch,train_loss,test_acc,test_loss,time_s,lr
muonsam,1,1.0547,72.88,0.8545,66.8,0.02
muonsam,2,0.5543,83.11,0.4840,135.7,0.02
muonsam,3,0.4139,85.01,0.4406,204.1,0.02
muonsam,4,0.3393,86.78,0.3985,272.6,0.02
muonsam,5,0.2891,87.03,0.3913,340.9,0.02
muonsam,6,0.2479,89.31,0.3373,409.4,0.02
muonsam,7,0.2146,90.07,0.3242,477.8,0.02
muonsam,8,0.1865,88.93,0.3613,546.3,0.02
muonsam,9,0.1677,90.27,0.3262,614.9,0.02
muonsam,10,0.1505,89.82,0.3413,683.3,0.02
muonsam,11,0.1369,90.66,0.3223,751.9,0.02
muonsam,12,0.1224,90.54,0.3362,820.3,0.02
muonsam,13,0.1114,90.93,0.3282,888.7,0.02
muonsam,14,0.1039,90.63,0.3422,957.3,0.02
muonsam,15,0.0941,91.25,0.3191,1025.6,0.02
muonsam,16,0.0844,92.34,0.2230,1129.3,0.02
muonsam,17,0.0946,92.41,0.2222,1233.2,0.02
muonsam,18,0.0953,91.79,0.2463,1337.1,0.02
muonsam,19,0.0920,92.99,0.2230,1441.0,0.02
muonsam,20,0.0867,93.31,0.2069,1545.1,0.02
muonsam,21,0.0828,93.35,0.2050,1649.0,0.02
muonsam,22,0.0802,93.45,0.2060,1752.9,0.02
muonsam,23,0.0741,93.28,0.2079,1856.8,0.02
muonsam,24,0.0725,93.17,0.2016,1960.7,0.02
muonsam,25,0.0693,93.48,0.2100,2064.8,0.02
muonsam,26,0.0705,93.99,0.1857,2168.8,0.02
muonsam,27,0.0650,93.76,0.2016,2272.7,0.02
muonsam,28,0.0605,93.87,0.1913,2376.6,0.02
muonsam,29,0.0602,93.85,0.1931,2480.6,0.02
muonsam,30,0.0574,93.78,0.1984,2584.7,0.02
muonsam,31,0.0548,93.89,0.1962,2688.7,0.02
muonsam,32,0.0531,93.94,0.1960,2792.7,0.02
muonsam,33,0.0503,94.11,0.1930,2896.7,0.02
muonsam,34,0.0468,93.82,0.2073,3000.6,0.02
muonsam,35,0.0477,93.79,0.2045,3104.7,0.02
muonsam,36,0.0414,93.95,0.1951,3208.6,0.02
muonsam,37,0.0365,93.90,0.2057,3312.5,0.02
muonsam,38,0.0331,93.80,0.2114,3416.4,0.02
muonsam,39,0.0271,94.07,0.2136,3520.4,0.02
muonsam,40,0.0273,93.59,0.2309,3624.4,0.02
muonsam,41,0.0257,93.72,0.2251,3728.3,0.02
muonsam,42,0.0242,93.81,0.2277,3832.2,0.02
muonsam,43,0.0243,94.19,0.2296,3936.0,0.02
muonsam,44,0.0228,93.84,0.2355,4039.9,0.02
muonsam,45,0.0238,93.71,0.2244,4143.8,0.02
muonsam,46,0.0228,93.57,0.2361,4247.7,0.02
muonsam,47,0.0227,93.81,0.2560,4351.6,0.02
muonsam,48,0.0235,93.74,0.2700,4455.4,0.02
muonsam,49,0.0235,93.42,0.2822,4559.4,0.02
muonsam,50,0.0219,93.60,0.2689,4663.4,0.02
