# dataset=cifar100 px=32 epochs=50 seed=1 batch=128 wd=0.0005 rho_max=0.05 rho_aux=0.01 torch=2.10.0+cu128
optimizer,epoch,train_loss,test_acc,test_loss,time_s,lr
adamw,44,0.0973,68.39,1.9563,2140.4,0.001
adamw,45,0.1034,67.68,1.9790,2189.3,0.001
adamw,46,0.1085,68.05,2.0698,2238.3,0.001
adamw,47,0.0916,68.06,2.0872,2287.1,0.001
adamw,48,0.0916,67.90,2.0516,2336.0,0.001
adamw,49,0.0938,68.41,2.0467,2384.9,0.001
adamw,50,0.0833,68.47,2.0453,2433.8,0.001
muon,1,3.0567,39.13,2.3449,73.5,0.02
muon,2,1.8889,51.16,1.8212,146.4,0.02
muon,3,1.4602,57.50,1.5116,219.8,0.02
muon,4,1.2145,61.91,1.3546,293.2,0.02
muon,5,1.0251,63.00,1.3471,366.3,0.02
muon,6,0.8811,64.34,1.3036,439.5,0.02
muon,7,0.7555,66.19,1.2765,512.8,0.02
muon,8,0.6506,66.84,1.2722,586.2,0.02
muon,9,0.5622,68.34,1.2319,659.3,0.02
muon,10,0.4859,68.66,1.2558,732.6,0.02
muon,11,0.4266,69.10,1.3032,805.9,0.02
muon,12,0.3675,69.29,1.3368,879.0,0.02
muon,13,0.3277,69.94,1.3363,952.4,0.02
muon,14,0.2948,69.45,1.3638,1025.5,0.02
muon,15,0.2610,68.89,1.4213,1098.6,0.02
muon,16,0.2385,69.59,1.4853,1171.8,0.02
muon,17,0.2193,69.46,1.5046,1244.8,0.02
muon,18,0.1997,69.66,1.5082,1317.9,0.02
muon,19,0.1924,69.00,1.5656,1391.1,0.02
muon,20,0.1741,70.11,1.5527,1464.3,0.02
muon,21,0.1639,70.31,1.5907,1537.3,0.02
muon,22,0.1586,69.96,1.6784,1610.2,0.02
muon,23,0.1428,70.24,1.6436,1683.2,0.02
muon,24,0.1420,70.66,1.6366,1756.3,0.02
muon,25,0.1344,69.47,1.7449,1829.3,0.02
muon,26,0.1274,69.82,1.7395,1902.4,0.02
muon,27,0.1196,70.30,1.7181,1975.3,0.02
muon,28,0.1136,69.67,1.8237,2048.3,0.02
muon,29,0.1110,71.05,1.7299,2121.5,0.02
muon,30,0.1044,70.51,1.8223,2194.7,0.02
muon,31,0.1011,70.84,1.8182,2267.7,0.02
muon,32,0.1009,69.97,1.8828,2341.0,0.02
muon,33,0.0978,70.19,1.9463,2414.1,0.02
muon,34,0.0928,70.31,1.9046,2487.4,0.02
muon,35,0.0904,69.92,1.8656,2560.6,0.02
muon,36,0.0908,69.60,1.9177,2633.6,0.02
muon,37,0.0851,71.03,1.9281,2706.7,0.02
muon,38,0.0841,70.50,1.9493,2779.9,0.02
muon,39,0.0803,70.59,1.9672,2852.8,0.02
muon,40,0.0792,70.72,1.9494,2926.0,0.02
muon,41,0.0800,70.72,1.9931,2999.1,0.02
muon,42,0.0711,70.13,2.0171,3072.1,0.02
muon,43,0.0731,70.44,2.0616,3145.0,0.02
muon,44,0.0726,70.72,1.9946,3217.7,0.02
muon,45,0.0712,70.25,2.0617,3290.7,0.02
muon,46,0.0676,70.82,2.0537,3363.8,0.02
muon,47,0.0658,71.28,2.0375,3436.9,0.02
muon,48,0.0664,71.30,2.0812,3509.9,0.02
muon,49,0.0640,70.63,2.0359,3582.8,0.02
muon,50,0.0636,70.98,2.1210,3655.6,0.02
sam,1,3.9206,15.84,3.4614,93.3,0.05
sam,2,3.2683,24.38,3.0638,187.3,0.05
sam,3,2.7628,31.25,2.6471,281.1,0.05
sam,4,2.3364,37.39,2.3532,375.0,0.05
sam,5,2.0191,45.54,2.0074,468.6,0.05
sam,6,1.7982,49.44,1.8341,562.2,0.05
sam,7,1.6250,52.37,1.7052,655.9,0.05
sam,8,1.4970,54.63,1.6094,749.6,0.05
sam,9,1.3895,54.47,1.6354,843.2,0.05
sam,10,1.3014,57.20,1.5199,936.9,0.05
sam,11,1.2361,60.14,1.4024,1030.7,0.05
sam,12,1.1690,58.42,1.4796,1124.4,0.05
sam,13,1.1150,60.22,1.4219,1218.0,0.05
sam,14,1.0711,61.91,1.3448,1311.7,0.05
sam,15,1.0254,61.79,1.3293,1405.3,0.05
sam,16,0.9996,61.38,1.4069,1499.0,0.05
sam,17,0.9558,63.07,1.3313,1592.9,0.05
sam,18,0.9189,61.47,1.3488,1686.4,0.05
sam,19,0.8898,63.04,1.3190,1779.1,0.05
sam,20,0.8705,64.23,1.2777,1871.9,0.05
sam,21,0.8458,62.92,1.3303,1965.2,0.05
sam,22,0.8207,63.76,1.2813,2058.6,0.05
sam,23,0.8055,66.00,1.2156,2152.3,0.05
sam,24,0.7819,63.27,1.3099,2246.1,0.05
sam,25,0.7619,64.72,1.2592,2339.9,0.05
sam,26,0.7425,64.44,1.2825,2433.6,0.05
sam,27,0.7256,64.80,1.2583,2527.2,0.05
sam,28,0.7120,64.30,1.2864,2620.7,0.05
sam,29,0.6957,66.26,1.2299,2714.3,0.05
sam,30,0.6759,64.98,1.2519,2807.9,0.05
sam,31,0.6710,66.01,1.2364,2901.5,0.05
sam,32,0.6621,64.96,1.3117,2995.1,0.05
sam,33,0.6513,66.12,1.2171,3088.7,0.05
sam,34,0.6312,67.53,1.1911,3182.2,0.05
sam,35,0.6295,65.60,1.2722,3275.7,0.05
sam,36,0.6097,64.35,1.3165,3369.0,0.05
sam,37,0.6121,67.05,1.1891,3462.3,0.05
sam,38,0.6055,66.66,1.2321,3555.7,0.05
sam,39,0.5979,65.43,1.3065,3649.2,0.05
sam,40,0.5819,65.37,1.3299,3742.8,0.05
sam,41,0.5829,67.03,1.2267,3836.3,0.05
sam,42,0.5651,66.23,1.2525,3930.0,0.05
sam,43,0.5639,65.51,1.2678,4023.5,0.05
sam,44,0.5630,66.58,1.2604,4116.8,0.05
sam,45,0.5537,64.55,1.3355,4210.2,0.05
sam,46,0.5450,66.80,1.2299,4303.7,0.05
sam,47,0.5379,66.43,1.2636,4397.1,0.05
sam,48,0.5388,67.31,1.2428,4490.4,0.05
sam,49,0.5365,66.57,1.2710,4584.0,0.05
sam,50,0.5334,65.43,1.2975,4677.3,0.05
muonsam,1,3.0907,39.94,2.2675,73.2,0.02
muonsam,2,1.9013,52.03,1.7803,146.3,0.02
muonsam,3,1.4653,56.64,1.5893,219.3,0.02
muonsam,4,1.2249,61.26,1.4070,292.4,0.02
muonsam,5,1.0291,62.58,1.3830,365.4,0.02
muonsam,6,0.8889,65.70,1.2398,438.6,0.02
muonsam,7,0.7585,67.37,1.2338,511.9,0.02
muonsam,8,0.6545,67.94,1.2246,585.1,0.02
muonsam,9,0.5594,67.24,1.2979,658.2,0.02
muonsam,10,0.4852,69.00,1.2686,731.4,0.02
muonsam,11,0.4262,69.58,1.2880,804.5,0.02
muonsam,12,0.3710,68.79,1.3716,877.5,0.02
muonsam,13,0.3275,69.07,1.4057,950.5,0.02
muonsam,14,0.2984,69.41,1.3895,1023.4,0.02
muonsam,15,0.2628,69.66,1.3856,1096.3,0.02
muonsam,16,0.2428,70.20,1.3655,1206.2,0.02
muonsam,17,0.2122,71.16,1.2465,1316.3,0.02
muonsam,18,0.1905,71.18,1.2019,1426.5,0.02
muonsam,19,0.1732,70.73,1.1910,1536.7,0.02
muonsam,20,0.1617,71.46,1.1677,1647.0,0.02
muonsam,21,0.1537,71.53,1.1480,1757.1,0.02
muonsam,22,0.1394,72.25,1.1117,1867.1,0.02
muonsam,23,0.1306,71.67,1.1288,1977.3,0.02
muonsam,24,0.1219,72.72,1.0977,2087.5,0.02
muonsam,25,0.1120,72.65,1.0957,2197.7,0.02
muonsam,26,0.1059,72.87,1.0953,2307.8,0.02
muonsam,27,0.0985,73.15,1.0859,2418.0,0.02
muonsam,28,0.0922,72.90,1.0863,2528.4,0.02
muonsam,29,0.0871,72.82,1.1222,2638.5,0.02
muonsam,30,0.0817,72.94,1.1180,2748.7,0.02
muonsam,31,0.0801,73.78,1.0879,2858.8,0.02
muonsam,32,0.0752,73.02,1.1149,2968.9,0.02
muonsam,33,0.0712,72.94,1.1386,3079.2,0.02
muonsam,34,0.0662,73.23,1.1312,3189.4,0.02
muonsam,35,0.0636,73.65,1.0745,3299.7,0.02
muonsam,36,0.0604,73.36,1.1250,3410.0,0.02
muonsam,37,0.0572,73.04,1.1100,3520.2,0.02
muonsam,38,0.0585,73.22,1.1074,3630.5,0.02
muonsam,39,0.0543,73.84,1.1105,3740.5,0.02
muonsam,40,0.0519,73.41,1.1053,3850.8,0.02
muonsam,41,0.0516,73.84,1.1189,3960.9,0.02
muonsam,42,0.0502,73.34,1.1201,4071.1,0.02
muonsam,43,0.0473,73.34,1.1195,4181.2,0.02
muonsam,44,0.0450,73.59,1.1192,4291.5,0.02
muonsam,45,0.0444,73.82,1.1349,4401.7,0.02
muonsam,46,0.0424,74.12,1.0995,4512.1,0.02
muonsam,47,0.0418,74.23,1.0941,4622.3,0.02
muonsam,48,0.0381,73.77,1.1246,4732.6,0.02
muonsam,49,0.0376,74.53,1.1208,4842.8,0.02
muonsam,50,0.0368,74.20,1.1350,4953.3,0.02
