# train_loss is the mean over the preceding 50 batches
optimizer,step,train_loss,lr
adamw,50,4.3213,0.001
adamw,100,3.9550,0.001
adamw,150,3.8390,0.001
adamw,200,3.6604,0.001
adamw,250,3.5593,0.001
adamw,300,3.4415,0.001
adamw,350,3.2825,0.001
adamw,400,3.2409,0.001
adamw,450,3.0583,0.001
adamw,500,3.0319,0.001
adamw,550,2.9235,0.001
adamw,600,2.8330,0.001
adamw,650,2.7914,0.001
adamw,700,2.6809,0.001
adamw,750,2.6423,0.001
adamw,800,2.5421,0.001
adamw,850,2.4747,0.001
adamw,900,2.4353,0.001
adamw,950,2.3602,0.001
adamw,1000,2.3035,0.001
adamw,1050,2.2761,0.001
adamw,1100,2.2650,0.001
adamw,1150,2.1397,0.001
adamw,1200,2.1749,0.001
adamw,1250,2.0178,0.001
adamw,1300,2.0403,0.001
adamw,1350,1.9815,0.001
adamw,1400,1.9700,0.001
adamw,1450,1.9817,0.001
adamw,1500,1.9236,0.001
adamw,1550,1.9468,0.001
adamw,1600,1.8323,0.001
adamw,1650,1.7729,0.001
adamw,1700,1.7504,0.001
adamw,1750,1.7768,0.001
adamw,1800,1.7105,0.001
adamw,1850,1.7320,0.001
adamw,1900,1.7075,0.001
adamw,1950,1.6487,0.001
adamw,2000,1.5987,0.001
adamw,2050,1.5747,0.001
adamw,2100,1.5379,0.001
adamw,2150,1.5557,0.001
adamw,2200,1.5448,0.001
adamw,2250,1.5235,0.001
adamw,2300,1.5623,0.001
adamw,2350,1.5284,0.001
adamw,2400,1.3833,0.001
adamw,2450,1.3986,0.001
adamw,2500,1.3976,0.001
adamw,2550,1.4053,0.001
adamw,2600,1.4313,0.001
adamw,2650,1.4028,0.001
adamw,2700,1.4060,0.001
adamw,2750,1.2987,0.001
adamw,2800,1.2287,0.001
adamw,2850,1.2331,0.001
adamw,2900,1.3096,0.001
adamw,2950,1.2987,0.001
adamw,3000,1.2694,0.001
adamw,3050,1.2794,0.001
adamw,3100,1.2643,0.001
adamw,3150,1.2646,0.001
adamw,3200,1.1493,0.001
adamw,3250,1.1344,0.001
adamw,3300,1.1534,0.001
adamw,3350,1.1760,0.001
adamw,3400,1.1746,0.001
adamw,3450,1.1713,0.001
adamw,3500,1.1778,0.001
adamw,3550,1.1018,0.001
adamw,3600,1.0059,0.001
adamw,3650,1.0339,0.001
adamw,3700,1.0541,0.001
adamw,3750,1.0926,0.001
