# train_loss is the mean over the preceding 50 batches
optimizer,step,train_loss,lr
muonsam_nomom,50,1.6414,0.02
muonsam_nomom,100,1.1160,0.02
muonsam_nomom,150,0.9647,0.02
muonsam_nomom,200,0.8175,0.02
muonsam_nomom,250,0.7543,0.02
muonsam_nomom,300,0.7088,0.02
muonsam_nomom,350,0.6097,0.02
muonsam_nomom,400,0.5902,0.02
muonsam_nomom,450,0.5452,0.02
muonsam_nomom,500,0.4982,0.02
muonsam_nomom,550,0.4822,0.02
muonsam_nomom,600,0.4540,0.02
muonsam_nomom,650,0.4066,0.02
muonsam_nomom,700,0.3990,0.02
muonsam_nomom,750,0.3711,0.02
muonsam_nomom,800,0.3411,0.02
muonsam_nomom,850,0.3169,0.02
muonsam_nomom,900,0.3334,0.02
muonsam_nomom,950,0.3053,0.02
muonsam_nomom,1000,0.2706,0.02
muonsam_nomom,1050,0.2636,0.02
muonsam_nomom,1100,0.2447,0.02
muonsam_nomom,1150,0.2454,0.02
muonsam_nomom,1200,0.2431,0.02
muonsam_nomom,1250,0.2935,0.02
muonsam_nomom,1300,0.3221,0.02
muonsam_nomom,1350,0.3563,0.02
muonsam_nomom,1400,0.3675,0.02
muonsam_nomom,1450,0.3347,0.02
muonsam_nomom,1500,0.3599,0.02
muonsam_nomom,1550,0.3254,0.02
muonsam_nomom,1600,0.3201,0.02
muonsam_nomom,1650,0.3190,0.02
muonsam_nomom,1700,0.3147,0.02
muonsam_nomom,1750,0.3088,0.02
muonsam_nomom,1800,0.3188,0.02
muonsam_nomom,1850,0.3259,0.02
muonsam_nomom,1900,0.2900,0.02
muonsam_nomom,1950,0.3282,0.02
muonsam_nomom,2000,0.3017,0.02
muonsam_nomom,2050,0.2944,0.02
muonsam_nomom,2100,0.3072,0.02
muonsam_nomom,2150,0.2851,0.02
muonsam_nomom,2200,0.2804,0.02
muonsam_nomom,2250,0.2798,0.02
muonsam_nomom,2300,0.2725,0.02
muonsam_nomom,2350,0.2588,0.02
muonsam_nomom,2400,0.2497,0.02
muonsam_nomom,2450,0.2765,0.02
muonsam_nomom,2500,0.2482,0.02
muonsam_nomom,2550,0.2375,0.02
muonsam_nomom,2600,0.2576,0.02
muonsam_nomom,2650,0.2700,0.02
muonsam_nomom,2700,0.2339,0.02
muonsam_nomom,2750,0.2433,0.02
muonsam_nomom,2800,0.2271,0.02
muonsam_nomom,2850,0.2339,0.02
muonsam_nomom,2900,0.2316,0.02
muonsam_nomom,2950,0.2386,0.02
muonsam_nomom,3000,0.2354,0.02
muonsam_nomom,3050,0.2187,0.02
muonsam_nomom,3100,0.2306,0.02
muonsam_nomom,3150,0.2208,0.02
muonsam_nomom,3200,0.2034,0.02
muonsam_nomom,3250,0.2156,0.02
muonsam_nomom,3300,0.2014,0.02
muonsam_nomom,3350,0.2257,0.02
muonsam_nomom,3400,0.1890,0.02
muonsam_nomom,3450,0.2220,0.02
muonsam_nomom,3500,0.2185,0.02
muonsam_nomom,3550,0.2119,0.02
muonsam_nomom,3600,0.1879,0.02
muonsam_nomom,3650,0.1905,0.02
muonsam_nomom,3700,0.2064,0.02
muon_nomom,50,1.6443,0.02
muon_nomom,100,1.1122,0.02
muon_nomom,150,0.9637,0.02
muon_nomom,200,0.8189,0.02
muon_nomom,250,0.7608,0.02
muon_nomom,300,0.7143,0.02
muon_nomom,350,0.6142,0.02
muon_nomom,400,0.6006,0.02
muon_nomom,450,0.5518,0.02
muon_nomom,500,0.4940,0.02
muon_nomom,550,0.4914,0.02
muon_nomom,600,0.4593,0.02
muon_nomom,650,0.4087,0.02
muon_nomom,700,0.4109,0.02
muon_nomom,750,0.3796,0.02
muon_nomom,800,0.3481,0.02
muon_nomom,850,0.3212,0.02
muon_nomom,900,0.3362,0.02
muon_nomom,950,0.3058,0.02
muon_nomom,1000,0.2714,0.02
muon_nomom,1050,0.2574,0.02
muon_nomom,1100,0.2542,0.02
muon_nomom,1150,0.2376,0.02
muon_nomom,1200,0.2340,0.02
muon_nomom,1250,0.2340,0.02
muon_nomom,1300,0.2024,0.02
muon_nomom,1350,0.2084,0.02
muon_nomom,1400,0.1986,0.02
muon_nomom,1450,0.1715,0.02
muon_nomom,1500,0.1855,0.02
muon_nomom,1550,0.1743,0.02
muon_nomom,1600,0.1424,0.02
muon_nomom,1650,0.1463,0.02
muon_nomom,1700,0.1532,0.02
muon_nomom,1750,0.1343,0.02
muon_nomom,1800,0.1394,0.02
muon_nomom,1850,0.1404,0.02
muon_nomom,1900,0.1242,0.02
muon_nomom,1950,0.1431,0.02
muon_nomom,2000,0.1349,0.02
muon_nomom,2050,0.1180,0.02
