# dataset=imagenette px=64 epochs=50 seed=0 batch=128 wd=0.0005 rho_max=0.05 rho_aux=0.01 torch=2.10.0+cu128
optimizer,epoch,train_loss,test_acc,test_loss,time_s,lr
adamw,1,1.6787,37.58,2.0165,31.7,0.001
adamw,2,1.2604,52.38,1.5719,64.0,0.001
adamw,3,1.0974,59.34,1.4700,99.0,0.001
adamw,4,0.9864,59.31,1.2692,132.2,0.001
adamw,5,0.8929,66.90,1.0929,165.5,0.001
adamw,6,0.8425,72.71,0.8394,199.5,0.001
adamw,7,0.7885,71.69,0.9009,233.2,0.001
adamw,8,0.7637,69.27,1.0549,267.0,0.001
adamw,9,0.7003,74.22,0.7899,301.1,0.001
adamw,10,0.6594,73.86,0.8071,335.0,0.001
adamw,11,0.6451,74.57,0.7872,368.9,0.001
adamw,12,0.6309,68.89,1.0072,402.8,0.001
adamw,13,0.5666,75.24,0.8271,436.8,0.001
adamw,14,0.5551,74.88,0.9580,470.7,0.001
adamw,15,0.5416,77.04,0.7612,504.8,0.001
adamw,16,0.5098,77.02,0.8125,538.7,0.001
adamw,17,0.4966,78.50,0.7098,572.7,0.001
adamw,18,0.4759,76.92,0.7705,606.5,0.001
adamw,19,0.4671,78.50,0.7264,640.4,0.001
adamw,20,0.4400,79.21,0.6447,674.4,0.001
adamw,21,0.4317,80.99,0.6497,708.4,0.001
adamw,22,0.4264,80.97,0.6268,742.5,0.001
adamw,23,0.3999,80.61,0.6275,776.5,0.001
adamw,24,0.3887,84.20,0.5059,810.6,0.001
adamw,25,0.3631,82.55,0.5730,844.7,0.001
adamw,26,0.3624,76.20,0.8750,878.7,0.001
adamw,27,0.3452,75.41,0.9154,912.7,0.001
adamw,28,0.3317,77.96,0.7534,946.7,0.001
adamw,29,0.3307,81.17,0.6454,980.7,0.001
adamw,30,0.3249,82.73,0.5851,1014.7,0.001
adamw,31,0.3106,81.99,0.6615,1048.7,0.001
adamw,32,0.3121,75.57,0.8669,1082.7,0.001
adamw,33,0.3017,84.23,0.4944,1116.7,0.001
adamw,34,0.2862,81.55,0.6797,1150.8,0.001
adamw,35,0.2670,83.44,0.5766,1184.8,0.001
adamw,36,0.2619,84.20,0.5353,1218.8,0.001
adamw,37,0.2480,85.04,0.5157,1252.7,0.001
adamw,38,0.2752,82.29,0.6118,1286.7,0.001
adamw,39,0.2476,78.45,0.8054,1320.6,0.001
adamw,40,0.2511,86.24,0.4871,1354.6,0.001
adamw,41,0.2257,78.78,0.7445,1388.6,0.001
adamw,42,0.2216,80.43,0.7187,1422.6,0.001
adamw,43,0.2218,81.73,0.6340,1456.5,0.001
adamw,44,0.2180,86.85,0.4668,1490.3,0.001
adamw,45,0.2175,82.62,0.6206,1524.0,0.001
adamw,46,0.1934,85.66,0.5218,1557.8,0.001
adamw,47,0.1993,83.46,0.5829,1591.8,0.001
adamw,48,0.2044,85.91,0.4983,1625.8,0.001
adamw,49,0.1890,84.64,0.5635,1659.8,0.001
adamw,50,0.1820,85.43,0.5434,1693.5,0.001
muon,1,1.4140,59.03,1.3273,38.5,0.02
muon,2,0.8996,70.45,0.9408,77.0,0.02
muon,3,0.7273,76.33,0.7494,115.5,0.02
muon,4,0.5861,77.40,0.7050,154.0,0.02
muon,5,0.5114,82.01,0.5726,192.6,0.02
muon,6,0.4488,82.42,0.5478,231.1,0.02
muon,7,0.4124,84.03,0.5119,269.6,0.02
muon,8,0.3829,84.08,0.5088,308.0,0.02
muon,9,0.3168,84.15,0.5084,346.5,0.02
muon,10,0.2870,85.04,0.5029,385.0,0.02
muon,11,0.2751,86.65,0.4472,423.6,0.02
muon,12,0.2482,85.61,0.4686,462.1,0.02
muon,13,0.2204,85.40,0.5183,500.7,0.02
muon,14,0.1990,88.25,0.3945,539.2,0.02
muon,15,0.1885,87.97,0.4082,577.7,0.02
muon,16,0.1748,86.01,0.5010,616.2,0.02
muon,17,0.1667,85.30,0.5542,654.7,0.02
muon,18,0.1516,84.82,0.5618,693.3,0.02
muon,19,0.1528,87.77,0.4324,731.8,0.02
muon,20,0.1406,86.68,0.4532,770.4,0.02
muon,21,0.1294,87.39,0.4276,808.9,0.02
muon,22,0.1274,86.65,0.4955,847.4,0.02
muon,23,0.1255,88.00,0.4285,886.0,0.02
muon,24,0.1126,87.54,0.4616,924.5,0.02
muon,25,0.1106,88.31,0.4502,963.0,0.02
