# dataset=imagenette px=64 epochs=50 seed=0 batch=128 wd=0.0005 rho_max=0.05 rho_aux=0.01 torch=2.10.0+cu128
optimizer,epoch,train_loss,test_acc,test_loss,time_s,lr
muonsam_nomom,1,1.4772,62.09,1.1791,34.7,0.02
muonsam_nomom,2,0.9810,70.60,0.9169,69.0,0.02
muonsam_nomom,3,0.8159,74.80,0.7757,104.3,0.02
muonsam_nomom,4,0.6903,72.76,0.8896,141.1,0.02
muonsam_nomom,5,0.6071,71.44,0.9926,178.6,0.02
muonsam_nomom,6,0.5404,71.62,0.9776,215.5,0.02
muonsam_nomom,7,0.4910,78.60,0.6958,252.7,0.02
muonsam_nomom,8,0.4566,76.82,0.8006,289.9,0.02
muonsam_nomom,9,0.4095,81.45,0.6016,327.1,0.02
muonsam_nomom,10,0.3698,80.28,0.6151,364.3,0.02
muonsam_nomom,11,0.3429,81.38,0.6001,401.4,0.02
muonsam_nomom,12,0.3253,85.20,0.5029,438.6,0.02
muonsam_nomom,13,0.2930,82.65,0.6304,475.8,0.02
muonsam_nomom,14,0.2728,83.82,0.5416,512.9,0.02
muonsam_nomom,15,0.2451,83.16,0.6159,550.0,0.02
muonsam_nomom,16,0.2462,84.15,0.5484,596.7,0.02
muonsam_nomom,17,0.2821,83.75,0.5131,643.9,0.02
muonsam_nomom,18,0.3238,84.79,0.5004,691.1,0.02
muonsam_nomom,19,0.3607,84.13,0.5242,738.4,0.02
muonsam_nomom,20,0.3570,86.27,0.4705,785.6,0.02
muonsam_nomom,21,0.3402,86.45,0.4473,832.5,0.02
muonsam_nomom,22,0.3352,85.55,0.4642,879.7,0.02
muonsam_nomom,23,0.3255,87.49,0.4334,926.9,0.02
muonsam_nomom,24,0.3125,86.75,0.4387,974.1,0.02
muonsam_nomom,25,0.3136,86.24,0.4654,1021.3,0.02
muonsam_nomom,26,0.3061,86.90,0.4410,1068.1,0.02
muonsam_nomom,27,0.2876,88.08,0.4299,1115.2,0.02
muonsam_nomom,28,0.2914,87.57,0.3983,1162.5,0.02
muonsam_nomom,29,0.2850,86.83,0.4234,1209.6,0.02
muonsam_nomom,30,0.2820,86.90,0.4179,1256.8,0.02
muonsam_nomom,31,0.2719,87.26,0.4098,1303.6,0.02
muonsam_nomom,32,0.2699,87.72,0.4336,1350.8,0.02
muonsam_nomom,33,0.2660,87.62,0.4015,1398.0,0.02
muonsam_nomom,34,0.2552,87.31,0.4021,1445.3,0.02
muonsam_nomom,35,0.2401,86.88,0.4222,1492.5,0.02
muonsam_nomom,36,0.2481,87.90,0.3965,1539.3,0.02
muonsam_nomom,37,0.2307,87.52,0.4177,1586.4,0.02
muonsam_nomom,38,0.2463,88.33,0.3693,1633.7,0.02
muonsam_nomom,39,0.2370,88.82,0.3743,1680.8,0.02
muonsam_nomom,40,0.2259,89.32,0.3417,1728.0,0.02
muonsam_nomom,41,0.2231,89.20,0.3573,1774.8,0.02
muonsam_nomom,42,0.2214,88.89,0.3818,1821.9,0.02
muonsam_nomom,43,0.2162,88.82,0.3846,1869.1,0.02
muonsam_nomom,44,0.2031,88.59,0.3699,1916.3,0.02
muonsam_nomom,45,0.2002,90.06,0.3336,1963.5,0.02
muonsam_nomom,46,0.1963,87.54,0.3920,2010.2,0.02
muonsam_nomom,47,0.2047,90.09,0.3452,2057.4,0.02
muonsam_nomom,48,0.1990,88.97,0.3760,2104.5,0.02
muonsam_nomom,49,0.2089,89.81,0.3516,2151.8,0.02
muonsam_nomom,50,0.1959,89.91,0.3438,2199.0,0.02
muon_nomom,1,1.4731,63.11,1.1664,37.1,0.02
muon_nomom,2,0.9811,70.22,0.9159,74.1,0.02
muon_nomom,3,0.8154,75.67,0.7480,111.2,0.02
muon_nomom,4,0.6916,73.20,0.8826,148.4,0.02
muon_nomom,5,0.6073,76.64,0.7684,185.6,0.02
muon_nomom,6,0.5412,74.14,0.8539,222.9,0.02
muon_nomom,7,0.5020,75.72,0.7844,260.2,0.02
muon_nomom,8,0.4642,80.46,0.6134,297.3,0.02
muon_nomom,9,0.4135,78.57,0.6949,334.4,0.02
muon_nomom,10,0.3694,80.15,0.6819,371.7,0.02
muon_nomom,11,0.3499,81.30,0.6285,409.0,0.02
muon_nomom,12,0.3245,84.41,0.5452,446.3,0.02
muon_nomom,13,0.2889,82.14,0.6316,483.4,0.02
muon_nomom,14,0.2796,83.44,0.5321,520.4,0.02
muon_nomom,15,0.2492,84.23,0.5474,557.5,0.02
muon_nomom,16,0.2358,82.29,0.6714,594.7,0.02
muon_nomom,17,0.2170,81.27,0.6720,631.9,0.02
muon_nomom,18,0.1948,82.06,0.6654,669.2,0.02
muon_nomom,19,0.1928,82.27,0.6481,706.5,0.02
muon_nomom,20,0.1890,84.79,0.5437,743.5,0.02
muon_nomom,21,0.1651,84.25,0.5737,780.6,0.02
muon_nomom,22,0.1524,82.52,0.6645,817.8,0.02
muon_nomom,23,0.1508,85.07,0.5359,855.1,0.02
muon_nomom,24,0.1455,84.33,0.6372,892.3,0.02
muon_nomom,25,0.1298,81.17,0.7833,929.5,0.02
muon_nomom,26,0.1232,85.96,0.5894,966.6,0.02
muon_nomom,27,0.1108,84.25,0.6400,1003.7,0.02
muon_nomom,28,0.1196,82.09,0.7507,1040.8,0.02
muon_nomom,29,0.1098,84.28,0.7037,1078.0,0.02
muon_nomom,30,0.1142,85.81,0.5477,1115.2,0.02
muon_nomom,31,0.1052,85.81,0.6183,1152.5,0.02
muon_nomom,32,0.1005,85.99,0.5563,1189.9,0.02
muon_nomom,33,0.1041,84.46,0.6242,1227.2,0.02
muon_nomom,34,0.0920,83.31,0.7240,1264.5,0.02
muon_nomom,35,0.0963,82.47,0.7822,1301.7,0.02
muon_nomom,36,0.1026,86.90,0.5405,1338.9,0.02
muon_nomom,37,0.0848,84.61,0.6572,1376.1,0.02
muon_nomom,38,0.0898,86.04,0.5906,1413.4,0.02
muon_nomom,39,0.0862,86.14,0.5904,1450.6,0.02
muon_nomom,40,0.0777,86.17,0.6156,1487.9,0.02
muon_nomom,41,0.0843,86.65,0.6178,1525.2,0.02
muon_nomom,42,0.0752,84.59,0.6729,1562.5,0.02
muon_nomom,43,0.0769,86.45,0.5692,1599.7,0.02
muon_nomom,44,0.0750,82.73,0.8163,1636.9,0.02
muon_nomom,45,0.0856,84.92,0.6568,1674.1,0.02
muon_nomom,46,0.0662,84.92,0.6568,1711.4,0.02
muon_nomom,47,0.0688,85.76,0.6913,1748.7,0.02
muon_nomom,48,0.0617,85.94,0.6827,1785.9,0.02
muon_nomom,49,0.0724,83.49,0.7566,1823.1,0.02
