# train_loss is the mean over the preceding 50 batches
optimizer,step,train_loss,lr
muonsam,50,4.2551,0.02
muonsam,100,3.7074,0.02
muonsam,150,3.3399,0.02
muonsam,200,3.0236,0.02
muonsam,250,2.7623,0.02
muonsam,300,2.5633,0.02
muonsam,350,2.4237,0.02
muonsam,400,2.2884,0.02
muonsam,450,2.0853,0.02
muonsam,500,1.9977,0.02
muonsam,550,1.9182,0.02
muonsam,600,1.8968,0.02
muonsam,650,1.7943,0.02
muonsam,700,1.7924,0.02
muonsam,750,1.7805,0.02
muonsam,800,1.6291,0.02
muonsam,850,1.5167,0.02
muonsam,900,1.5279,0.02
muonsam,950,1.4678,0.02
muonsam,1000,1.4510,0.02
muonsam,1050,1.4624,0.02
muonsam,1100,1.4532,0.02
muonsam,1150,1.4228,0.02
muonsam,1200,1.3055,0.02
muonsam,1250,1.2192,0.02
muonsam,1300,1.2482,0.02
muonsam,1350,1.2488,0.02
muonsam,1400,1.2067,0.02
muonsam,1450,1.1959,0.02
muonsam,1500,1.2280,0.02
muonsam,1550,1.2132,0.02
muonsam,1600,1.0397,0.02
muonsam,1650,1.0163,0.02
muonsam,1700,0.9964,0.02
muonsam,1750,1.0480,0.02
muonsam,1800,0.9980,0.02
muonsam,1850,1.0401,0.02
muonsam,1900,1.0527,0.02
muonsam,1950,1.0542,0.02
muonsam,2000,0.8631,0.02
muonsam,2050,0.8208,0.02
muonsam,2100,0.8720,0.02
muonsam,2150,0.8914,0.02
muonsam,2200,0.9014,0.02
muonsam,2250,0.9134,0.02
muonsam,2300,0.9324,0.02
muonsam,2350,0.8851,0.02
muonsam,2400,0.7011,0.02
muonsam,2450,0.7076,0.02
muonsam,2500,0.7451,0.02
muonsam,2550,0.7345,0.02
muonsam,2600,0.7585,0.02
muonsam,2650,0.8013,0.02
muonsam,2700,0.7874,0.02
muonsam,2750,0.7556,0.02
muonsam,2800,0.5983,0.02
muonsam,2850,0.6276,0.02
muonsam,2900,0.6336,0.02
muonsam,2950,0.6745,0.02
muonsam,3000,0.6889,0.02
muonsam,3050,0.6616,0.02
muonsam,3100,0.6489,0.02
muonsam,3150,0.6022,0.02
muonsam,3200,0.5225,0.02
muonsam,3250,0.5268,0.02
muonsam,3300,0.5438,0.02
muonsam,3350,0.5552,0.02
muonsam,3400,0.5671,0.02
muonsam,3450,0.5965,0.02
muonsam,3500,0.6025,0.02
muonsam,3550,0.5107,0.02
muonsam,3600,0.4388,0.02
muonsam,3650,0.4619,0.02
muonsam,3700,0.4688,0.02
muonsam,3750,0.5040,0.02
muonsam,3800,0.4977,0.02
muonsam,3850,0.5206,0.02
muonsam,3900,0.5234,0.02
muonsam,3950,0.3929,0.02
muonsam,4000,0.3976,0.02
muonsam,4050,0.3915,0.02
muonsam,4100,0.4409,0.02
