# dataset=cifar10 px=32 epochs=50 seed=1 batch=128 wd=0.0005 rho_max=0.025 rho_aux=0.01 torch=2.10.0+cu128
optimizer,epoch,train_loss,test_acc,test_loss,time_s,lr
muonsam,1,1.0600,72.45,0.8769,70.3,0.02
muonsam,2,0.5500,83.27,0.4847,140.4,0.02
muonsam,3,0.4187,85.48,0.4373,210.6,0.02
muonsam,4,0.3407,86.05,0.4285,280.9,0.02
muonsam,5,0.2884,88.52,0.3552,350.8,0.02
muonsam,6,0.2456,89.17,0.3401,420.9,0.02
muonsam,7,0.2143,89.86,0.3207,490.9,0.02
muonsam,8,0.1892,89.49,0.3421,560.8,0.02
muonsam,9,0.1696,90.46,0.3248,630.9,0.02
muonsam,10,0.1498,90.64,0.3348,700.9,0.02
muonsam,11,0.1355,90.69,0.3063,771.0,0.02
muonsam,12,0.1242,91.59,0.2951,841.1,0.02
muonsam,13,0.1107,91.47,0.3152,911.1,0.02
muonsam,14,0.1037,91.70,0.3165,981.2,0.02
muonsam,15,0.0927,91.46,0.3298,1051.4,0.02
muonsam,16,0.0854,92.56,0.2251,1157.2,0.02
muonsam,17,0.0883,92.78,0.2207,1263.1,0.02
muonsam,18,0.0849,92.58,0.2397,1369.0,0.02
muonsam,19,0.0815,92.65,0.2327,1474.9,0.02
muonsam,20,0.0735,93.23,0.2171,1581.1,0.02
muonsam,21,0.0654,92.88,0.2238,1687.1,0.02
muonsam,22,0.0679,92.89,0.2312,1793.1,0.02
muonsam,23,0.0631,93.00,0.2329,1899.2,0.02
muonsam,24,0.0618,92.69,0.2372,2005.3,0.02
muonsam,25,0.0568,92.56,0.2555,2111.5,0.02
muonsam,26,0.0552,92.94,0.2354,2217.7,0.02
muonsam,27,0.0521,92.91,0.2433,2323.9,0.02
muonsam,28,0.0517,93.12,0.2150,2430.1,0.02
muonsam,29,0.0474,92.96,0.2395,2536.2,0.02
muonsam,30,0.0465,92.75,0.2370,2642.5,0.02
muonsam,31,0.0454,93.07,0.2362,2748.5,0.02
muonsam,32,0.0419,92.67,0.2456,2854.6,0.02
muonsam,33,0.0419,93.27,0.2181,2960.6,0.02
muonsam,34,0.0419,93.01,0.2467,3066.5,0.02
muonsam,35,0.0391,92.90,0.2472,3172.7,0.02
muonsam,36,0.0370,93.28,0.2409,3278.6,0.02
muonsam,37,0.0364,93.01,0.2263,3384.4,0.02
muonsam,38,0.0360,93.64,0.2084,3490.2,0.02
muonsam,39,0.0339,93.43,0.2238,3596.0,0.02
muonsam,40,0.0337,93.33,0.2253,3702.1,0.02
muonsam,41,0.0313,93.29,0.2347,3808.0,0.02
muonsam,42,0.0325,93.63,0.2115,3913.6,0.02
muonsam,43,0.0331,93.13,0.2352,4019.0,0.02
muonsam,44,0.0291,93.69,0.2135,4124.4,0.02
muonsam,45,0.0295,93.81,0.2076,4230.0,0.02
muonsam,46,0.0288,93.32,0.2278,4335.4,0.02
muonsam,47,0.0279,93.48,0.2215,4440.8,0.02
muonsam,48,0.0250,93.42,0.2226,4546.4,0.02
muonsam,49,0.0275,93.54,0.2172,4651.9,0.02
muonsam,50,0.0253,93.69,0.2082,4757.5,0.02
