# train_loss is the mean over the preceding 50 batches
optimizer,step,train_loss,lr
muonsam,50,1.7749,0.02
muonsam,100,1.4015,0.02
muonsam,150,1.1478,0.02
muonsam,200,0.9770,0.02
muonsam,250,0.8556,0.02
muonsam,300,0.7776,0.02
muonsam,350,0.7175,0.02
muonsam,400,0.6580,0.02
muonsam,450,0.6108,0.02
muonsam,500,0.6198,0.02
muonsam,550,0.5700,0.02
muonsam,600,0.5456,0.02
muonsam,650,0.5405,0.02
muonsam,700,0.4935,0.02
muonsam,750,0.5003,0.02
muonsam,800,0.4616,0.02
muonsam,850,0.4289,0.02
muonsam,900,0.4195,0.02
muonsam,950,0.4123,0.02
muonsam,1000,0.4339,0.02
muonsam,1050,0.4012,0.02
muonsam,1100,0.4055,0.02
muonsam,1150,0.4108,0.02
muonsam,1200,0.3728,0.02
muonsam,1250,0.3426,0.02
muonsam,1300,0.3395,0.02
muonsam,1350,0.3455,0.02
muonsam,1400,0.3281,0.02
muonsam,1450,0.3391,0.02
muonsam,1500,0.3397,0.02
muonsam,1550,0.3286,0.02
muonsam,1600,0.3041,0.02
muonsam,1650,0.2891,0.02
muonsam,1700,0.2865,0.02
muonsam,1750,0.2825,0.02
muonsam,1800,0.2967,0.02
muonsam,1850,0.2958,0.02
muonsam,1900,0.2817,0.02
muonsam,1950,0.2902,0.02
muonsam,2000,0.2486,0.02
muonsam,2050,0.2361,0.02
muonsam,2100,0.2440,0.02
muonsam,2150,0.2387,0.02
muonsam,2200,0.2408,0.02
muonsam,2250,0.2622,0.02
muonsam,2300,0.2498,0.02
muonsam,2350,0.2567,0.02
muonsam,2400,0.1927,0.02
muonsam,2450,0.2082,0.02
muonsam,2500,0.2176,0.02
muonsam,2550,0.2136,0.02
muonsam,2600,0.2266,0.02
muonsam,2650,0.2225,0.02
muonsam,2700,0.2229,0.02
muonsam,2750,0.2068,0.02
muonsam,2800,0.1806,0.02
muonsam,2850,0.1684,0.02
muonsam,2900,0.1862,0.02
muonsam,2950,0.1824,0.02
muonsam,3000,0.1896,0.02
muonsam,3050,0.1958,0.02
muonsam,3100,0.1864,0.02
muonsam,3150,0.1948,0.02
muonsam,3200,0.1602,0.02
muonsam,3250,0.1776,0.02
muonsam,3300,0.1659,0.02
muonsam,3350,0.1594,0.02
muonsam,3400,0.1762,0.02
muonsam,3450,0.1635,0.02
muonsam,3500,0.1802,0.02
muonsam,3550,0.1530,0.02
muonsam,3600,0.1597,0.02
muonsam,3650,0.1379,0.02
muonsam,3700,0.1373,0.02
muonsam,3750,0.1631,0.02
muonsam,3800,0.1470,0.02
muonsam,3850,0.1504,0.02
muonsam,3900,0.1573,0.02
muonsam,3950,0.1325,0.02
muonsam,4000,0.1338,0.02
muonsam,4050,0.1288,0.02
muonsam,4100,0.1415,0.02
muonsam,4150,0.1330,0.02
muonsam,4200,0.1300,0.02
muonsam,4250,0.1359,0.02
muonsam,4300,0.1450,0.02
muonsam,4350,0.1138,0.02
muonsam,4400,0.1140,0.02
muonsam,4450,0.1319,0.02
muonsam,4500,0.1231,0.02
muonsam,4550,0.1299,0.02
muonsam,4600,0.1183,0.02
muonsam,4650,0.1206,0.02
muonsam,4700,0.1325,0.02
muonsam,4750,0.1045,0.02
muonsam,4800,0.1188,0.02
muonsam,4850,0.1119,0.02
muonsam,4900,0.1176,0.02
muonsam,4950,0.1052,0.02
muonsam,5000,0.1209,0.02
muonsam,5050,0.1162,0.02
muonsam,5100,0.1072,0.02
muonsam,5150,0.0962,0.02
muonsam,5200,0.0964,0.02
muonsam,5250,0.1116,0.02
muonsam,5300,0.1064,0.02
muonsam,5350,0.1011,0.02
muonsam,5400,0.1004,0.02
muonsam,5450,0.1076,0.02
muonsam,5500,0.0968,0.02
muonsam,5550,0.0892,0.02
muonsam,5600,0.0955,0.02
muonsam,5650,0.0925,0.02
