# dataset=cifar10 px=32 epochs=50 seed=2 batch=128 wd=0.0005 rho_max=0.2 rho_aux=0.01 torch=2.10.0+cu128
optimizer,epoch,train_loss,test_acc,test_loss,time_s,lr
muonsam,1,1.0451,75.39,0.7341,69.2,0.02
muonsam,2,0.5487,83.15,0.5005,138.4,0.02
muonsam,3,0.4187,85.05,0.4470,207.5,0.02
muonsam,4,0.3439,86.83,0.4011,276.7,0.02
muonsam,5,0.2862,88.99,0.3423,345.8,0.02
muonsam,6,0.2460,89.19,0.3463,415.1,0.02
muonsam,7,0.2141,88.61,0.3692,484.0,0.02
muonsam,8,0.1880,90.26,0.3201,553.3,0.02
muonsam,9,0.1674,90.62,0.3073,622.6,0.02
muonsam,10,0.1512,89.54,0.3740,691.8,0.02
muonsam,11,0.1347,91.02,0.3176,761.2,0.02
muonsam,12,0.1231,90.97,0.3341,830.3,0.02
muonsam,13,0.1103,91.20,0.3286,899.4,0.02
muonsam,14,0.1061,91.83,0.2873,968.9,0.02
muonsam,15,0.0927,91.38,0.3208,1038.3,0.02
muonsam,16,0.0864,91.79,0.2578,1143.0,0.02
muonsam,17,0.0888,92.82,0.2167,1248.0,0.02
muonsam,18,0.0885,93.00,0.2111,1352.9,0.02
muonsam,19,0.0793,93.28,0.2062,1457.7,0.02
muonsam,20,0.0780,92.74,0.2253,1562.7,0.02
muonsam,21,0.0728,92.88,0.2149,1667.6,0.02
muonsam,22,0.0684,93.01,0.2117,1772.6,0.02
muonsam,23,0.0649,93.26,0.2167,1877.9,0.02
muonsam,24,0.0666,93.10,0.2143,1983.1,0.02
muonsam,25,0.0617,93.84,0.1952,2088.5,0.02
muonsam,26,0.0560,93.47,0.2039,2193.8,0.02
muonsam,27,0.0561,93.30,0.2087,2298.9,0.02
muonsam,28,0.0540,93.67,0.1958,2404.2,0.02
muonsam,29,0.0512,93.50,0.1970,2509.3,0.02
muonsam,30,0.0505,93.52,0.2009,2614.6,0.02
muonsam,31,0.0498,93.88,0.1948,2720.5,0.02
muonsam,32,0.0481,93.76,0.1919,2826.4,0.02
muonsam,33,0.0444,94.02,0.1960,2932.2,0.02
muonsam,34,0.0440,93.59,0.1969,3038.2,0.02
muonsam,35,0.0415,94.11,0.1866,3144.3,0.02
muonsam,36,0.0404,94.14,0.1886,3250.2,0.02
muonsam,37,0.0406,93.79,0.1971,3356.0,0.02
muonsam,38,0.0403,93.92,0.1959,3461.5,0.02
muonsam,39,0.0365,93.78,0.2125,3566.8,0.02
muonsam,40,0.0362,94.05,0.1937,3671.9,0.02
muonsam,41,0.0356,94.22,0.1914,3777.0,0.02
muonsam,42,0.0335,94.39,0.1858,3882.2,0.02
muonsam,43,0.0320,93.69,0.2088,3987.2,0.02
muonsam,44,0.0304,94.14,0.1913,4092.3,0.02
muonsam,45,0.0309,94.15,0.1980,4197.4,0.02
muonsam,46,0.0297,94.20,0.1882,4302.4,0.02
muonsam,47,0.0277,94.25,0.1871,4407.4,0.02
muonsam,48,0.0269,94.15,0.1973,4512.4,0.02
muonsam,49,0.0289,94.08,0.1881,4617.4,0.02
muonsam,50,0.0258,94.47,0.1849,4722.5,0.02
