# dataset=cifar10 px=32 epochs=50 seed=2 batch=128 wd=0.0005 rho_max=0.1 rho_aux=0.01 torch=2.10.0+cu128
optimizer,epoch,train_loss,test_acc,test_loss,time_s,lr
muonsam,1,1.0429,75.65,0.7397,64.0,0.02
muonsam,2,0.5524,82.28,0.5370,128.8,0.02
muonsam,3,0.4158,85.60,0.4438,195.2,0.02
muonsam,4,0.3429,87.64,0.3810,262.6,0.02
muonsam,5,0.2851,88.97,0.3453,330.9,0.02
muonsam,6,0.2456,88.26,0.3634,399.5,0.02
muonsam,7,0.2146,88.58,0.3569,468.3,0.02
muonsam,8,0.1881,90.06,0.3136,537.2,0.02
muonsam,9,0.1671,90.54,0.3100,606.1,0.02
muonsam,10,0.1519,90.96,0.2951,675.2,0.02
muonsam,11,0.1356,91.14,0.3174,744.5,0.02
muonsam,12,0.1221,91.11,0.3180,813.6,0.02
muonsam,13,0.1130,91.53,0.3061,882.8,0.02
muonsam,14,0.1064,91.83,0.2883,951.7,0.02
muonsam,15,0.0902,91.57,0.3216,1021.0,0.02
muonsam,16,0.0862,91.91,0.2512,1126.1,0.02
muonsam,17,0.0867,92.73,0.2300,1232.1,0.02
muonsam,18,0.0841,93.04,0.2152,1338.0,0.02
muonsam,19,0.0758,93.13,0.2215,1443.8,0.02
muonsam,20,0.0744,92.83,0.2206,1549.8,0.02
muonsam,21,0.0700,93.20,0.2174,1655.8,0.02
muonsam,22,0.0645,93.28,0.2109,1761.7,0.02
muonsam,23,0.0607,92.94,0.2296,1867.5,0.02
muonsam,24,0.0607,92.91,0.2248,1973.2,0.02
muonsam,25,0.0575,93.82,0.1980,2078.7,0.02
muonsam,26,0.0544,93.41,0.2031,2183.9,0.02
muonsam,27,0.0540,93.45,0.2032,2289.1,0.02
muonsam,28,0.0502,93.67,0.1963,2394.2,0.02
muonsam,29,0.0466,93.45,0.2041,2499.4,0.02
muonsam,30,0.0475,93.54,0.2020,2604.7,0.02
muonsam,31,0.0450,93.66,0.2002,2709.8,0.02
muonsam,32,0.0443,93.90,0.2066,2815.1,0.02
muonsam,33,0.0404,94.02,0.1953,2920.1,0.02
muonsam,34,0.0387,93.45,0.2105,3025.4,0.02
muonsam,35,0.0383,93.79,0.1949,3130.5,0.02
muonsam,36,0.0368,93.86,0.1967,3235.3,0.02
muonsam,37,0.0369,93.98,0.1873,3340.3,0.02
muonsam,38,0.0354,94.18,0.1923,3445.4,0.02
muonsam,39,0.0339,93.81,0.2067,3550.2,0.02
muonsam,40,0.0320,94.32,0.1820,3655.3,0.02
muonsam,41,0.0327,93.78,0.2012,3760.3,0.02
muonsam,42,0.0292,93.97,0.1941,3865.2,0.02
muonsam,43,0.0300,93.83,0.1977,3970.1,0.02
muonsam,44,0.0290,93.89,0.1923,4074.9,0.02
muonsam,45,0.0298,94.47,0.1790,4179.9,0.02
muonsam,46,0.0276,94.43,0.1809,4284.7,0.02
muonsam,47,0.0264,94.07,0.1891,4389.7,0.02
muonsam,48,0.0254,94.23,0.1803,4494.5,0.02
muonsam,49,0.0248,94.22,0.1935,4599.2,0.02
muonsam,50,0.0255,94.42,0.1736,4703.9,0.02
