# dataset=cifar10 px=32 epochs=50 seed=0 batch=128 wd=0.0005 rho_max=0.2 rho_aux=0.01 torch=2.10.0+cu128
optimizer,epoch,train_loss,test_acc,test_loss,time_s,lr
muonsam,1,1.0366,73.90,0.7972,72.4,0.02
muonsam,2,0.5497,82.88,0.5009,144.5,0.02
muonsam,3,0.4176,84.21,0.4788,217.0,0.02
muonsam,4,0.3451,86.15,0.4359,289.1,0.02
muonsam,5,0.2889,89.19,0.3430,361.4,0.02
muonsam,6,0.2454,89.72,0.3186,433.9,0.02
muonsam,7,0.2175,89.47,0.3344,506.3,0.02
muonsam,8,0.1924,90.22,0.3099,578.6,0.02
muonsam,9,0.1691,90.17,0.3138,651.0,0.02
muonsam,10,0.1486,91.11,0.2969,723.4,0.02
muonsam,11,0.1358,91.05,0.3018,795.9,0.02
muonsam,12,0.1243,91.67,0.2869,868.4,0.02
muonsam,13,0.1099,90.87,0.3241,940.8,0.02
muonsam,14,0.1050,90.92,0.3217,1013.2,0.02
muonsam,15,0.0981,91.70,0.3056,1085.5,0.02
muonsam,16,0.0841,92.72,0.2230,1194.4,0.02
muonsam,17,0.0925,93.18,0.2107,1303.4,0.02
muonsam,18,0.0867,93.23,0.2141,1412.2,0.02
muonsam,19,0.0816,93.26,0.2145,1521.2,0.02
muonsam,20,0.0778,93.07,0.2148,1630.4,0.02
muonsam,21,0.0730,92.88,0.2168,1739.3,0.02
muonsam,22,0.0743,93.13,0.2117,1848.1,0.02
muonsam,23,0.0716,93.04,0.2174,1957.0,0.02
muonsam,24,0.0641,93.52,0.2046,2066.0,0.02
muonsam,25,0.0617,93.62,0.1960,2175.0,0.02
muonsam,26,0.0577,93.50,0.1975,2284.1,0.02
muonsam,27,0.0557,93.63,0.1969,2392.7,0.02
muonsam,28,0.0526,93.98,0.1907,2501.5,0.02
muonsam,29,0.0537,93.54,0.2000,2610.3,0.02
muonsam,30,0.0495,93.86,0.1925,2719.2,0.02
muonsam,31,0.0492,93.73,0.1988,2828.2,0.02
muonsam,32,0.0476,93.95,0.1943,2937.0,0.02
muonsam,33,0.0435,93.84,0.2038,3045.8,0.02
muonsam,34,0.0436,93.85,0.1861,3154.5,0.02
muonsam,35,0.0426,93.72,0.2025,3263.2,0.02
muonsam,36,0.0422,94.22,0.1847,3371.8,0.02
muonsam,37,0.0415,94.07,0.1884,3480.6,0.02
muonsam,38,0.0410,93.89,0.1913,3589.1,0.02
muonsam,39,0.0380,94.21,0.1880,3697.8,0.02
muonsam,40,0.0369,94.49,0.1779,3806.6,0.02
muonsam,41,0.0356,94.27,0.1826,3915.2,0.02
muonsam,42,0.0346,94.17,0.1876,4023.7,0.02
muonsam,43,0.0346,94.11,0.1798,4132.4,0.02
muonsam,44,0.0336,94.16,0.1866,4240.9,0.02
muonsam,45,0.0331,94.12,0.1996,4349.5,0.02
muonsam,46,0.0317,94.18,0.1882,4458.0,0.02
muonsam,47,0.0297,94.33,0.1874,4566.6,0.02
muonsam,48,0.0299,94.25,0.1865,4675.2,0.02
muonsam,49,0.0261,94.43,0.1891,4783.6,0.02
muonsam,50,0.0258,94.31,0.1917,4892.2,0.02
