# train_loss is the mean over the preceding 50 batches
optimizer,step,train_loss,lr
muonsam,50,4.2625,0.02
muonsam,100,3.7109,0.02
muonsam,150,3.3546,0.02
muonsam,200,3.0508,0.02
muonsam,250,2.7838,0.02
muonsam,300,2.6029,0.02
muonsam,350,2.4446,0.02
muonsam,400,2.3000,0.02
muonsam,450,2.0942,0.02
muonsam,500,2.0212,0.02
muonsam,550,1.9401,0.02
muonsam,600,1.9045,0.02
muonsam,650,1.7967,0.02
muonsam,700,1.7977,0.02
muonsam,750,1.7970,0.02
muonsam,800,1.6235,0.02
muonsam,850,1.5389,0.02
muonsam,900,1.5152,0.02
muonsam,950,1.4612,0.02
muonsam,1000,1.4402,0.02
muonsam,1050,1.4713,0.02
muonsam,1100,1.4473,0.02
muonsam,1150,1.4391,0.02
muonsam,1200,1.2965,0.02
muonsam,1250,1.2493,0.02
muonsam,1300,1.2373,0.02
muonsam,1350,1.2452,0.02
muonsam,1400,1.2247,0.02
muonsam,1450,1.2082,0.02
muonsam,1500,1.2313,0.02
muonsam,1550,1.2224,0.02
muonsam,1600,1.0647,0.02
muonsam,1650,1.0024,0.02
muonsam,1700,1.0013,0.02
muonsam,1750,1.0331,0.02
muonsam,1800,1.0054,0.02
muonsam,1850,1.0354,0.02
muonsam,1900,1.0660,0.02
muonsam,1950,1.0570,0.02
muonsam,2000,0.8738,0.02
muonsam,2050,0.8424,0.02
muonsam,2100,0.8706,0.02
muonsam,2150,0.8940,0.02
muonsam,2200,0.9154,0.02
muonsam,2250,0.9191,0.02
muonsam,2300,0.9114,0.02
muonsam,2350,0.8999,0.02
muonsam,2400,0.7051,0.02
muonsam,2450,0.7228,0.02
muonsam,2500,0.7557,0.02
muonsam,2550,0.7268,0.02
muonsam,2600,0.7711,0.02
muonsam,2650,0.7906,0.02
muonsam,2700,0.7802,0.02
muonsam,2750,0.7592,0.02
muonsam,2800,0.6110,0.02
muonsam,2850,0.6370,0.02
muonsam,2900,0.6406,0.02
muonsam,2950,0.6542,0.02
muonsam,3000,0.6821,0.02
muonsam,3050,0.6753,0.02
muonsam,3100,0.6768,0.02
muonsam,3150,0.6094,0.02
muonsam,3200,0.5218,0.02
muonsam,3250,0.5320,0.02
muonsam,3300,0.5468,0.02
muonsam,3350,0.5735,0.02
muonsam,3400,0.5680,0.02
muonsam,3450,0.5949,0.02
muonsam,3500,0.6055,0.02
muonsam,3550,0.5200,0.02
