# train_loss is the mean over the preceding 50 batches
optimizer,step,train_loss,lr
muonsam,50,4.2657,0.02
muonsam,100,3.7411,0.02
muonsam,150,3.3791,0.02
muonsam,200,3.0887,0.02
muonsam,250,2.8295,0.02
muonsam,300,2.6039,0.02
muonsam,350,2.4714,0.02
muonsam,400,2.3090,0.02
muonsam,450,2.1201,0.02
muonsam,500,2.0356,0.02
muonsam,550,1.9221,0.02
muonsam,600,1.9107,0.02
muonsam,650,1.7944,0.02
muonsam,700,1.8066,0.02
muonsam,750,1.7817,0.02
muonsam,800,1.6229,0.02
muonsam,850,1.5303,0.02
muonsam,900,1.5318,0.02
muonsam,950,1.4773,0.02
muonsam,1000,1.4476,0.02
muonsam,1050,1.4703,0.02
muonsam,1100,1.4602,0.02
muonsam,1150,1.4384,0.02
muonsam,1200,1.2877,0.02
muonsam,1250,1.2265,0.02
muonsam,1300,1.2521,0.02
muonsam,1350,1.2548,0.02
muonsam,1400,1.2304,0.02
muonsam,1450,1.2067,0.02
muonsam,1500,1.2409,0.02
muonsam,1550,1.2163,0.02
muonsam,1600,1.0569,0.02
muonsam,1650,1.0179,0.02
muonsam,1700,1.0080,0.02
muonsam,1750,1.0305,0.02
muonsam,1800,1.0035,0.02
muonsam,1850,1.0487,0.02
muonsam,1900,1.0609,0.02
muonsam,1950,1.0646,0.02
muonsam,2000,0.8713,0.02
muonsam,2050,0.8440,0.02
muonsam,2100,0.8867,0.02
muonsam,2150,0.8951,0.02
muonsam,2200,0.9234,0.02
muonsam,2250,0.9112,0.02
muonsam,2300,0.9182,0.02
muonsam,2350,0.9139,0.02
muonsam,2400,0.7028,0.02
muonsam,2450,0.7132,0.02
muonsam,2500,0.7580,0.02
muonsam,2550,0.7277,0.02
muonsam,2600,0.7680,0.02
muonsam,2650,0.8055,0.02
muonsam,2700,0.8024,0.02
muonsam,2750,0.7518,0.02
muonsam,2800,0.6078,0.02
muonsam,2850,0.6338,0.02
muonsam,2900,0.6411,0.02
muonsam,2950,0.6676,0.02
muonsam,3000,0.6843,0.02
muonsam,3050,0.6632,0.02
muonsam,3100,0.6651,0.02
muonsam,3150,0.6253,0.02
muonsam,3200,0.5254,0.02
muonsam,3250,0.5418,0.02
muonsam,3300,0.5629,0.02
muonsam,3350,0.5725,0.02
muonsam,3400,0.5552,0.02
muonsam,3450,0.5922,0.02
muonsam,3500,0.6151,0.02
muonsam,3550,0.5218,0.02
muonsam,3600,0.4481,0.02
muonsam,3650,0.4780,0.02
muonsam,3700,0.4788,0.02
muonsam,3750,0.4987,0.02
muonsam,3800,0.4940,0.02
muonsam,3850,0.5377,0.02
muonsam,3900,0.5395,0.02
muonsam,3950,0.3933,0.02
muonsam,4000,0.3911,0.02
muonsam,4050,0.3863,0.02
muonsam,4100,0.4188,0.02
muonsam,4150,0.4256,0.02
muonsam,4200,0.4328,0.02
muonsam,4250,0.4479,0.02
muonsam,4300,0.4459,0.02
muonsam,4350,0.3300,0.02
muonsam,4400,0.3398,0.02
muonsam,4450,0.3638,0.02
muonsam,4500,0.3562,0.02
muonsam,4550,0.3740,0.02
muonsam,4600,0.3884,0.02
muonsam,4650,0.4095,0.02
muonsam,4700,0.4079,0.02
muonsam,4750,0.2843,0.02
muonsam,4800,0.3107,0.02
muonsam,4850,0.3288,0.02
muonsam,4900,0.3313,0.02
muonsam,4950,0.3559,0.02
muonsam,5000,0.3381,0.02
muonsam,5050,0.3578,0.02
muonsam,5100,0.3339,0.02
muonsam,5150,0.2709,0.02
muonsam,5200,0.2735,0.02
muonsam,5250,0.2996,0.02
muonsam,5300,0.3049,0.02
muonsam,5350,0.3125,0.02
muonsam,5400,0.2942,0.02
muonsam,5450,0.3137,0.02
muonsam,5500,0.2826,0.02
muonsam,5550,0.2402,0.02
muonsam,5600,0.2560,0.02
muonsam,5650,0.2596,0.02
muonsam,5700,0.2599,0.02
muonsam,5750,0.2706,0.02
muonsam,5800,0.2837,0.02
muonsam,5850,0.2875,0.02
muonsam,5900,0.2444,0.02
muonsam,5950,0.2341,0.02
muonsam,6000,0.2182,0.02
