# train_loss is the mean over the preceding 50 batches
optimizer,step,train_loss,lr
adamw,50,1.8618,0.001
adamw,100,1.4464,0.001
adamw,150,1.2602,0.001
adamw,200,1.1486,0.001
adamw,250,1.0362,0.001
adamw,300,1.0361,0.001
adamw,350,0.9264,0.001
adamw,400,0.8690,0.001
adamw,450,0.8972,0.001
adamw,500,0.8203,0.001
adamw,550,0.7843,0.001
adamw,600,0.7268,0.001
adamw,650,0.7508,0.001
adamw,700,0.7130,0.001
adamw,750,0.6696,0.001
adamw,800,0.6274,0.001
adamw,850,0.6100,0.001
adamw,900,0.6050,0.001
adamw,950,0.6037,0.001
adamw,1000,0.5850,0.001
adamw,1050,0.5622,0.001
adamw,1100,0.5458,0.001
adamw,1150,0.5063,0.001
adamw,1200,0.5243,0.001
adamw,1250,0.5226,0.001
adamw,1300,0.4714,0.001
adamw,1350,0.4792,0.001
adamw,1400,0.4949,0.001
adamw,1450,0.4410,0.001
adamw,1500,0.4667,0.001
adamw,1550,0.4527,0.001
adamw,1600,0.4224,0.001
adamw,1650,0.3948,0.001
adamw,1700,0.4183,0.001
adamw,1750,0.3968,0.001
adamw,1800,0.3681,0.001
adamw,1850,0.3901,0.001
adamw,1900,0.3793,0.001
adamw,1950,0.3522,0.001
adamw,2000,0.3431,0.001
adamw,2050,0.3451,0.001
adamw,2100,0.3466,0.001
adamw,2150,0.3344,0.001
adamw,2200,0.3142,0.001
adamw,2250,0.3176,0.001
adamw,2300,0.3391,0.001
adamw,2350,0.3076,0.001
adamw,2400,0.3076,0.001
adamw,2450,0.2801,0.001
adamw,2500,0.2835,0.001
adamw,2550,0.2906,0.001
adamw,2600,0.2767,0.001
adamw,2650,0.2584,0.001
adamw,2700,0.2574,0.001
adamw,2750,0.2844,0.001
adamw,2800,0.2476,0.001
adamw,2850,0.2529,0.001
adamw,2900,0.2270,0.001
adamw,2950,0.2380,0.001
adamw,3000,0.2530,0.001
adamw,3050,0.2485,0.001
adamw,3100,0.2279,0.001
adamw,3150,0.1951,0.001
adamw,3200,0.2504,0.001
adamw,3250,0.2065,0.001
adamw,3300,0.1895,0.001
adamw,3350,0.1813,0.001
adamw,3400,0.2093,0.001
adamw,3450,0.2183,0.001
adamw,3500,0.1982,0.001
adamw,3550,0.2181,0.001
adamw,3600,0.1732,0.001
adamw,3650,0.2114,0.001
adamw,3700,0.1946,0.001
muon,50,1.5762,0.02
muon,100,1.0492,0.02
muon,150,0.8737,0.02
muon,200,0.7547,0.02
muon,250,0.6462,0.02
muon,300,0.6129,0.02
muon,350,0.5150,0.02
muon,400,0.4955,0.02
muon,450,0.4715,0.02
muon,500,0.4170,0.02
muon,550,0.3771,0.02
muon,600,0.3358,0.02
muon,650,0.3235,0.02
muon,700,0.2950,0.02
muon,750,0.2892,0.02
muon,800,0.2557,0.02
muon,850,0.2298,0.02
muon,900,0.2352,0.02
muon,950,0.2429,0.02
muon,1000,0.2061,0.02
muon,1050,0.2072,0.02
muon,1100,0.1821,0.02
muon,1150,0.1708,0.02
