# dataset=cifar100 px=32 epochs=50 seed=2 batch=128 wd=0.0005 rho_max=1.6 rho_aux=0.01 torch=2.10.0+cu128
optimizer,epoch,train_loss,test_acc,test_loss,time_s,lr
muonsam,1,3.0709,38.81,2.3023,66.6,0.02
muonsam,2,1.8824,50.83,1.7781,133.0,0.02
muonsam,3,1.4648,58.43,1.4809,199.6,0.02
muonsam,4,1.2190,60.52,1.4510,266.2,0.02
muonsam,5,1.0336,62.27,1.3806,332.6,0.02
muonsam,6,0.8892,66.23,1.2345,399.2,0.02
muonsam,7,0.7526,65.43,1.3172,465.7,0.02
muonsam,8,0.6528,67.76,1.2394,532.3,0.02
muonsam,9,0.5672,67.66,1.2848,598.8,0.02
muonsam,10,0.4853,68.80,1.2713,665.3,0.02
muonsam,11,0.4216,68.96,1.2780,731.8,0.02
muonsam,12,0.3722,68.51,1.3667,798.4,0.02
muonsam,13,0.3291,69.25,1.3522,864.9,0.02
muonsam,14,0.2989,69.67,1.3862,931.4,0.02
muonsam,15,0.2636,69.90,1.4448,998.0,0.02
muonsam,16,0.2476,70.58,1.2431,1099.5,0.02
muonsam,17,0.2640,71.49,1.0648,1201.2,0.02
muonsam,18,0.3286,72.68,0.9647,1303.0,0.02
muonsam,19,0.4245,71.95,0.9643,1404.7,0.02
muonsam,20,0.5183,72.50,0.9893,1506.5,0.02
muonsam,21,0.5926,71.72,1.0103,1608.2,0.02
muonsam,22,0.6465,71.80,1.0333,1709.9,0.02
muonsam,23,0.6751,71.80,1.0516,1811.6,0.02
muonsam,24,0.6744,70.55,1.0645,1913.4,0.02
muonsam,25,0.6632,72.07,1.0418,2015.3,0.02
muonsam,26,0.6290,72.73,1.0154,2117.1,0.02
muonsam,27,0.5949,72.60,1.0304,2218.9,0.02
muonsam,28,0.5411,74.21,0.9956,2320.6,0.02
muonsam,29,0.4541,74.70,0.9301,2422.3,0.02
muonsam,30,0.3531,73.52,0.9570,2524.1,0.02
muonsam,31,0.2698,74.33,0.9562,2625.8,0.02
muonsam,32,0.2134,74.29,0.9683,2727.4,0.02
muonsam,33,0.1812,74.12,0.9878,2829.1,0.02
muonsam,34,0.1621,73.97,1.0708,2930.9,0.02
muonsam,35,0.1457,73.49,1.0852,3032.6,0.02
muonsam,36,0.1381,74.34,1.1173,3134.3,0.02
muonsam,37,0.1321,73.64,1.1494,3236.1,0.02
muonsam,38,0.1225,74.10,1.1879,3337.8,0.02
muonsam,39,0.1179,73.76,1.2637,3439.4,0.02
muonsam,40,0.1148,73.50,1.2217,3541.3,0.02
muonsam,41,0.1118,73.76,1.2227,3642.9,0.02
muonsam,42,0.1070,73.93,1.2236,3744.5,0.02
muonsam,43,0.1021,73.75,1.2423,3846.1,0.02
muonsam,44,0.1000,73.79,1.3230,3947.9,0.02
muonsam,45,0.0957,74.08,1.2186,4049.6,0.02
muonsam,46,0.0916,73.91,1.2480,4151.3,0.02
muonsam,47,0.0911,74.27,1.3031,4253.0,0.02
muonsam,48,0.0901,73.69,1.3371,4354.6,0.02
muonsam,49,0.0853,74.13,1.3859,4456.3,0.02
muonsam,50,0.0838,73.51,1.4740,4558.0,0.02
