# dataset=cifar100 px=32 epochs=50 seed=2 batch=128 wd=0.0005 rho_max=0.05 rho_aux=0.01 torch=2.10.0+cu128
optimizer,epoch,train_loss,test_acc,test_loss,time_s,lr
muonsam,1,3.0419,41.27,2.2410,70.5,0.02
muonsam,2,1.8685,51.53,1.7700,141.1,0.02
muonsam,3,1.4562,58.81,1.4880,211.6,0.02
muonsam,4,1.2154,61.73,1.3691,282.1,0.02
muonsam,5,1.0255,63.28,1.3460,352.6,0.02
muonsam,6,0.8779,66.57,1.2084,423.2,0.02
muonsam,7,0.7501,66.47,1.2698,493.7,0.02
muonsam,8,0.6442,68.57,1.2084,564.3,0.02
muonsam,9,0.5677,68.42,1.2239,634.9,0.02
muonsam,10,0.4782,69.01,1.2746,705.4,0.02
muonsam,11,0.4215,69.43,1.2506,776.0,0.02
muonsam,12,0.3657,68.58,1.3716,846.5,0.02
muonsam,13,0.3277,70.17,1.3040,917.1,0.02
muonsam,14,0.2923,69.26,1.3882,987.5,0.02
muonsam,15,0.2642,70.16,1.3974,1058.1,0.02
muonsam,16,0.2419,70.56,1.2876,1164.2,0.02
muonsam,17,0.2159,70.71,1.2269,1270.6,0.02
muonsam,18,0.1930,70.85,1.2004,1377.2,0.02
muonsam,19,0.1760,72.24,1.1105,1483.6,0.02
muonsam,20,0.1638,71.83,1.0994,1590.3,0.02
muonsam,21,0.1494,72.75,1.0727,1696.9,0.02
muonsam,22,0.1369,73.47,1.0610,1803.5,0.02
muonsam,23,0.1286,72.69,1.0835,1910.0,0.02
muonsam,24,0.1226,72.57,1.0900,2016.4,0.02
muonsam,25,0.1119,73.68,1.0516,2123.0,0.02
muonsam,26,0.1035,73.18,1.0693,2229.4,0.02
muonsam,27,0.0989,72.86,1.0912,2335.8,0.02
muonsam,28,0.0930,73.09,1.0880,2442.2,0.02
muonsam,29,0.0883,73.19,1.0660,2548.5,0.02
muonsam,30,0.0848,73.54,1.0778,2654.9,0.02
muonsam,31,0.0765,73.29,1.0897,2761.3,0.02
muonsam,32,0.0757,73.44,1.0792,2867.6,0.02
muonsam,33,0.0711,73.73,1.0781,2974.1,0.02
muonsam,34,0.0671,73.72,1.0631,3080.5,0.02
muonsam,35,0.0620,73.69,1.0833,3187.1,0.02
muonsam,36,0.0605,73.70,1.0851,3293.4,0.02
muonsam,37,0.0586,74.22,1.0946,3399.9,0.02
muonsam,38,0.0567,73.74,1.0912,3506.2,0.02
muonsam,39,0.0545,73.96,1.0918,3612.7,0.02
muonsam,40,0.0504,74.13,1.0808,3719.3,0.02
muonsam,41,0.0497,74.19,1.0841,3825.7,0.02
muonsam,42,0.0488,74.31,1.1146,3932.1,0.02
muonsam,43,0.0492,73.41,1.1067,4038.6,0.02
muonsam,44,0.0456,73.64,1.1021,4145.1,0.02
muonsam,45,0.0443,74.23,1.0752,4251.7,0.02
muonsam,46,0.0426,73.53,1.1070,4358.0,0.02
muonsam,47,0.0407,74.02,1.0797,4464.4,0.02
muonsam,48,0.0395,74.44,1.0980,4570.7,0.02
muonsam,49,0.0402,74.08,1.0936,4677.1,0.02
muonsam,50,0.0375,74.21,1.1071,4783.5,0.02
