# dataset=cifar10 px=32 epochs=50 seed=0 batch=128 wd=0.0005 rho_max=0.8 rho_aux=0.01 torch=2.10.0+cu128
optimizer,epoch,train_loss,test_acc,test_loss,time_s,lr
muonsam,1,1.0385,73.90,0.7725,74.8,0.02
muonsam,2,0.5445,82.40,0.5287,149.4,0.02
muonsam,3,0.4149,85.25,0.4342,224.0,0.02
muonsam,4,0.3428,86.43,0.4264,298.4,0.02
muonsam,5,0.2842,89.18,0.3286,373.1,0.02
muonsam,6,0.2421,88.99,0.3418,447.9,0.02
muonsam,7,0.2135,90.03,0.3115,522.8,0.02
muonsam,8,0.1917,89.51,0.3327,597.7,0.02
muonsam,9,0.1687,90.69,0.2996,672.2,0.02
muonsam,10,0.1473,91.07,0.2909,746.8,0.02
muonsam,11,0.1348,91.10,0.3107,821.7,0.02
muonsam,12,0.1222,90.92,0.3222,896.5,0.02
muonsam,13,0.1093,90.57,0.3369,971.3,0.02
muonsam,14,0.1049,91.59,0.3021,1046.2,0.02
muonsam,15,0.0944,91.81,0.2970,1121.0,0.02
muonsam,16,0.0900,92.07,0.2385,1233.1,0.02
muonsam,17,0.1110,93.23,0.2112,1345.5,0.02
muonsam,18,0.1062,93.00,0.2175,1457.8,0.02
muonsam,19,0.1040,93.27,0.2118,1570.1,0.02
muonsam,20,0.0977,93.49,0.2101,1682.5,0.02
muonsam,21,0.0968,93.86,0.2000,1794.9,0.02
muonsam,22,0.0974,93.64,0.2091,1907.2,0.02
muonsam,23,0.0945,93.41,0.2109,2019.5,0.02
muonsam,24,0.0831,93.52,0.2140,2131.8,0.02
muonsam,25,0.0799,93.92,0.1997,2244.2,0.02
muonsam,26,0.0729,93.46,0.2128,2356.5,0.02
muonsam,27,0.0650,94.09,0.1941,2468.9,0.02
muonsam,28,0.0555,93.85,0.2039,2581.2,0.02
muonsam,29,0.0505,93.85,0.2063,2693.5,0.02
muonsam,30,0.0440,93.92,0.2051,2806.0,0.02
muonsam,31,0.0377,93.40,0.2320,2918.3,0.02
muonsam,32,0.0363,93.70,0.2373,3030.6,0.02
muonsam,33,0.0359,93.56,0.2313,3142.9,0.02
muonsam,34,0.0349,93.28,0.2537,3255.2,0.02
muonsam,35,0.0319,93.24,0.2624,3367.7,0.02
muonsam,36,0.0337,93.24,0.2481,3480.0,0.02
muonsam,37,0.0325,93.33,0.2742,3592.2,0.02
muonsam,38,0.0341,93.20,0.2721,3704.5,0.02
muonsam,39,0.0318,93.19,0.2557,3816.8,0.02
muonsam,40,0.0293,93.26,0.2994,3929.3,0.02
muonsam,41,0.0290,93.25,0.2821,4041.6,0.02
muonsam,42,0.0286,93.22,0.2921,4154.0,0.02
muonsam,43,0.0290,93.43,0.2932,4266.3,0.02
muonsam,44,0.0302,93.29,0.2859,4378.7,0.02
muonsam,45,0.0288,93.45,0.2663,4491.2,0.02
muonsam,46,0.0246,93.60,0.2853,4603.5,0.02
muonsam,47,0.0255,93.68,0.2513,4715.8,0.02
muonsam,48,0.0244,92.98,0.3126,4828.2,0.02
muonsam,49,0.0273,93.70,0.2672,4940.4,0.02
muonsam,50,0.0248,93.68,0.2619,5052.9,0.02
