# train_loss is the mean over the preceding 50 batches
optimizer,step,train_loss,lr
muonsam,50,1.5934,0.02
muonsam,100,1.0483,0.02
muonsam,150,0.8658,0.02
muonsam,200,0.7204,0.02
muonsam,250,0.6430,0.02
muonsam,300,0.5853,0.02
muonsam,350,0.5060,0.02
muonsam,400,0.4703,0.02
muonsam,450,0.4404,0.02
muonsam,500,0.3946,0.02
muonsam,550,0.3814,0.02
muonsam,600,0.3645,0.02
muonsam,650,0.3189,0.02
muonsam,700,0.3119,0.02
muonsam,750,0.2933,0.02
muonsam,800,0.2706,0.02
muonsam,850,0.2331,0.02
muonsam,900,0.2559,0.02
muonsam,950,0.2280,0.02
muonsam,1000,0.1963,0.02
muonsam,1050,0.2029,0.02
muonsam,1100,0.1771,0.02
muonsam,1150,0.1732,0.02
muonsam,1200,0.1885,0.02
muonsam,1250,0.2086,0.02
muonsam,1300,0.2468,0.02
muonsam,1350,0.3063,0.02
muonsam,1400,0.3463,0.02
muonsam,1450,0.3324,0.02
muonsam,1500,0.3673,0.02
muonsam,1550,0.3325,0.02
muonsam,1600,0.3192,0.02
muonsam,1650,0.3219,0.02
muonsam,1700,0.3145,0.02
muonsam,1750,0.3114,0.02
muonsam,1800,0.3071,0.02
muonsam,1850,0.3068,0.02
muonsam,1900,0.2455,0.02
muonsam,1950,0.2941,0.02
muonsam,2000,0.2495,0.02
muonsam,2050,0.2343,0.02
muonsam,2100,0.2487,0.02
muonsam,2150,0.2150,0.02
muonsam,2200,0.2010,0.02
muonsam,2250,0.1951,0.02
muonsam,2300,0.1735,0.02
muonsam,2350,0.1433,0.02
muonsam,2400,0.1403,0.02
muonsam,2450,0.1415,0.02
muonsam,2500,0.1234,0.02
muonsam,2550,0.1160,0.02
muonsam,2600,0.1089,0.02
muonsam,2650,0.1061,0.02
muonsam,2700,0.0949,0.02
muonsam,2750,0.0865,0.02
muonsam,2800,0.0818,0.02
muonsam,2850,0.0879,0.02
muonsam,2900,0.0772,0.02
muonsam,2950,0.0835,0.02
muonsam,3000,0.0812,0.02
muonsam,3050,0.0646,0.02
muonsam,3100,0.0747,0.02
muonsam,3150,0.0704,0.02
muonsam,3200,0.0700,0.02
muonsam,3250,0.0668,0.02
muonsam,3300,0.0632,0.02
muonsam,3350,0.0629,0.02
muonsam,3400,0.0630,0.02
muonsam,3450,0.0626,0.02
muonsam,3500,0.0660,0.02
muonsam,3550,0.0556,0.02
muonsam,3600,0.0522,0.02
muonsam,3650,0.0609,0.02
muonsam,3700,0.0542,0.02
