# dataset=cifar100 px=32 epochs=50 seed=1 batch=128 wd=0.0005 rho_max=0.05 rho_aux=0.01 torch=2.10.0+cu128
optimizer,epoch,train_loss,test_acc,test_loss,time_s,lr
muonsam,1,3.0792,38.61,2.3382,71.6,0.02
muonsam,2,1.8973,51.34,1.8222,143.0,0.02
muonsam,3,1.4711,56.41,1.6112,214.5,0.02
muonsam,4,1.2220,61.57,1.3818,286.2,0.02
muonsam,5,1.0333,62.30,1.4125,358.0,0.02
muonsam,6,0.8853,64.92,1.3112,429.4,0.02
muonsam,7,0.7581,67.00,1.2559,500.9,0.02
muonsam,8,0.6553,67.62,1.2262,572.5,0.02
muonsam,9,0.5669,67.29,1.3039,644.1,0.02
muonsam,10,0.4873,68.05,1.3203,715.8,0.02
muonsam,11,0.4254,68.92,1.3150,787.5,0.02
muonsam,12,0.3667,69.70,1.3065,859.0,0.02
muonsam,13,0.3283,68.69,1.3827,930.4,0.02
muonsam,14,0.2958,69.16,1.3889,1001.8,0.02
muonsam,15,0.2622,69.41,1.4312,1073.3,0.02
muonsam,16,0.2425,69.55,1.3395,1181.2,0.02
muonsam,17,0.2158,71.07,1.2231,1289.3,0.02
muonsam,18,0.1878,70.70,1.2278,1397.4,0.02
muonsam,19,0.1778,70.89,1.1874,1505.5,0.02
muonsam,20,0.1614,71.88,1.1281,1613.6,0.02
muonsam,21,0.1522,72.22,1.0969,1721.7,0.02
muonsam,22,0.1406,72.72,1.0704,1829.7,0.02
muonsam,23,0.1321,72.36,1.0841,1937.8,0.02
muonsam,24,0.1206,72.05,1.1266,2045.7,0.02
muonsam,25,0.1154,72.38,1.0997,2153.9,0.02
muonsam,26,0.1040,72.71,1.0991,2261.8,0.02
muonsam,27,0.0990,72.55,1.0799,2369.9,0.02
muonsam,28,0.0927,72.44,1.0916,2478.0,0.02
muonsam,29,0.0890,72.36,1.1286,2586.0,0.02
muonsam,30,0.0816,72.31,1.1210,2694.0,0.02
muonsam,31,0.0773,73.55,1.1069,2802.2,0.02
muonsam,32,0.0740,73.30,1.1057,2910.1,0.02
muonsam,33,0.0705,73.75,1.0830,3018.1,0.02
muonsam,34,0.0666,73.72,1.1024,3126.0,0.02
muonsam,35,0.0620,73.38,1.1087,3234.0,0.02
muonsam,36,0.0583,73.07,1.1249,3341.9,0.02
muonsam,37,0.0574,72.80,1.1337,3449.9,0.02
muonsam,38,0.0568,72.87,1.1143,3557.8,0.02
muonsam,39,0.0548,73.11,1.1465,3665.9,0.02
muonsam,40,0.0505,73.32,1.1317,3774.3,0.02
muonsam,41,0.0526,73.28,1.1259,3882.3,0.02
muonsam,42,0.0507,73.65,1.1191,3990.6,0.02
muonsam,43,0.0455,73.61,1.1148,4098.8,0.02
muonsam,44,0.0450,73.21,1.1188,4206.8,0.02
muonsam,45,0.0449,73.37,1.0986,4315.3,0.02
muonsam,46,0.0428,73.26,1.1158,4423.3,0.02
muonsam,47,0.0404,73.66,1.0972,4531.5,0.02
muonsam,48,0.0401,73.65,1.0995,4639.6,0.02
muonsam,49,0.0388,73.71,1.0985,4747.7,0.02
muonsam,50,0.0387,74.19,1.0866,4855.8,0.02
