# train_loss is the mean over the preceding 50 batches
optimizer,step,train_loss,lr
muonsam_nomom,50,1.6129,0.02
muonsam_nomom,100,1.1230,0.02
muonsam_nomom,150,0.9351,0.02
muonsam_nomom,200,0.8254,0.02
muonsam_nomom,250,0.7396,0.02
muonsam_nomom,300,0.6822,0.02
muonsam_nomom,350,0.6032,0.02
muonsam_nomom,400,0.5777,0.02
muonsam_nomom,450,0.5213,0.02
muonsam_nomom,500,0.4964,0.02
muonsam_nomom,550,0.4627,0.02
muonsam_nomom,600,0.4545,0.02
muonsam_nomom,650,0.4074,0.02
muonsam_nomom,700,0.3826,0.02
muonsam_nomom,750,0.3599,0.02
muonsam_nomom,800,0.3552,0.02
muonsam_nomom,850,0.3118,0.02
muonsam_nomom,900,0.3328,0.02
muonsam_nomom,950,0.2872,0.02
muonsam_nomom,1000,0.2796,0.02
muonsam_nomom,1050,0.2609,0.02
muonsam_nomom,1100,0.2505,0.02
muonsam_nomom,1150,0.2265,0.02
muonsam_nomom,1200,0.2588,0.02
muonsam_nomom,1250,0.2904,0.02
muonsam_nomom,1300,0.3110,0.02
muonsam_nomom,1350,0.3506,0.02
muonsam_nomom,1400,0.3579,0.02
muonsam_nomom,1450,0.3503,0.02
muonsam_nomom,1500,0.3579,0.02
muonsam_nomom,1550,0.3429,0.02
muonsam_nomom,1600,0.3251,0.02
muonsam_nomom,1650,0.3357,0.02
muonsam_nomom,1700,0.3322,0.02
muonsam_nomom,1750,0.3120,0.02
muonsam_nomom,1800,0.3088,0.02
muonsam_nomom,1850,0.3196,0.02
muonsam_nomom,1900,0.3050,0.02
muonsam_nomom,1950,0.2931,0.02
muonsam_nomom,2000,0.2930,0.02
muonsam_nomom,2050,0.2956,0.02
muonsam_nomom,2100,0.2799,0.02
muonsam_nomom,2150,0.2878,0.02
muonsam_nomom,2200,0.2794,0.02
muonsam_nomom,2250,0.2724,0.02
muonsam_nomom,2300,0.2741,0.02
muonsam_nomom,2350,0.2598,0.02
muonsam_nomom,2400,0.2829,0.02
muonsam_nomom,2450,0.2608,0.02
muonsam_nomom,2500,0.2547,0.02
muonsam_nomom,2550,0.2313,0.02
muonsam_nomom,2600,0.2558,0.02
muonsam_nomom,2650,0.2462,0.02
muonsam_nomom,2700,0.2338,0.02
muonsam_nomom,2750,0.2351,0.02
muonsam_nomom,2800,0.2532,0.02
muonsam_nomom,2850,0.2283,0.02
muonsam_nomom,2900,0.2404,0.02
muonsam_nomom,2950,0.2311,0.02
muonsam_nomom,3000,0.2112,0.02
muonsam_nomom,3050,0.2273,0.02
muonsam_nomom,3100,0.2195,0.02
muonsam_nomom,3150,0.2125,0.02
muonsam_nomom,3200,0.2317,0.02
muonsam_nomom,3250,0.1923,0.02
muonsam_nomom,3300,0.1959,0.02
muonsam_nomom,3350,0.2032,0.02
muonsam_nomom,3400,0.1962,0.02
muonsam_nomom,3450,0.2074,0.02
muonsam_nomom,3500,0.1971,0.02
muonsam_nomom,3550,0.2023,0.02
muonsam_nomom,3600,0.2074,0.02
muonsam_nomom,3650,0.1971,0.02
muonsam_nomom,3700,0.2029,0.02
muon_nomom,50,1.6122,0.02
muon_nomom,100,1.1213,0.02
muon_nomom,150,0.9309,0.02
muon_nomom,200,0.8280,0.02
muon_nomom,250,0.7366,0.02
muon_nomom,300,0.6824,0.02
muon_nomom,350,0.6080,0.02
muon_nomom,400,0.5768,0.02
muon_nomom,450,0.5225,0.02
muon_nomom,500,0.5068,0.02
muon_nomom,550,0.4708,0.02
muon_nomom,600,0.4628,0.02
muon_nomom,650,0.4087,0.02
muon_nomom,700,0.3821,0.02
muon_nomom,750,0.3622,0.02
muon_nomom,800,0.3584,0.02
muon_nomom,850,0.3234,0.02
muon_nomom,900,0.3275,0.02
muon_nomom,950,0.2848,0.02
muon_nomom,1000,0.2836,0.02
muon_nomom,1050,0.2634,0.02
muon_nomom,1100,0.2599,0.02
muon_nomom,1150,0.2238,0.02
muon_nomom,1200,0.2334,0.02
muon_nomom,1250,0.2217,0.02
muon_nomom,1300,0.1931,0.02
muon_nomom,1350,0.1978,0.02
muon_nomom,1400,0.1919,0.02
muon_nomom,1450,0.1874,0.02
muon_nomom,1500,0.1812,0.02
muon_nomom,1550,0.1712,0.02
muon_nomom,1600,0.1459,0.02
muon_nomom,1650,0.1501,0.02
muon_nomom,1700,0.1576,0.02
muon_nomom,1750,0.1418,0.02
muon_nomom,1800,0.1419,0.02
muon_nomom,1850,0.1310,0.02
muon_nomom,1900,0.1227,0.02
muon_nomom,1950,0.1110,0.02
muon_nomom,2000,0.1183,0.02
muon_nomom,2050,0.1178,0.02
muon_nomom,2100,0.1095,0.02
muon_nomom,2150,0.1135,0.02
muon_nomom,2200,0.1152,0.02
muon_nomom,2250,0.1033,0.02
muon_nomom,2300,0.1097,0.02
muon_nomom,2350,0.0986,0.02
muon_nomom,2400,0.1055,0.02
muon_nomom,2450,0.1047,0.02
muon_nomom,2500,0.0845,0.02
muon_nomom,2550,0.0982,0.02
muon_nomom,2600,0.1011,0.02
muon_nomom,2650,0.0924,0.02
muon_nomom,2700,0.0963,0.02
muon_nomom,2750,0.0886,0.02
muon_nomom,2800,0.0927,0.02
muon_nomom,2850,0.0841,0.02
muon_nomom,2900,0.0796,0.02
muon_nomom,2950,0.0805,0.02
muon_nomom,3000,0.0800,0.02
muon_nomom,3050,0.0879,0.02
muon_nomom,3100,0.0707,0.02
muon_nomom,3150,0.0763,0.02
muon_nomom,3200,0.0752,0.02
muon_nomom,3250,0.0720,0.02
muon_nomom,3300,0.0888,0.02
muon_nomom,3350,0.0795,0.02
muon_nomom,3400,0.0668,0.02
muon_nomom,3450,0.0637,0.02
muon_nomom,3500,0.0700,0.02
muon_nomom,3550,0.0617,0.02
muon_nomom,3600,0.0750,0.02
muon_nomom,3650,0.0656,0.02
muon_nomom,3700,0.0799,0.02
muon,50,1.5440,0.02
muon,100,1.0473,0.02
muon,150,0.8561,0.02
muon,200,0.7407,0.02
muon,250,0.6415,0.02
muon,300,0.5820,0.02
muon,350,0.5074,0.02
muon,400,0.4685,0.02
muon,450,0.4415,0.02
muon,500,0.4110,0.02
muon,550,0.3801,0.02
muon,600,0.3756,0.02
muon,650,0.3126,0.02
muon,700,0.2979,0.02
muon,750,0.2964,0.02
muon,800,0.2773,0.02
muon,850,0.2510,0.02
muon,900,0.2421,0.02
muon,950,0.2190,0.02
muon,1000,0.2039,0.02
muon,1050,0.1994,0.02
muon,1100,0.1967,0.02
muon,1150,0.1776,0.02
muon,1200,0.1875,0.02
muon,1250,0.1805,0.02
muon,1300,0.1478,0.02
muon,1350,0.1497,0.02
muon,1400,0.1488,0.02
muon,1450,0.1488,0.02
muon,1500,0.1436,0.02
muon,1550,0.1365,0.02
muon,1600,0.1279,0.02
muon,1650,0.1312,0.02
muon,1700,0.1238,0.02
muon,1750,0.1274,0.02
muon,1800,0.1113,0.02
muon,1850,0.1011,0.02
muon,1900,0.0944,0.02
muon,1950,0.0843,0.02
muon,2000,0.1033,0.02
muon,2050,0.0941,0.02
muon,2100,0.0921,0.02
muon,2150,0.1006,0.02
muon,2200,0.0953,0.02
muon,2250,0.0944,0.02
muon,2300,0.0853,0.02
muon,2350,0.0857,0.02
muon,2400,0.0792,0.02
muon,2450,0.0845,0.02
muon,2500,0.0815,0.02
muon,2550,0.0787,0.02
muon,2600,0.0727,0.02
muon,2650,0.0757,0.02
muon,2700,0.0770,0.02
muon,2750,0.0693,0.02
muon,2800,0.0731,0.02
muon,2850,0.0729,0.02
muon,2900,0.0692,0.02
muon,2950,0.0666,0.02
muon,3000,0.0621,0.02
muon,3050,0.0649,0.02
muon,3100,0.0624,0.02
muon,3150,0.0509,0.02
muon,3200,0.0703,0.02
muon,3250,0.0604,0.02
muon,3300,0.0566,0.02
muon,3350,0.0695,0.02
muon,3400,0.0554,0.02
muon,3450,0.0472,0.02
muon,3500,0.0539,0.02
muon,3550,0.0602,0.02
muon,3600,0.0553,0.02
muon,3650,0.0518,0.02
muon,3700,0.0656,0.02
muonsam,50,1.5461,0.02
muonsam,100,1.0785,0.02
muonsam,150,0.8616,0.02
muonsam,200,0.7531,0.02
muonsam,250,0.6440,0.02
muonsam,300,0.5838,0.02
muonsam,350,0.5030,0.02
muonsam,400,0.4646,0.02
muonsam,450,0.4391,0.02
muonsam,500,0.4098,0.02
muonsam,550,0.3767,0.02
muonsam,600,0.3783,0.02
muonsam,650,0.3058,0.02
muonsam,700,0.2956,0.02
muonsam,750,0.2907,0.02
muonsam,800,0.2783,0.02
muonsam,850,0.2497,0.02
muonsam,900,0.2401,0.02
muonsam,950,0.2307,0.02
muonsam,1000,0.2111,0.02
muonsam,1050,0.1892,0.02
muonsam,1100,0.1934,0.02
muonsam,1150,0.1759,0.02
muonsam,1200,0.1822,0.02
