# train_loss is the mean over the preceding 50 batches
optimizer,step,train_loss,lr
muonsam,50,4.2755,0.02
muonsam,100,3.7005,0.02
muonsam,150,3.3719,0.02
muonsam,200,3.0509,0.02
muonsam,250,2.7979,0.02
muonsam,300,2.5885,0.02
muonsam,350,2.3920,0.02
muonsam,400,2.2731,0.02
muonsam,450,2.0668,0.02
muonsam,500,2.0268,0.02
muonsam,550,1.9551,0.02
muonsam,600,1.8556,0.02
muonsam,650,1.8434,0.02
muonsam,700,1.7551,0.02
muonsam,750,1.7834,0.02
muonsam,800,1.6497,0.02
muonsam,850,1.4954,0.02
muonsam,900,1.5285,0.02
muonsam,950,1.4636,0.02
muonsam,1000,1.4740,0.02
muonsam,1050,1.4648,0.02
muonsam,1100,1.4569,0.02
muonsam,1150,1.3719,0.02
muonsam,1200,1.3221,0.02
muonsam,1250,1.1915,0.02
muonsam,1300,1.2277,0.02
muonsam,1350,1.1860,0.02
muonsam,1400,1.2540,0.02
muonsam,1450,1.2314,0.02
muonsam,1500,1.1958,0.02
muonsam,1550,1.2158,0.02
muonsam,1600,1.0759,0.02
muonsam,1650,1.0155,0.02
muonsam,1700,1.0137,0.02
muonsam,1750,1.0417,0.02
muonsam,1800,1.0295,0.02
muonsam,1850,1.0494,0.02
muonsam,1900,1.0265,0.02
muonsam,1950,1.0229,0.02
muonsam,2000,0.8666,0.02
muonsam,2050,0.8607,0.02
muonsam,2100,0.8430,0.02
muonsam,2150,0.8951,0.02
muonsam,2200,0.8771,0.02
muonsam,2250,0.9081,0.02
muonsam,2300,0.9194,0.02
muonsam,2350,0.8912,0.02
muonsam,2400,0.7158,0.02
muonsam,2450,0.7242,0.02
muonsam,2500,0.7394,0.02
muonsam,2550,0.7516,0.02
muonsam,2600,0.7792,0.02
muonsam,2650,0.7843,0.02
muonsam,2700,0.7965,0.02
muonsam,2750,0.7165,0.02
muonsam,2800,0.5992,0.02
muonsam,2850,0.6154,0.02
muonsam,2900,0.6552,0.02
muonsam,2950,0.6545,0.02
muonsam,3000,0.6714,0.02
muonsam,3050,0.6781,0.02
muonsam,3100,0.6899,0.02
muonsam,3150,0.6421,0.02
muonsam,3200,0.5209,0.02
muonsam,3250,0.5320,0.02
muonsam,3300,0.5460,0.02
muonsam,3350,0.5848,0.02
muonsam,3400,0.5770,0.02
muonsam,3450,0.5762,0.02
muonsam,3500,0.6043,0.02
muonsam,3550,0.5021,0.02
muonsam,3600,0.4229,0.02
muonsam,3650,0.4582,0.02
muonsam,3700,0.4896,0.02
muonsam,3750,0.4872,0.02
muonsam,3800,0.5093,0.02
muonsam,3850,0.4939,0.02
muonsam,3900,0.5235,0.02
muonsam,3950,0.3987,0.02
muonsam,4000,0.4137,0.02
muonsam,4050,0.4108,0.02
muonsam,4100,0.4041,0.02
muonsam,4150,0.4240,0.02
muonsam,4200,0.4377,0.02
muonsam,4250,0.4558,0.02
muonsam,4300,0.4726,0.02
muonsam,4350,0.3224,0.02
muonsam,4400,0.3414,0.02
muonsam,4450,0.3541,0.02
muonsam,4500,0.3648,0.02
muonsam,4550,0.3687,0.02
muonsam,4600,0.4039,0.02
muonsam,4650,0.4060,0.02
muonsam,4700,0.3997,0.02
muonsam,4750,0.2841,0.02
muonsam,4800,0.3024,0.02
muonsam,4850,0.3135,0.02
muonsam,4900,0.3134,0.02
muonsam,4950,0.3519,0.02
muonsam,5000,0.3481,0.02
muonsam,5050,0.3578,0.02
muonsam,5100,0.3330,0.02
muonsam,5150,0.2638,0.02
muonsam,5200,0.2582,0.02
muonsam,5250,0.2952,0.02
muonsam,5300,0.2982,0.02
muonsam,5350,0.3097,0.02
muonsam,5400,0.3278,0.02
muonsam,5450,0.3045,0.02
