# train_loss is the mean over the preceding 50 batches
optimizer,step,train_loss,lr
muonsam,50,1.5894,0.02
muonsam,100,1.0496,0.02
muonsam,150,0.8755,0.02
muonsam,200,0.7551,0.02
muonsam,250,0.6344,0.02
muonsam,300,0.6098,0.02
muonsam,350,0.5102,0.02
muonsam,400,0.4771,0.02
muonsam,450,0.4731,0.02
muonsam,500,0.4114,0.02
muonsam,550,0.3698,0.02
muonsam,600,0.3356,0.02
muonsam,650,0.3191,0.02
muonsam,700,0.3018,0.02
muonsam,750,0.2868,0.02
muonsam,800,0.2466,0.02
muonsam,850,0.2290,0.02
muonsam,900,0.2374,0.02
muonsam,950,0.2426,0.02
muonsam,1000,0.2012,0.02
muonsam,1050,0.2045,0.02
muonsam,1100,0.1779,0.02
muonsam,1150,0.1730,0.02
muonsam,1200,0.1886,0.02
muonsam,1250,0.2064,0.02
muonsam,1300,0.2477,0.02
muonsam,1350,0.3163,0.02
muonsam,1400,0.3424,0.02
muonsam,1450,0.3345,0.02
muonsam,1500,0.3810,0.02
muonsam,1550,0.3371,0.02
muonsam,1600,0.3516,0.02
muonsam,1650,0.3140,0.02
muonsam,1700,0.3326,0.02
muonsam,1750,0.3231,0.02
muonsam,1800,0.3023,0.02
muonsam,1850,0.2947,0.02
muonsam,1900,0.2962,0.02
muonsam,1950,0.2710,0.02
muonsam,2000,0.2450,0.02
muonsam,2050,0.2208,0.02
muonsam,2100,0.2245,0.02
muonsam,2150,0.2120,0.02
muonsam,2200,0.1873,0.02
muonsam,2250,0.1746,0.02
muonsam,2300,0.1732,0.02
muonsam,2350,0.1563,0.02
muonsam,2400,0.1464,0.02
muonsam,2450,0.1230,0.02
muonsam,2500,0.1109,0.02
muonsam,2550,0.1116,0.02
muonsam,2600,0.1139,0.02
muonsam,2650,0.0967,0.02
muonsam,2700,0.0909,0.02
muonsam,2750,0.0861,0.02
muonsam,2800,0.0886,0.02
muonsam,2850,0.0802,0.02
muonsam,2900,0.0762,0.02
muonsam,2950,0.0743,0.02
muonsam,3000,0.0774,0.02
muonsam,3050,0.0690,0.02
muonsam,3100,0.0722,0.02
muonsam,3150,0.0571,0.02
muonsam,3200,0.0764,0.02
muonsam,3250,0.0571,0.02
muonsam,3300,0.0717,0.02
muonsam,3350,0.0576,0.02
muonsam,3400,0.0750,0.02
muonsam,3450,0.0663,0.02
muonsam,3500,0.0651,0.02
muonsam,3550,0.0653,0.02
muonsam,3600,0.0589,0.02
muonsam,3650,0.0633,0.02
muonsam,3700,0.0650,0.02
