# train_loss is the mean over the preceding 50 batches
optimizer,step,train_loss,lr
muon,50,1.5192,0.02
muon,100,1.0242,0.02
muon,150,0.8260,0.02
muon,200,0.7102,0.02
muon,250,0.5966,0.02
muon,300,0.5578,0.02
muon,350,0.4681,0.02
muon,400,0.4352,0.02
muon,450,0.4055,0.02
muon,500,0.3628,0.02
muon,550,0.3254,0.02
muon,600,0.3324,0.02
muon,650,0.2882,0.02
muon,700,0.2700,0.02
muon,750,0.2558,0.02
muon,800,0.2460,0.02
muon,850,0.2117,0.02
muon,900,0.2099,0.02
muon,950,0.1971,0.02
muon,1000,0.1808,0.02
muon,1050,0.1601,0.02
muon,1100,0.1696,0.02
muon,1150,0.1490,0.02
muon,1200,0.1552,0.02
muon,1250,0.1513,0.02
muon,1300,0.1307,0.02
muon,1350,0.1295,0.02
muon,1400,0.1274,0.02
muon,1450,0.1129,0.02
muon,1500,0.1214,0.02
muon,1550,0.1078,0.02
muon,1600,0.1048,0.02
muon,1650,0.1057,0.02
muon,1700,0.1138,0.02
muon,1750,0.1005,0.02
muon,1800,0.0914,0.02
muon,1850,0.0929,0.02
muon,1900,0.0812,0.02
muon,1950,0.0762,0.02
muon,2000,0.0876,0.02
muon,2050,0.0862,0.02
muon,2100,0.0759,0.02
muon,2150,0.0924,0.02
muon,2200,0.0790,0.02
muon,2250,0.0741,0.02
muon,2300,0.0689,0.02
muon,2350,0.0615,0.02
muon,2400,0.0732,0.02
muon,2450,0.0779,0.02
muon,2500,0.0709,0.02
muon,2550,0.0692,0.02
muon,2600,0.0650,0.02
muon,2650,0.0683,0.02
muon,2700,0.0713,0.02
muon,2750,0.0646,0.02
muon,2800,0.0589,0.02
muon,2850,0.0513,0.02
muon,2900,0.0570,0.02
muon,2950,0.0525,0.02
muon,3000,0.0531,0.02
muon,3050,0.0477,0.02
muon,3100,0.0519,0.02
muon,3150,0.0500,0.02
muon,3200,0.0506,0.02
muon,3250,0.0480,0.02
muon,3300,0.0497,0.02
muon,3350,0.0527,0.02
muon,3400,0.0554,0.02
muon,3450,0.0489,0.02
muon,3500,0.0481,0.02
muon,3550,0.0545,0.02
muon,3600,0.0470,0.02
muon,3650,0.0511,0.02
muon,3700,0.0567,0.02
muonsam,50,1.5175,0.02
muonsam,100,1.0252,0.02
muonsam,150,0.8067,0.02
muonsam,200,0.6953,0.02
muonsam,250,0.5897,0.02
muonsam,300,0.5504,0.02
muonsam,350,0.4549,0.02
muonsam,400,0.4222,0.02
muonsam,450,0.3902,0.02
muonsam,500,0.3643,0.02
muonsam,550,0.3265,0.02
muonsam,600,0.3237,0.02
muonsam,650,0.2858,0.02
muonsam,700,0.2719,0.02
muonsam,750,0.2561,0.02
muonsam,800,0.2518,0.02
muonsam,850,0.2173,0.02
muonsam,900,0.1995,0.02
muonsam,950,0.1975,0.02
muonsam,1000,0.1751,0.02
muonsam,1050,0.1663,0.02
muonsam,1100,0.1727,0.02
muonsam,1150,0.1550,0.02
muonsam,1200,0.1721,0.02
muonsam,1250,0.1561,0.02
muonsam,1300,0.1401,0.02
muonsam,1350,0.1410,0.02
muonsam,1400,0.1471,0.02
muonsam,1450,0.1473,0.02
muonsam,1500,0.1638,0.02
muonsam,1550,0.1586,0.02
muonsam,1600,0.1581,0.02
muonsam,1650,0.1503,0.02
muonsam,1700,0.1475,0.02
muonsam,1750,0.1650,0.02
muonsam,1800,0.1332,0.02
muonsam,1850,0.1194,0.02
muonsam,1900,0.1178,0.02
muonsam,1950,0.1036,0.02
muonsam,2000,0.1156,0.02
muonsam,2050,0.1182,0.02
muonsam,2100,0.1019,0.02
muonsam,2150,0.1049,0.02
muonsam,2200,0.1069,0.02
muonsam,2250,0.1023,0.02
muonsam,2300,0.0948,0.02
muonsam,2350,0.0808,0.02
muonsam,2400,0.0878,0.02
muonsam,2450,0.0791,0.02
muonsam,2500,0.0771,0.02
muonsam,2550,0.0828,0.02
muonsam,2600,0.0717,0.02
muonsam,2650,0.0734,0.02
muonsam,2700,0.0738,0.02
muonsam,2750,0.0665,0.02
muonsam,2800,0.0665,0.02
muonsam,2850,0.0573,0.02
muonsam,2900,0.0718,0.02
muonsam,2950,0.0701,0.02
muonsam,3000,0.0662,0.02
muonsam,3050,0.0699,0.02
muonsam,3100,0.0636,0.02
muonsam,3150,0.0646,0.02
muonsam,3200,0.0560,0.02
muonsam,3250,0.0579,0.02
muonsam,3300,0.0563,0.02
muonsam,3350,0.0557,0.02
muonsam,3400,0.0589,0.02
muonsam,3450,0.0519,0.02
muonsam,3500,0.0520,0.02
muonsam,3550,0.0591,0.02
muonsam,3600,0.0574,0.02
muonsam,3650,0.0531,0.02
muonsam,3700,0.0565,0.02
