# dataset=imagenette px=64 epochs=50 seed=0 batch=128 wd=0.0005 rho_max=1.6 rho_aux=0.01 torch=2.10.0+cu128
optimizer,epoch,train_loss,test_acc,test_loss,time_s,lr
muonsam,1,1.4047,55.82,1.4946,39.0,0.02
muonsam,2,0.9116,69.55,0.9444,78.5,0.02
muonsam,3,0.7243,75.54,0.7596,118.1,0.02
muonsam,4,0.5911,78.85,0.6614,157.5,0.02
muonsam,5,0.5083,80.66,0.6410,196.6,0.02
muonsam,6,0.4431,83.36,0.5476,235.7,0.02
muonsam,7,0.4095,82.50,0.5589,275.2,0.02
muonsam,8,0.3720,84.25,0.4841,314.7,0.02
muonsam,9,0.3158,86.65,0.4246,354.3,0.02
muonsam,10,0.2890,85.89,0.4701,394.0,0.02
muonsam,11,0.2647,85.81,0.4724,433.3,0.02
muonsam,12,0.2496,85.66,0.4752,472.8,0.02
muonsam,13,0.2233,87.39,0.4593,512.5,0.02
muonsam,14,0.1994,85.30,0.5083,552.0,0.02
muonsam,15,0.1921,86.09,0.4814,591.2,0.02
muonsam,16,0.1772,87.72,0.3899,641.0,0.02
muonsam,17,0.2063,89.27,0.3576,691.7,0.02
muonsam,18,0.2767,87.34,0.4279,742.4,0.02
muonsam,19,0.3562,85.02,0.5020,792.9,0.02
muonsam,20,0.3666,88.59,0.4271,843.6,0.02
muonsam,21,0.3538,88.43,0.4462,893.3,0.02
muonsam,22,0.3534,88.87,0.4199,943.9,0.02
muonsam,23,0.3187,88.82,0.4267,994.1,0.02
muonsam,24,0.3243,89.66,0.3805,1044.5,0.02
muonsam,25,0.2821,89.55,0.3956,1095.2,0.02
muonsam,26,0.2733,89.43,0.3708,1145.0,0.02
muonsam,27,0.2403,89.43,0.3890,1195.5,0.02
muonsam,28,0.2259,89.73,0.3511,1246.0,0.02
muonsam,29,0.2087,90.68,0.3421,1296.5,0.02
muonsam,30,0.2056,88.97,0.3698,1347.0,0.02
muonsam,31,0.1695,90.29,0.3215,1396.9,0.02
muonsam,32,0.1489,90.19,0.3247,1447.7,0.02
muonsam,33,0.1339,89.63,0.3291,1497.8,0.02
muonsam,34,0.1291,88.51,0.3451,1548.0,0.02
muonsam,35,0.1125,88.99,0.3571,1598.2,0.02
muonsam,36,0.1075,89.10,0.3670,1648.0,0.02
muonsam,37,0.0907,89.25,0.3393,1698.2,0.02
muonsam,38,0.0892,90.42,0.3096,1748.4,0.02
muonsam,39,0.0833,90.45,0.3065,1798.6,0.02
muonsam,40,0.0754,89.15,0.3590,1848.8,0.02
muonsam,41,0.0775,89.71,0.3409,1898.5,0.02
muonsam,42,0.0763,89.20,0.3408,1949.0,0.02
muonsam,43,0.0707,90.60,0.3009,1999.3,0.02
muonsam,44,0.0653,88.36,0.4173,2049.6,0.02
muonsam,45,0.0677,90.32,0.3236,2099.7,0.02
muonsam,46,0.0641,90.73,0.3089,2149.5,0.02
muonsam,47,0.0656,90.06,0.3299,2200.0,0.02
muonsam,48,0.0612,89.35,0.3441,2250.4,0.02
muonsam,49,0.0668,89.91,0.3300,2300.7,0.02
muonsam,50,0.0598,89.40,0.3641,2351.0,0.02
