# dataset=cifar100 px=32 epochs=50 seed=2 batch=128 wd=0.0005 rho_max=0.1 rho_aux=0.01 torch=2.10.0+cu128
optimizer,epoch,train_loss,test_acc,test_loss,time_s,lr
muonsam,1,3.0481,37.83,2.3788,70.6,0.02
muonsam,2,1.8836,52.05,1.7476,141.0,0.02
muonsam,3,1.4615,56.82,1.5642,211.7,0.02
muonsam,4,1.2219,60.06,1.4540,282.2,0.02
muonsam,5,1.0336,63.06,1.3285,352.6,0.02
muonsam,6,0.8878,65.80,1.2622,423.0,0.02
muonsam,7,0.7540,65.36,1.3208,493.6,0.02
muonsam,8,0.6526,68.41,1.2134,564.0,0.02
muonsam,9,0.5633,68.47,1.2537,634.5,0.02
muonsam,10,0.4875,68.81,1.2839,705.0,0.02
muonsam,11,0.4185,68.61,1.3198,775.5,0.02
muonsam,12,0.3712,68.03,1.3924,845.9,0.02
muonsam,13,0.3303,69.12,1.3325,916.5,0.02
muonsam,14,0.2966,69.89,1.4073,987.0,0.02
muonsam,15,0.2626,69.23,1.4592,1057.6,0.02
muonsam,16,0.2425,69.53,1.3378,1163.8,0.02
muonsam,17,0.2173,71.02,1.2251,1270.1,0.02
muonsam,18,0.1919,71.30,1.1889,1376.6,0.02
muonsam,19,0.1764,72.03,1.1159,1483.0,0.02
muonsam,20,0.1682,72.37,1.0967,1589.5,0.02
muonsam,21,0.1590,72.07,1.0800,1695.9,0.02
muonsam,22,0.1462,72.63,1.0579,1802.3,0.02
muonsam,23,0.1368,73.40,1.0256,1908.6,0.02
muonsam,24,0.1306,73.03,1.0435,2015.0,0.02
muonsam,25,0.1195,72.95,1.0405,2121.4,0.02
muonsam,26,0.1089,73.55,1.0361,2227.7,0.02
muonsam,27,0.1054,73.35,1.0335,2334.1,0.02
muonsam,28,0.0993,73.16,1.0465,2440.5,0.02
muonsam,29,0.0961,73.49,1.0359,2546.8,0.02
muonsam,30,0.0892,73.41,1.0512,2653.2,0.02
muonsam,31,0.0850,73.98,1.0286,2759.4,0.02
muonsam,32,0.0830,74.06,1.0274,2865.9,0.02
muonsam,33,0.0786,73.69,1.0396,2972.2,0.02
muonsam,34,0.0725,73.67,1.0215,3078.5,0.02
muonsam,35,0.0696,73.65,1.0452,3185.0,0.02
muonsam,36,0.0662,73.24,1.0663,3291.4,0.02
muonsam,37,0.0634,73.68,1.0336,3397.7,0.02
muonsam,38,0.0610,73.95,1.0623,3504.0,0.02
muonsam,39,0.0615,73.47,1.0413,3610.3,0.02
muonsam,40,0.0578,74.09,1.0472,3716.7,0.02
muonsam,41,0.0559,73.76,1.0480,3822.9,0.02
muonsam,42,0.0523,73.60,1.0566,3929.2,0.02
muonsam,43,0.0514,74.48,1.0321,4035.5,0.02
muonsam,44,0.0507,74.11,1.0673,4141.8,0.02
muonsam,45,0.0485,74.07,1.0254,4248.2,0.02
muonsam,46,0.0479,74.16,1.0384,4354.5,0.02
muonsam,47,0.0452,74.73,1.0282,4460.6,0.02
muonsam,48,0.0444,74.43,1.0247,4566.8,0.02
muonsam,49,0.0435,74.46,1.0390,4673.3,0.02
muonsam,50,0.0415,73.83,1.0425,4779.7,0.02
