# dataset=cifar10 px=32 epochs=50 seed=0 batch=128 wd=0.0005 rho_max=0.05 rho_aux=0.01 torch=2.10.0+cu128
optimizer,epoch,train_loss,test_acc,test_loss,time_s,lr
muonsam,1,1.0466,72.99,0.8048,72.3,0.02
muonsam,2,0.5526,81.25,0.5717,144.5,0.02
muonsam,3,0.4177,83.30,0.5059,216.8,0.02
muonsam,4,0.3427,86.98,0.4125,289.2,0.02
muonsam,5,0.2859,88.09,0.3744,361.6,0.02
muonsam,6,0.2471,89.72,0.3242,434.0,0.02
muonsam,7,0.2134,88.30,0.3665,506.4,0.02
muonsam,8,0.1902,89.33,0.3489,578.9,0.02
muonsam,9,0.1683,90.98,0.2874,651.3,0.02
muonsam,10,0.1469,91.01,0.2950,723.8,0.02
muonsam,11,0.1336,90.36,0.3402,796.2,0.02
muonsam,12,0.1250,90.24,0.3478,868.6,0.02
muonsam,13,0.1106,90.90,0.3204,940.9,0.02
muonsam,14,0.1042,91.63,0.3169,1013.2,0.02
muonsam,15,0.0939,92.00,0.3002,1085.6,0.02
muonsam,16,0.0863,92.36,0.2360,1194.2,0.02
muonsam,17,0.0936,92.47,0.2227,1303.0,0.02
muonsam,18,0.0831,92.82,0.2178,1412.0,0.02
muonsam,19,0.0780,92.64,0.2229,1520.7,0.02
muonsam,20,0.0691,93.35,0.2089,1629.8,0.02
muonsam,21,0.0672,93.02,0.2246,1738.8,0.02
muonsam,22,0.0644,93.28,0.2182,1847.5,0.02
muonsam,23,0.0616,92.80,0.2285,1956.4,0.02
muonsam,24,0.0577,93.09,0.2186,2065.1,0.02
muonsam,25,0.0538,93.21,0.2159,2174.2,0.02
muonsam,26,0.0537,93.24,0.2264,2282.9,0.02
muonsam,27,0.0509,92.92,0.2195,2391.8,0.02
muonsam,28,0.0463,92.77,0.2307,2500.5,0.02
muonsam,29,0.0470,93.51,0.2096,2609.4,0.02
muonsam,30,0.0446,92.98,0.2215,2718.2,0.02
muonsam,31,0.0447,93.17,0.2153,2827.1,0.02
muonsam,32,0.0407,93.59,0.2138,2935.7,0.02
muonsam,33,0.0383,93.48,0.2142,3044.5,0.02
muonsam,34,0.0391,93.56,0.2077,3153.4,0.02
muonsam,35,0.0360,93.27,0.2167,3262.1,0.02
muonsam,36,0.0374,93.47,0.2126,3370.7,0.02
muonsam,37,0.0369,93.59,0.2072,3479.3,0.02
muonsam,38,0.0341,93.46,0.2128,3587.8,0.02
muonsam,39,0.0338,93.61,0.2208,3696.4,0.02
muonsam,40,0.0333,93.73,0.2090,3804.8,0.02
muonsam,41,0.0315,93.60,0.2068,3913.5,0.02
muonsam,42,0.0308,93.77,0.1993,4021.9,0.02
muonsam,43,0.0293,93.94,0.1975,4130.5,0.02
muonsam,44,0.0280,93.60,0.2072,4238.9,0.02
muonsam,45,0.0279,94.00,0.1916,4347.5,0.02
muonsam,46,0.0259,93.51,0.2132,4455.8,0.02
muonsam,47,0.0255,93.60,0.2094,4563.9,0.02
muonsam,48,0.0269,93.55,0.2176,4671.9,0.02
muonsam,49,0.0247,93.65,0.2167,4780.1,0.02
muonsam,50,0.0252,93.84,0.1960,4888.5,0.02
