# dataset=cifar100 px=32 epochs=50 seed=0 batch=128 wd=0.0005 rho_max=0.1 rho_aux=0.01 torch=2.10.0+cu128
optimizer,epoch,train_loss,test_acc,test_loss,time_s,lr
muonsam,1,3.0678,38.98,2.2637,70.5,0.02
muonsam,2,1.8857,51.46,1.7912,141.0,0.02
muonsam,3,1.4614,56.64,1.5518,211.6,0.02
muonsam,4,1.2224,60.52,1.4019,282.3,0.02
muonsam,5,1.0294,64.42,1.2892,352.9,0.02
muonsam,6,0.8828,64.47,1.3008,423.5,0.02
muonsam,7,0.7521,66.55,1.2614,494.0,0.02
muonsam,8,0.6509,67.36,1.2568,564.5,0.02
muonsam,9,0.5598,68.23,1.2632,635.0,0.02
muonsam,10,0.4869,68.35,1.2814,705.6,0.02
muonsam,11,0.4194,69.95,1.2632,776.0,0.02
muonsam,12,0.3668,70.26,1.3021,846.5,0.02
muonsam,13,0.3266,69.34,1.3697,917.0,0.02
muonsam,14,0.2917,68.99,1.4068,987.5,0.02
muonsam,15,0.2635,69.60,1.4832,1058.2,0.02
muonsam,16,0.2462,70.70,1.2910,1164.6,0.02
muonsam,17,0.2141,71.36,1.2076,1271.5,0.02
muonsam,18,0.1951,70.86,1.1887,1378.1,0.02
muonsam,19,0.1803,71.66,1.1432,1484.8,0.02
muonsam,20,0.1670,71.65,1.1061,1591.5,0.02
muonsam,21,0.1549,72.72,1.0591,1698.3,0.02
muonsam,22,0.1482,72.00,1.0619,1805.0,0.02
muonsam,23,0.1362,73.04,1.0614,1911.7,0.02
muonsam,24,0.1250,72.63,1.0527,2018.5,0.02
muonsam,25,0.1180,72.86,1.0523,2125.3,0.02
muonsam,26,0.1104,73.31,1.0581,2232.2,0.02
muonsam,27,0.1048,72.48,1.0744,2338.9,0.02
muonsam,28,0.1011,74.00,1.0350,2445.4,0.02
muonsam,29,0.0919,73.46,1.0539,2552.1,0.02
muonsam,30,0.0899,73.93,1.0186,2659.1,0.02
muonsam,31,0.0836,73.30,1.0782,2765.8,0.02
muonsam,32,0.0811,73.65,1.0650,2872.6,0.02
muonsam,33,0.0763,73.78,1.0753,2979.2,0.02
muonsam,34,0.0763,73.82,1.0283,3085.9,0.02
muonsam,35,0.0713,74.06,1.0384,3192.7,0.02
muonsam,36,0.0693,73.94,1.0376,3299.3,0.02
muonsam,37,0.0665,74.12,1.0223,3406.0,0.02
muonsam,38,0.0621,73.67,1.0457,3512.7,0.02
muonsam,39,0.0602,74.25,1.0435,3619.3,0.02
muonsam,40,0.0584,74.33,1.0343,3726.2,0.02
muonsam,41,0.0551,73.87,1.0612,3832.9,0.02
muonsam,42,0.0534,74.57,1.0604,3939.7,0.02
muonsam,43,0.0512,74.54,1.0479,4046.4,0.02
muonsam,44,0.0509,74.02,1.0326,4153.0,0.02
muonsam,45,0.0486,74.58,1.0407,4260.0,0.02
muonsam,46,0.0473,74.61,1.0509,4366.7,0.02
muonsam,47,0.0453,74.46,1.0397,4473.3,0.02
muonsam,48,0.0443,74.37,1.0522,4580.1,0.02
muonsam,49,0.0425,74.13,1.0316,4686.7,0.02
muonsam,50,0.0438,74.34,1.0453,4793.4,0.02
