# train_loss is the mean over the preceding 50 batches
optimizer,step,train_loss,lr
adamw,50,4.2678,0.001
adamw,100,3.9103,0.001
adamw,150,3.7256,0.001
adamw,200,3.6203,0.001
adamw,250,3.4906,0.001
adamw,300,3.3464,0.001
adamw,350,3.2559,0.001
adamw,400,3.1328,0.001
adamw,450,2.9999,0.001
adamw,500,2.9035,0.001
adamw,550,2.8450,0.001
adamw,600,2.7776,0.001
adamw,650,2.7150,0.001
adamw,700,2.6041,0.001
adamw,750,2.5583,0.001
adamw,800,2.4738,0.001
adamw,850,2.3788,0.001
adamw,900,2.3353,0.001
adamw,950,2.2853,0.001
adamw,1000,2.2580,0.001
adamw,1050,2.2368,0.001
adamw,1100,2.1552,0.001
adamw,1150,2.1444,0.001
adamw,1200,2.0508,0.001
adamw,1250,1.9839,0.001
adamw,1300,2.0181,0.001
adamw,1350,2.0146,0.001
adamw,1400,1.9057,0.001
adamw,1450,1.8804,0.001
adamw,1500,1.8801,0.001
adamw,1550,1.8590,0.001
adamw,1600,1.7753,0.001
adamw,1650,1.6985,0.001
adamw,1700,1.7369,0.001
adamw,1750,1.7160,0.001
adamw,1800,1.6659,0.001
adamw,1850,1.6877,0.001
adamw,1900,1.6843,0.001
adamw,1950,1.6488,0.001
adamw,2000,1.5160,0.001
adamw,2050,1.5374,0.001
adamw,2100,1.5145,0.001
adamw,2150,1.5484,0.001
adamw,2200,1.5345,0.001
adamw,2250,1.5173,0.001
adamw,2300,1.4812,0.001
adamw,2350,1.4751,0.001
adamw,2400,1.3607,0.001
adamw,2450,1.3186,0.001
adamw,2500,1.3805,0.001
adamw,2550,1.3731,0.001
adamw,2600,1.4088,0.001
adamw,2650,1.3558,0.001
adamw,2700,1.3877,0.001
adamw,2750,1.3249,0.001
adamw,2800,1.2096,0.001
adamw,2850,1.2601,0.001
adamw,2900,1.2638,0.001
adamw,2950,1.2535,0.001
adamw,3000,1.2492,0.001
adamw,3050,1.2638,0.001
adamw,3100,1.2318,0.001
adamw,3150,1.1773,0.001
adamw,3200,1.1181,0.001
adamw,3250,1.1454,0.001
adamw,3300,1.1008,0.001
adamw,3350,1.1868,0.001
adamw,3400,1.1755,0.001
adamw,3450,1.1028,0.001
adamw,3500,1.1707,0.001
adamw,3550,1.0856,0.001
adamw,3600,1.0214,0.001
adamw,3650,1.0161,0.001
adamw,3700,1.0455,0.001
adamw,3750,1.0032,0.001
adamw,3800,1.0303,0.001
adamw,3850,1.0819,0.001
adamw,3900,1.0592,0.001
adamw,3950,0.9528,0.001
adamw,4000,0.9086,0.001
adamw,4050,0.9362,0.001
