# dataset=cifar10 px=32 epochs=50 seed=1 batch=128 wd=0.0005 rho_max=0.05 rho_aux=0.01 torch=2.10.0+cu128
optimizer,epoch,train_loss,test_acc,test_loss,time_s,lr
muonsam,1,1.0524,74.22,0.7704,70.3,0.02
muonsam,2,0.5468,82.79,0.5232,140.4,0.02
muonsam,3,0.4141,84.77,0.4594,210.4,0.02
muonsam,4,0.3379,86.89,0.3953,280.5,0.02
muonsam,5,0.2876,87.70,0.3624,350.6,0.02
muonsam,6,0.2466,89.63,0.3246,420.8,0.02
muonsam,7,0.2136,90.17,0.3117,490.9,0.02
muonsam,8,0.1881,89.31,0.3462,561.2,0.02
muonsam,9,0.1671,90.35,0.3339,631.5,0.02
muonsam,10,0.1491,90.49,0.3250,701.7,0.02
muonsam,11,0.1367,90.87,0.2994,771.8,0.02
muonsam,12,0.1219,91.11,0.3089,842.0,0.02
muonsam,13,0.1133,90.27,0.3512,912.0,0.02
muonsam,14,0.1031,91.46,0.3122,982.1,0.02
muonsam,15,0.0957,91.91,0.2937,1052.2,0.02
muonsam,16,0.0867,92.17,0.2350,1158.2,0.02
muonsam,17,0.0874,92.44,0.2261,1264.3,0.02
muonsam,18,0.0828,92.79,0.2258,1370.6,0.02
muonsam,19,0.0767,92.94,0.2188,1476.8,0.02
muonsam,20,0.0723,93.26,0.2049,1583.1,0.02
muonsam,21,0.0641,93.02,0.2105,1689.1,0.02
muonsam,22,0.0652,93.17,0.2111,1795.1,0.02
muonsam,23,0.0594,92.79,0.2381,1901.0,0.02
muonsam,24,0.0572,92.92,0.2166,2006.9,0.02
muonsam,25,0.0568,93.12,0.2209,2112.9,0.02
muonsam,26,0.0517,93.03,0.2218,2218.8,0.02
muonsam,27,0.0498,92.65,0.2354,2324.8,0.02
muonsam,28,0.0493,93.24,0.2139,2430.7,0.02
muonsam,29,0.0479,93.48,0.2112,2536.7,0.02
muonsam,30,0.0431,93.27,0.2300,2642.9,0.02
muonsam,31,0.0440,93.48,0.2140,2749.0,0.02
muonsam,32,0.0419,93.23,0.2283,2855.0,0.02
muonsam,33,0.0393,93.36,0.2278,2961.0,0.02
muonsam,34,0.0377,93.66,0.2043,3066.9,0.02
muonsam,35,0.0372,93.44,0.2180,3173.0,0.02
muonsam,36,0.0362,93.78,0.1938,3279.0,0.02
muonsam,37,0.0359,93.47,0.2104,3385.2,0.02
muonsam,38,0.0343,93.70,0.2153,3491.2,0.02
muonsam,39,0.0331,93.34,0.2204,3597.0,0.02
muonsam,40,0.0330,93.87,0.2109,3702.9,0.02
muonsam,41,0.0314,93.84,0.1993,3808.7,0.02
muonsam,42,0.0310,93.78,0.2113,3914.5,0.02
muonsam,43,0.0285,93.94,0.2025,4020.2,0.02
muonsam,44,0.0274,93.80,0.2128,4125.9,0.02
muonsam,45,0.0263,93.68,0.2035,4231.8,0.02
muonsam,46,0.0270,93.72,0.2058,4337.4,0.02
muonsam,47,0.0264,93.60,0.2209,4443.0,0.02
muonsam,48,0.0246,93.80,0.1958,4548.5,0.02
muonsam,49,0.0257,93.73,0.2054,4654.0,0.02
muonsam,50,0.0244,94.09,0.1922,4759.7,0.02
