# train_loss is the mean over the preceding 50 batches
optimizer,step,train_loss,lr
adamw,50,1.7956,0.001
adamw,100,1.3832,0.001
adamw,150,1.2147,0.001
adamw,200,1.1231,0.001
adamw,250,0.9968,0.001
adamw,300,0.9940,0.001
adamw,350,0.8847,0.001
adamw,400,0.8974,0.001
adamw,450,0.8014,0.001
adamw,500,0.7886,0.001
adamw,550,0.7765,0.001
adamw,600,0.7572,0.001
adamw,650,0.7011,0.001
adamw,700,0.6811,0.001
adamw,750,0.6341,0.001
adamw,800,0.6721,0.001
adamw,850,0.6157,0.001
adamw,900,0.6352,0.001
adamw,950,0.5621,0.001
adamw,1000,0.5574,0.001
adamw,1050,0.5293,0.001
adamw,1100,0.5618,0.001
adamw,1150,0.4952,0.001
adamw,1200,0.5111,0.001
adamw,1250,0.4992,0.001
adamw,1300,0.4675,0.001
adamw,1350,0.4902,0.001
adamw,1400,0.4628,0.001
adamw,1450,0.4437,0.001
adamw,1500,0.4327,0.001
adamw,1550,0.4378,0.001
adamw,1600,0.4097,0.001
adamw,1650,0.4172,0.001
adamw,1700,0.4126,0.001
adamw,1750,0.3955,0.001
adamw,1800,0.3559,0.001
adamw,1850,0.3781,0.001
adamw,1900,0.3583,0.001
adamw,1950,0.3441,0.001
adamw,2000,0.3570,0.001
adamw,2050,0.3352,0.001
adamw,2100,0.3226,0.001
adamw,2150,0.3341,0.001
adamw,2200,0.3189,0.001
adamw,2250,0.3153,0.001
adamw,2300,0.3144,0.001
adamw,2350,0.3102,0.001
adamw,2400,0.2965,0.001
adamw,2450,0.3115,0.001
adamw,2500,0.2806,0.001
adamw,2550,0.2791,0.001
adamw,2600,0.2690,0.001
adamw,2650,0.2626,0.001
adamw,2700,0.2439,0.001
adamw,2750,0.2555,0.001
adamw,2800,0.2769,0.001
adamw,2850,0.2460,0.001
adamw,2900,0.2605,0.001
adamw,2950,0.2583,0.001
adamw,3000,0.2193,0.001
adamw,3050,0.2229,0.001
adamw,3100,0.2195,0.001
adamw,3150,0.2187,0.001
adamw,3200,0.2318,0.001
adamw,3250,0.2152,0.001
adamw,3300,0.2046,0.001
adamw,3350,0.2255,0.001
adamw,3400,0.1932,0.001
adamw,3450,0.1868,0.001
adamw,3500,0.2106,0.001
adamw,3550,0.2070,0.001
adamw,3600,0.1831,0.001
adamw,3650,0.1984,0.001
adamw,3700,0.1763,0.001
muon,50,1.5463,0.02
muon,100,1.0605,0.02
muon,150,0.8470,0.02
muon,200,0.7417,0.02
muon,250,0.6345,0.02
muon,300,0.5806,0.02
muon,350,0.5085,0.02
muon,400,0.4729,0.02
muon,450,0.4452,0.02
muon,500,0.4168,0.02
muon,550,0.3855,0.02
muon,600,0.3790,0.02
muon,650,0.3132,0.02
muon,700,0.2931,0.02
muon,750,0.2854,0.02
muon,800,0.2806,0.02
muon,850,0.2566,0.02
muon,900,0.2399,0.02
muon,950,0.2197,0.02
muon,1000,0.2067,0.02
muon,1050,0.1904,0.02
muon,1100,0.1973,0.02
muon,1150,0.1627,0.02
muon,1200,0.1820,0.02
muon,1250,0.1651,0.02
muon,1300,0.1482,0.02
muon,1350,0.1561,0.02
muon,1400,0.1539,0.02
muon,1450,0.1437,0.02
muon,1500,0.1323,0.02
muon,1550,0.1338,0.02
muon,1600,0.1213,0.02
muon,1650,0.1305,0.02
muon,1700,0.1275,0.02
muon,1750,0.1121,0.02
muon,1800,0.1158,0.02
muon,1850,0.1073,0.02
muon,1900,0.1066,0.02
muon,1950,0.0942,0.02
muon,2000,0.1081,0.02
muon,2050,0.0969,0.02
muon,2100,0.0903,0.02
muon,2150,0.0984,0.02
muon,2200,0.0896,0.02
muon,2250,0.0870,0.02
muon,2300,0.0927,0.02
muon,2350,0.0845,0.02
muon,2400,0.0846,0.02
muon,2450,0.0873,0.02
muon,2500,0.0784,0.02
muon,2550,0.0785,0.02
muon,2600,0.0794,0.02
muon,2650,0.0792,0.02
muon,2700,0.0753,0.02
muon,2750,0.0810,0.02
muon,2800,0.0718,0.02
muon,2850,0.0598,0.02
muon,2900,0.0759,0.02
muon,2950,0.0667,0.02
muon,3000,0.0633,0.02
muon,3050,0.0685,0.02
muon,3100,0.0625,0.02
muon,3150,0.0596,0.02
muon,3200,0.0575,0.02
muon,3250,0.0524,0.02
muon,3300,0.0547,0.02
muon,3350,0.0619,0.02
muon,3400,0.0537,0.02
muon,3450,0.0497,0.02
muon,3500,0.0541,0.02
muon,3550,0.0541,0.02
muon,3600,0.0562,0.02
muon,3650,0.0527,0.02
muon,3700,0.0631,0.02
sam,50,2.7020,0.05
sam,100,1.9776,0.05
sam,150,1.7790,0.05
sam,200,1.6306,0.05
sam,250,1.4926,0.05
sam,300,1.3845,0.05
sam,350,1.2864,0.05
sam,400,1.2399,0.05
sam,450,1.1750,0.05
sam,500,1.1395,0.05
sam,550,1.0610,0.05
sam,600,1.0396,0.05
sam,650,0.9665,0.05
sam,700,0.9303,0.05
sam,750,0.8671,0.05
sam,800,0.9015,0.05
sam,850,0.8509,0.05
sam,900,0.8249,0.05
sam,950,0.7812,0.05
sam,1000,0.7461,0.05
sam,1050,0.7347,0.05
sam,1100,0.7364,0.05
sam,1150,0.6904,0.05
sam,1200,0.6837,0.05
sam,1250,0.6706,0.05
sam,1300,0.6344,0.05
sam,1350,0.6472,0.05
sam,1400,0.5991,0.05
sam,1450,0.5851,0.05
sam,1500,0.5700,0.05
sam,1550,0.5764,0.05
sam,1600,0.5465,0.05
sam,1650,0.5335,0.05
sam,1700,0.5435,0.05
sam,1750,0.4952,0.05
sam,1800,0.4735,0.05
sam,1850,0.4923,0.05
sam,1900,0.4695,0.05
sam,1950,0.4455,0.05
sam,2000,0.4441,0.05
