# dataset=cifar100 px=32 epochs=50 seed=0 batch=128 wd=0.0005 rho_max=1.6 rho_aux=0.01 torch=2.10.0+cu128
optimizer,epoch,train_loss,test_acc,test_loss,time_s,lr
muonsam,1,3.0886,39.49,2.2628,68.6,0.02
muonsam,2,1.9018,51.81,1.7596,137.1,0.02
muonsam,3,1.4650,56.36,1.5595,205.7,0.02
muonsam,4,1.2180,61.34,1.4108,274.1,0.02
muonsam,5,1.0235,64.45,1.2754,342.8,0.02
muonsam,6,0.8827,65.28,1.2643,411.3,0.02
muonsam,7,0.7489,66.39,1.2791,479.8,0.02
muonsam,8,0.6494,66.82,1.2598,548.4,0.02
muonsam,9,0.5609,68.13,1.2711,617.0,0.02
muonsam,10,0.4870,68.29,1.3029,685.5,0.02
muonsam,11,0.4154,68.95,1.2942,754.0,0.02
muonsam,12,0.3675,69.24,1.3387,822.5,0.02
muonsam,13,0.3213,69.52,1.4032,891.1,0.02
muonsam,14,0.2909,68.62,1.4831,959.6,0.02
muonsam,15,0.2646,69.98,1.4537,1028.1,0.02
muonsam,16,0.2468,70.98,1.2015,1131.9,0.02
muonsam,17,0.2644,71.94,1.0238,1235.9,0.02
muonsam,18,0.3231,72.56,0.9556,1339.8,0.02
muonsam,19,0.4153,72.17,0.9555,1443.7,0.02
muonsam,20,0.5084,72.16,0.9916,1547.9,0.02
muonsam,21,0.5768,71.93,1.0116,1651.9,0.02
muonsam,22,0.6272,71.99,1.0327,1755.9,0.02
muonsam,23,0.6589,71.91,1.0558,1859.8,0.02
muonsam,24,0.6646,72.20,1.0294,1963.8,0.02
muonsam,25,0.6444,71.99,1.0573,2067.8,0.02
muonsam,26,0.6147,72.49,1.0340,2171.7,0.02
muonsam,27,0.5772,74.11,0.9842,2275.6,0.02
muonsam,28,0.5203,73.64,0.9558,2379.5,0.02
muonsam,29,0.4409,73.97,0.9661,2483.4,0.02
muonsam,30,0.3734,74.41,0.9551,2587.5,0.02
muonsam,31,0.2684,74.41,0.9623,2691.4,0.02
muonsam,32,0.2098,74.68,1.0089,2795.2,0.02
muonsam,33,0.1861,74.25,1.0533,2899.2,0.02
muonsam,34,0.1633,74.65,1.0444,3003.1,0.02
muonsam,35,0.1516,73.61,1.0639,3107.2,0.02
muonsam,36,0.1373,73.90,1.0390,3210.9,0.02
muonsam,37,0.1311,73.57,1.2155,3314.9,0.02
muonsam,38,0.1241,73.58,1.2605,3418.8,0.02
muonsam,39,0.1164,73.91,1.1923,3522.6,0.02
muonsam,40,0.1138,73.49,1.1844,3626.7,0.02
muonsam,41,0.1068,73.84,1.2238,3730.7,0.02
muonsam,42,0.1062,73.91,1.2339,3834.6,0.02
muonsam,43,0.1000,73.00,1.3889,3938.6,0.02
muonsam,44,0.0960,73.85,1.3518,4042.5,0.02
muonsam,45,0.0971,73.38,1.3280,4146.4,0.02
muonsam,46,0.0902,73.31,1.2947,4250.3,0.02
muonsam,47,0.0917,74.17,1.3482,4354.3,0.02
muonsam,48,0.0868,73.74,1.3037,4458.2,0.02
muonsam,49,0.0846,73.85,1.5007,4562.1,0.02
muonsam,50,0.0849,73.39,1.2948,4666.0,0.02
