# dataset=cifar100 px=32 epochs=50 seed=0 batch=128 wd=0.0005 rho_max=0.05 rho_aux=0.01 torch=2.10.0+cu128
optimizer,epoch,train_loss,test_acc,test_loss,time_s,lr
muonsam,1,3.1072,39.34,2.2895,70.6,0.02
muonsam,2,1.9014,50.56,1.8245,140.9,0.02
muonsam,3,1.4739,56.71,1.5460,211.3,0.02
muonsam,4,1.2279,60.40,1.4117,281.9,0.02
muonsam,5,1.0320,63.79,1.3239,352.6,0.02
muonsam,6,0.8947,65.12,1.2637,423.2,0.02
muonsam,7,0.7589,65.79,1.2681,493.6,0.02
muonsam,8,0.6522,67.47,1.2554,563.9,0.02
muonsam,9,0.5686,68.27,1.2429,634.4,0.02
muonsam,10,0.4929,67.68,1.3087,705.0,0.02
muonsam,11,0.4156,68.98,1.2993,775.5,0.02
muonsam,12,0.3728,68.66,1.3105,846.1,0.02
muonsam,13,0.3324,69.28,1.3433,916.7,0.02
muonsam,14,0.2970,69.75,1.3899,987.2,0.02
muonsam,15,0.2635,69.11,1.4512,1057.8,0.02
muonsam,16,0.2423,70.46,1.3211,1164.2,0.02
muonsam,17,0.2174,70.30,1.2650,1271.0,0.02
muonsam,18,0.1969,71.82,1.1577,1377.6,0.02
muonsam,19,0.1766,71.99,1.1347,1484.4,0.02
muonsam,20,0.1632,72.00,1.1198,1591.1,0.02
muonsam,21,0.1523,71.97,1.1101,1697.7,0.02
muonsam,22,0.1437,71.92,1.1094,1804.5,0.02
muonsam,23,0.1324,72.79,1.0649,1911.2,0.02
muonsam,24,0.1228,72.47,1.0992,2017.9,0.02
muonsam,25,0.1134,72.96,1.0839,2124.7,0.02
muonsam,26,0.1071,72.58,1.0965,2231.5,0.02
muonsam,27,0.1025,72.61,1.1067,2338.2,0.02
muonsam,28,0.0937,72.74,1.0918,2444.9,0.02
muonsam,29,0.0872,72.52,1.1292,2551.5,0.02
muonsam,30,0.0859,73.58,1.0880,2658.3,0.02
muonsam,31,0.0792,72.75,1.1116,2765.0,0.02
muonsam,32,0.0750,72.86,1.1111,2871.6,0.02
muonsam,33,0.0710,72.98,1.1152,2978.4,0.02
muonsam,34,0.0698,73.05,1.0816,3085.0,0.02
muonsam,35,0.0662,73.15,1.1196,3191.8,0.02
muonsam,36,0.0618,73.66,1.0938,3298.4,0.02
muonsam,37,0.0578,73.38,1.1243,3405.0,0.02
muonsam,38,0.0561,73.64,1.1090,3511.7,0.02
muonsam,39,0.0557,73.82,1.1172,3618.4,0.02
muonsam,40,0.0548,73.25,1.1230,3725.2,0.02
muonsam,41,0.0515,73.47,1.1180,3832.0,0.02
muonsam,42,0.0485,73.46,1.1405,3938.5,0.02
muonsam,43,0.0474,74.08,1.1205,4045.2,0.02
muonsam,44,0.0447,73.82,1.1241,4151.9,0.02
muonsam,45,0.0455,74.02,1.1352,4258.6,0.02
muonsam,46,0.0422,73.67,1.1212,4365.3,0.02
muonsam,47,0.0417,73.33,1.1436,4472.1,0.02
muonsam,48,0.0427,73.79,1.1183,4578.7,0.02
muonsam,49,0.0403,73.69,1.1292,4685.5,0.02
muonsam,50,0.0381,73.67,1.1441,4792.3,0.02
