# dataset=cifar10 px=32 epochs=50 seed=1 batch=128 wd=0.0005 rho_max=0.8 rho_aux=0.01 torch=2.10.0+cu128
optimizer,epoch,train_loss,test_acc,test_loss,time_s,lr
muonsam,1,1.0470,74.08,0.7920,68.6,0.02
muonsam,2,0.5465,82.67,0.5146,137.1,0.02
muonsam,3,0.4147,85.51,0.4228,205.6,0.02
muonsam,4,0.3360,86.97,0.4003,274.0,0.02
muonsam,5,0.2870,88.54,0.3477,342.5,0.02
muonsam,6,0.2461,88.97,0.3453,411.0,0.02
muonsam,7,0.2136,89.38,0.3341,479.4,0.02
muonsam,8,0.1866,88.76,0.3677,547.9,0.02
muonsam,9,0.1679,90.04,0.3401,616.5,0.02
muonsam,10,0.1486,90.59,0.3175,685.0,0.02
muonsam,11,0.1350,90.77,0.3102,753.5,0.02
muonsam,12,0.1249,91.25,0.3042,822.0,0.02
muonsam,13,0.1102,91.19,0.3110,890.5,0.02
muonsam,14,0.1049,91.78,0.3003,959.0,0.02
muonsam,15,0.0961,91.63,0.3075,1027.4,0.02
muonsam,16,0.0843,92.47,0.2286,1131.0,0.02
muonsam,17,0.1058,93.26,0.2093,1235.0,0.02
muonsam,18,0.1084,92.54,0.2266,1338.8,0.02
muonsam,19,0.1085,93.55,0.2099,1442.7,0.02
muonsam,20,0.1016,93.32,0.2022,1546.5,0.02
muonsam,21,0.0981,93.32,0.2133,1650.4,0.02
muonsam,22,0.0940,93.21,0.2128,1754.3,0.02
muonsam,23,0.0879,93.70,0.2031,1858.1,0.02
muonsam,24,0.0869,93.72,0.2046,1962.0,0.02
muonsam,25,0.0815,93.48,0.2129,2066.0,0.02
muonsam,26,0.0785,93.78,0.2030,2169.9,0.02
muonsam,27,0.0663,93.45,0.2210,2273.8,0.02
muonsam,28,0.0624,93.72,0.2046,2377.6,0.02
muonsam,29,0.0515,93.01,0.2422,2481.5,0.02
muonsam,30,0.0419,93.46,0.2303,2585.5,0.02
muonsam,31,0.0401,93.27,0.2349,2689.5,0.02
muonsam,32,0.0384,92.95,0.2561,2793.4,0.02
muonsam,33,0.0361,93.33,0.2576,2897.3,0.02
muonsam,34,0.0364,93.61,0.2438,3001.3,0.02
muonsam,35,0.0334,93.07,0.2702,3105.4,0.02
muonsam,36,0.0353,93.08,0.2600,3209.3,0.02
muonsam,37,0.0320,93.24,0.2558,3313.3,0.02
muonsam,38,0.0302,93.45,0.2672,3417.2,0.02
muonsam,39,0.0299,93.75,0.2412,3521.2,0.02
muonsam,40,0.0311,93.52,0.2394,3625.2,0.02
muonsam,41,0.0293,93.32,0.2766,3729.2,0.02
muonsam,42,0.0275,93.69,0.2664,3833.1,0.02
muonsam,43,0.0264,93.47,0.2596,3937.0,0.02
muonsam,44,0.0265,93.16,0.2960,4040.8,0.02
muonsam,45,0.0283,93.21,0.2699,4144.9,0.02
muonsam,46,0.0253,93.38,0.2717,4248.8,0.02
muonsam,47,0.0240,93.52,0.2624,4352.7,0.02
muonsam,48,0.0253,93.32,0.2897,4456.5,0.02
muonsam,49,0.0277,93.72,0.2816,4560.4,0.02
muonsam,50,0.0220,93.63,0.2528,4664.5,0.02
