# dataset=cifar100 px=32 epochs=50 seed=1 batch=128 wd=0.0005 rho_max=0.8 rho_aux=0.01 torch=2.10.0+cu128
optimizer,epoch,train_loss,test_acc,test_loss,time_s,lr
muonsam,1,3.0829,40.14,2.2610,63.7,0.02
muonsam,2,1.9007,51.56,1.7830,130.2,0.02
muonsam,3,1.4682,55.36,1.6492,196.3,0.02
muonsam,4,1.2199,60.95,1.3880,262.4,0.02
muonsam,5,1.0305,62.84,1.3832,328.5,0.02
muonsam,6,0.8858,65.27,1.3202,394.6,0.02
muonsam,7,0.7565,67.23,1.2360,460.8,0.02
muonsam,8,0.6587,67.10,1.2664,527.0,0.02
muonsam,9,0.5617,67.77,1.2764,593.0,0.02
muonsam,10,0.4796,68.57,1.2608,659.1,0.02
muonsam,11,0.4259,68.46,1.3316,725.3,0.02
muonsam,12,0.3670,69.21,1.3207,791.4,0.02
muonsam,13,0.3214,69.43,1.3756,857.5,0.02
muonsam,14,0.2933,68.60,1.4682,923.6,0.02
muonsam,15,0.2636,69.61,1.4143,989.6,0.02
muonsam,16,0.2393,70.01,1.2992,1090.4,0.02
muonsam,17,0.2305,71.01,1.1295,1191.3,0.02
muonsam,18,0.2385,72.50,0.9954,1292.4,0.02
muonsam,19,0.2677,72.32,0.9797,1393.4,0.02
muonsam,20,0.3003,72.79,0.9418,1494.5,0.02
muonsam,21,0.3335,73.27,0.9348,1595.6,0.02
muonsam,22,0.3530,73.68,0.9343,1696.5,0.02
muonsam,23,0.3686,73.07,0.9384,1797.4,0.02
muonsam,24,0.3814,73.27,0.9455,1898.3,0.02
muonsam,25,0.3877,73.36,0.9408,1999.5,0.02
muonsam,26,0.3874,73.72,0.9259,2100.4,0.02
muonsam,27,0.3969,74.41,0.9246,2201.3,0.02
muonsam,28,0.3879,74.15,0.9357,2302.2,0.02
muonsam,29,0.3863,73.55,0.9362,2403.1,0.02
muonsam,30,0.3808,73.97,0.9221,2504.2,0.02
muonsam,31,0.3699,74.56,0.9075,2605.1,0.02
muonsam,32,0.3421,74.74,0.9105,2706.0,0.02
muonsam,33,0.3334,74.54,0.9102,2806.9,0.02
muonsam,34,0.3136,74.27,0.9232,2907.7,0.02
muonsam,35,0.2721,75.34,0.8874,3008.7,0.02
muonsam,36,0.2283,75.16,0.9037,3109.5,0.02
muonsam,37,0.1642,75.57,0.9100,3210.4,0.02
muonsam,38,0.1395,74.95,0.9450,3311.3,0.02
muonsam,39,0.1150,75.02,1.0155,3412.3,0.02
muonsam,40,0.0992,74.62,0.9841,3513.3,0.02
muonsam,41,0.0902,74.73,1.0368,3614.2,0.02
muonsam,42,0.0831,74.92,1.0335,3715.1,0.02
muonsam,43,0.0775,74.72,1.0885,3816.1,0.02
muonsam,44,0.0720,74.48,1.1741,3917.0,0.02
muonsam,45,0.0731,74.64,1.1163,4018.1,0.02
muonsam,46,0.0709,73.83,1.1784,4119.0,0.02
muonsam,47,0.0685,74.36,1.1364,4220.0,0.02
muonsam,48,0.0676,74.03,1.3208,4321.0,0.02
muonsam,49,0.0675,74.51,1.3854,4421.9,0.02
muonsam,50,0.0662,74.01,1.2229,4522.9,0.02
