# dataset=cifar100 px=32 epochs=50 seed=0 batch=128 wd=0.0005 rho_max=0.4 rho_aux=0.01 torch=2.10.0+cu128
optimizer,epoch,train_loss,test_acc,test_loss,time_s,lr
muonsam,1,3.0848,40.03,2.2510,70.6,0.02
muonsam,2,1.8987,51.62,1.7968,141.0,0.02
muonsam,3,1.4687,57.40,1.5403,211.4,0.02
muonsam,4,1.2275,60.60,1.4291,281.8,0.02
muonsam,5,1.0288,64.12,1.3316,352.5,0.02
muonsam,6,0.8900,65.54,1.2490,423.2,0.02
muonsam,7,0.7551,66.31,1.2510,493.8,0.02
muonsam,8,0.6540,67.34,1.2518,564.3,0.02
muonsam,9,0.5636,67.11,1.2994,635.0,0.02
muonsam,10,0.4906,68.95,1.2497,705.5,0.02
muonsam,11,0.4203,69.03,1.3221,776.0,0.02
muonsam,12,0.3705,69.10,1.3323,846.6,0.02
muonsam,13,0.3280,68.75,1.4206,917.0,0.02
muonsam,14,0.2967,68.74,1.4190,987.6,0.02
muonsam,15,0.2631,69.86,1.4155,1058.3,0.02
muonsam,16,0.2438,70.63,1.2552,1164.7,0.02
muonsam,17,0.2206,70.78,1.1611,1271.3,0.02
muonsam,18,0.2107,71.97,1.0589,1378.0,0.02
muonsam,19,0.2091,72.63,1.0144,1484.5,0.02
muonsam,20,0.2091,72.77,1.0015,1591.4,0.02
muonsam,21,0.2116,72.69,0.9727,1698.0,0.02
muonsam,22,0.2129,73.13,0.9682,1804.7,0.02
muonsam,23,0.2159,73.53,0.9309,1911.2,0.02
muonsam,24,0.2148,73.71,0.9178,2018.0,0.02
muonsam,25,0.2119,73.64,0.9276,2124.6,0.02
muonsam,26,0.2037,73.80,0.9296,2231.4,0.02
muonsam,27,0.2081,74.23,0.9119,2337.8,0.02
muonsam,28,0.2004,74.44,0.9091,2444.6,0.02
muonsam,29,0.1922,74.14,0.9259,2551.2,0.02
muonsam,30,0.1949,74.58,0.9132,2657.9,0.02
muonsam,31,0.1875,74.20,0.9177,2764.4,0.02
muonsam,32,0.1851,74.37,0.9153,2871.1,0.02
muonsam,33,0.1787,73.98,0.9273,2977.8,0.02
muonsam,34,0.1771,74.79,0.8969,3084.3,0.02
muonsam,35,0.1728,74.47,0.9009,3191.1,0.02
muonsam,36,0.1718,74.77,0.8789,3297.7,0.02
muonsam,37,0.1667,75.05,0.8954,3404.1,0.02
muonsam,38,0.1578,74.62,0.8877,3510.7,0.02
muonsam,39,0.1530,75.26,0.8859,3617.4,0.02
muonsam,40,0.1490,74.88,0.8990,3723.9,0.02
muonsam,41,0.1430,75.25,0.8872,3830.5,0.02
muonsam,42,0.1354,75.29,0.8860,3937.0,0.02
muonsam,43,0.1339,75.30,0.8874,4043.7,0.02
muonsam,44,0.1228,75.28,0.8888,4150.2,0.02
muonsam,45,0.1007,75.63,0.9301,4257.0,0.02
muonsam,46,0.0871,75.28,0.9203,4363.7,0.02
muonsam,47,0.0745,75.05,0.9558,4470.3,0.02
muonsam,48,0.0668,75.43,0.9399,4577.0,0.02
muonsam,49,0.0550,75.74,0.9659,4683.5,0.02
muonsam,50,0.0490,75.11,0.9665,4790.3,0.02
