# dataset=imagenette px=64 epochs=50 seed=1 batch=128 wd=0.0005 rho_max=0.05 rho_aux=0.01 torch=2.10.0+cu128
optimizer,epoch,train_loss,test_acc,test_loss,time_s,lr
muonsam_nomom,1,1.4912,64.97,1.1271,38.4,0.02
muonsam_nomom,2,1.0004,64.97,1.1721,81.7,0.02
muonsam_nomom,3,0.8181,73.89,0.8156,125.5,0.02
muonsam_nomom,4,0.7136,74.01,0.8617,169.1,0.02
muonsam_nomom,5,0.6148,77.91,0.7153,212.7,0.02
muonsam_nomom,6,0.5591,73.99,0.8888,256.2,0.02
muonsam_nomom,7,0.5027,80.54,0.6242,300.0,0.02
muonsam_nomom,8,0.4603,81.02,0.6116,343.7,0.02
muonsam_nomom,9,0.4140,81.83,0.5966,387.3,0.02
muonsam_nomom,10,0.3806,77.53,0.7169,430.8,0.02
muonsam_nomom,11,0.3403,82.19,0.6242,474.4,0.02
muonsam_nomom,12,0.3232,81.96,0.5982,518.0,0.02
muonsam_nomom,13,0.3054,82.62,0.5817,561.6,0.02
muonsam_nomom,14,0.2706,85.66,0.4975,605.1,0.02
muonsam_nomom,15,0.2477,82.68,0.5699,648.7,0.02
muonsam_nomom,16,0.2417,82.24,0.5736,703.2,0.02
muonsam_nomom,17,0.2835,83.62,0.5030,758.3,0.02
muonsam_nomom,18,0.3353,85.99,0.4688,813.5,0.02
muonsam_nomom,19,0.3625,86.80,0.4572,868.8,0.02
muonsam_nomom,20,0.3477,85.17,0.4992,923.9,0.02
muonsam_nomom,21,0.3316,85.43,0.4743,978.4,0.02
muonsam_nomom,22,0.3251,87.21,0.4227,1033.6,0.02
muonsam_nomom,23,0.3091,86.75,0.4225,1088.8,0.02
muonsam_nomom,24,0.3126,84.74,0.4690,1143.9,0.02
muonsam_nomom,25,0.3239,86.22,0.4391,1199.0,0.02
muonsam_nomom,26,0.3041,86.75,0.4471,1253.6,0.02
muonsam_nomom,27,0.3098,87.59,0.4209,1308.7,0.02
muonsam_nomom,28,0.3065,85.96,0.4475,1363.7,0.02
muonsam_nomom,29,0.2872,86.55,0.4407,1418.9,0.02
muonsam_nomom,30,0.2825,87.46,0.4193,1474.2,0.02
muonsam_nomom,31,0.2724,87.75,0.3987,1528.9,0.02
muonsam_nomom,32,0.2574,88.51,0.3928,1584.1,0.02
muonsam_nomom,33,0.2669,88.94,0.3944,1639.4,0.02
muonsam_nomom,34,0.2447,88.08,0.3944,1694.4,0.02
muonsam_nomom,35,0.2495,87.52,0.4053,1749.6,0.02
muonsam_nomom,36,0.2607,88.25,0.3962,1804.3,0.02
muonsam_nomom,37,0.2402,88.84,0.3849,1859.5,0.02
muonsam_nomom,38,0.2340,89.43,0.3610,1914.8,0.02
muonsam_nomom,39,0.2274,89.12,0.3627,1969.9,0.02
muonsam_nomom,40,0.2401,87.69,0.4170,2025.0,0.02
muonsam_nomom,41,0.2311,89.68,0.3533,2079.7,0.02
muonsam_nomom,42,0.2239,89.68,0.3674,2134.9,0.02
muonsam_nomom,43,0.2136,88.38,0.3949,2190.0,0.02
muonsam_nomom,44,0.2101,88.89,0.3629,2245.0,0.02
muonsam_nomom,45,0.2118,90.14,0.3446,2300.1,0.02
muonsam_nomom,46,0.1981,89.10,0.3781,2354.8,0.02
muonsam_nomom,47,0.2227,89.04,0.3783,2409.9,0.02
muonsam_nomom,48,0.2138,89.50,0.3415,2465.0,0.02
muonsam_nomom,49,0.1924,89.96,0.3346,2520.3,0.02
muonsam_nomom,50,0.1964,90.19,0.3303,2575.3,0.02
muon_nomom,1,1.4924,59.62,1.3106,43.5,0.02
muon_nomom,2,0.9985,65.58,1.1083,87.1,0.02
muon_nomom,3,0.8210,72.28,0.8992,130.8,0.02
muon_nomom,4,0.7189,75.82,0.7899,174.4,0.02
muon_nomom,5,0.6216,77.40,0.7039,217.9,0.02
muon_nomom,6,0.5668,74.83,0.8499,261.5,0.02
muon_nomom,7,0.5041,77.15,0.7856,305.1,0.02
muon_nomom,8,0.4646,80.54,0.6284,348.7,0.02
muon_nomom,9,0.4181,79.57,0.6407,392.3,0.02
muon_nomom,10,0.3932,79.95,0.6757,435.9,0.02
muon_nomom,11,0.3456,82.14,0.6617,479.5,0.02
muon_nomom,12,0.3247,80.92,0.6293,523.1,0.02
muon_nomom,13,0.3097,83.31,0.5674,566.7,0.02
muon_nomom,14,0.2683,85.89,0.4780,610.3,0.02
muon_nomom,15,0.2503,82.19,0.6408,653.9,0.02
muon_nomom,16,0.2360,84.08,0.5609,697.6,0.02
muon_nomom,17,0.2274,84.13,0.5369,741.2,0.02
muon_nomom,18,0.2048,86.04,0.5023,784.8,0.02
muon_nomom,19,0.1965,80.36,0.7129,828.4,0.02
muon_nomom,20,0.1794,83.57,0.6927,872.1,0.02
muon_nomom,21,0.1723,85.38,0.5573,915.8,0.02
muon_nomom,22,0.1504,84.84,0.6371,959.4,0.02
muon_nomom,23,0.1436,84.18,0.5646,1003.1,0.02
muon_nomom,24,0.1368,82.27,0.7768,1046.8,0.02
muon_nomom,25,0.1399,85.48,0.5808,1090.5,0.02
muon_nomom,26,0.1320,85.71,0.5756,1134.1,0.02
muon_nomom,27,0.1376,86.24,0.5415,1177.7,0.02
muon_nomom,28,0.1216,86.17,0.5455,1221.3,0.02
muon_nomom,29,0.1112,85.40,0.5843,1265.0,0.02
muon_nomom,30,0.1164,85.99,0.5653,1308.6,0.02
muon_nomom,31,0.1044,84.61,0.6748,1352.3,0.02
muon_nomom,32,0.0917,82.22,0.7632,1395.9,0.02
muon_nomom,33,0.1055,85.76,0.5870,1439.6,0.02
muon_nomom,34,0.0928,85.61,0.6217,1483.3,0.02
muon_nomom,35,0.0896,86.47,0.5963,1526.9,0.02
muon_nomom,36,0.0890,84.94,0.6803,1570.5,0.02
muon_nomom,37,0.0837,81.73,0.9149,1614.2,0.02
muon_nomom,38,0.0849,85.78,0.6356,1657.8,0.02
muon_nomom,39,0.0830,86.19,0.5900,1701.5,0.02
muon_nomom,40,0.0839,85.12,0.6932,1745.1,0.02
muon_nomom,41,0.0831,85.71,0.6537,1788.6,0.02
muon_nomom,42,0.0750,86.42,0.6249,1832.2,0.02
muon_nomom,43,0.0793,83.08,0.8027,1875.8,0.02
muon_nomom,44,0.0761,79.64,1.0126,1919.4,0.02
muon_nomom,45,0.0758,86.39,0.5899,1962.9,0.02
muon_nomom,46,0.0704,86.19,0.6485,2006.5,0.02
muon_nomom,47,0.0795,86.24,0.6027,2050.2,0.02
muon_nomom,48,0.0756,86.68,0.5886,2093.8,0.02
muon_nomom,49,0.0656,83.97,0.7660,2137.3,0.02
muon_nomom,50,0.0560,86.78,0.5811,2180.9,0.02
muon,1,1.4373,57.38,1.5631,43.5,0.02
muon,2,0.9001,68.94,0.9397,87.2,0.02
muon,3,0.7170,75.72,0.7494,131.2,0.02
muon,4,0.6023,79.31,0.6696,174.9,0.02
muon,5,0.4997,76.61,0.7424,218.9,0.02
muon,6,0.4470,82.90,0.5656,262.8,0.02
muon,7,0.4088,82.83,0.5525,306.5,0.02
muon,8,0.3571,83.77,0.5294,350.4,0.02
muon,9,0.3216,86.17,0.4534,394.3,0.02
muon,10,0.2945,85.48,0.4764,438.2,0.02
muon,11,0.2643,84.20,0.5130,481.9,0.02
muon,12,0.2505,86.34,0.4523,525.6,0.02
muon,13,0.2317,86.45,0.4597,569.4,0.02
muon,14,0.2069,84.89,0.5295,613.4,0.02
muon,15,0.1857,87.85,0.4369,657.4,0.02
muon,16,0.1752,86.98,0.4426,701.3,0.02
muon,17,0.1658,89.07,0.3745,745.2,0.02
muon,18,0.1410,85.71,0.5190,789.2,0.02
muon,19,0.1492,87.72,0.4611,833.2,0.02
muon,20,0.1333,86.73,0.4856,877.1,0.02
muon,21,0.1312,87.06,0.4840,921.0,0.02
muon,22,0.1253,88.08,0.4440,964.8,0.02
muon,23,0.1147,88.71,0.4110,1008.7,0.02
muon,24,0.1105,87.26,0.4602,1052.5,0.02
muon,25,0.1108,88.74,0.4215,1096.4,0.02
muon,26,0.1020,87.01,0.5030,1140.3,0.02
muon,27,0.1059,88.48,0.4237,1184.3,0.02
muon,28,0.0974,86.93,0.5191,1228.2,0.02
muon,29,0.0957,88.89,0.4361,1272.0,0.02
muon,30,0.0934,88.00,0.4996,1315.6,0.02
muon,31,0.0827,88.66,0.4526,1359.2,0.02
muon,32,0.0808,88.79,0.4117,1402.8,0.02
muon,33,0.0847,87.29,0.5062,1446.5,0.02
muon,34,0.0760,88.69,0.5075,1490.4,0.02
muon,35,0.0740,88.36,0.4815,1534.3,0.02
muon,36,0.0723,87.64,0.5281,1578.3,0.02
muon,37,0.0704,88.20,0.4798,1622.1,0.02
muon,38,0.0682,89.27,0.4185,1666.0,0.02
muon,39,0.0681,89.10,0.4394,1709.9,0.02
muon,40,0.0718,88.76,0.4640,1753.8,0.02
muon,41,0.0642,88.59,0.4791,1797.6,0.02
muon,42,0.0565,88.87,0.4399,1841.5,0.02
muon,43,0.0585,90.04,0.4061,1885.4,0.02
muon,44,0.0609,88.59,0.4427,1929.1,0.02
muon,45,0.0622,88.38,0.4812,1972.8,0.02
muon,46,0.0583,88.66,0.4678,2016.7,0.02
muon,47,0.0664,88.38,0.4753,2060.7,0.02
muon,48,0.0554,88.89,0.4412,2104.6,0.02
muon,49,0.0600,87.97,0.4744,2148.6,0.02
muon,50,0.0471,89.17,0.4606,2192.4,0.02
muonsam,1,1.4440,54.04,1.5493,43.7,0.02
muonsam,2,0.9163,71.97,0.8504,87.6,0.02
muonsam,3,0.7190,75.92,0.7655,131.2,0.02
muonsam,4,0.6039,78.88,0.6712,174.8,0.02
muonsam,5,0.5083,79.13,0.6409,218.5,0.02
muonsam,6,0.4462,80.79,0.6225,262.2,0.02
muonsam,7,0.4108,79.82,0.6748,306.1,0.02
muonsam,8,0.3612,84.59,0.4977,350.2,0.02
muonsam,9,0.3184,84.31,0.5357,394.2,0.02
muonsam,10,0.2971,82.50,0.5902,438.1,0.02
muonsam,11,0.2673,86.29,0.4868,481.9,0.02
muonsam,12,0.2470,86.27,0.4610,525.8,0.02
muonsam,13,0.2294,87.08,0.4438,569.8,0.02
muonsam,14,0.2110,86.27,0.4671,613.9,0.02
muonsam,15,0.1853,86.98,0.4795,657.7,0.02
muonsam,16,0.1797,84.64,0.5160,713.5,0.02
muonsam,17,0.1781,88.74,0.3664,770.0,0.02
