optimizer,epoch,train_loss,test_acc,time_s,lr
muon,1,2.0799,30.60,39.6,0.02
muon,2,1.6977,34.60,83.6,0.02
muon,3,1.4465,41.00,128.4,0.02
muon_nomom,1,2.1087,28.50,45.0,0.02
muon_nomom,2,1.7482,34.20,89.6,0.02
muon_nomom,3,1.5456,42.70,134.6,0.02
muonsam,1,2.0800,31.50,48.2,0.02
muonsam,2,1.7209,33.70,108.8,0.02
muonsam,3,1.5895,38.80,170.4,0.02
