optimizer,epoch,train_loss,test_acc,time_s
adamw,1,1.3464,57.50,43.9
adamw,2,0.8661,70.03,86.6
adamw,3,0.6712,70.45,130.8
adamw,4,0.5705,76.35,174.5
adamw,5,0.5001,79.28,218.5
adamw,6,0.4482,83.11,262.4
adamw,7,0.3951,82.15,306.2
adamw,8,0.3660,84.63,350.1
adamw,9,0.3372,85.00,394.1
adamw,10,0.3089,86.87,438.0
adamw,11,0.2853,87.19,481.8
adamw,12,0.2633,87.85,525.7
adamw,13,0.2459,88.39,569.6
adamw,14,0.2311,88.53,613.6
adamw,15,0.2104,88.53,657.5
adamw,16,0.1957,86.46,701.4
adamw,17,0.1866,89.23,745.3
adamw,18,0.1724,89.21,789.2
adamw,19,0.1599,89.21,833.1
adamw,20,0.1552,88.09,877.0
adamw,21,0.1413,89.46,920.9
adamw,22,0.1320,89.53,964.8
adamw,23,0.1208,89.95,1008.6
adamw,24,0.1184,89.35,1052.4
adamw,25,0.1094,90.85,1096.4
adamw,26,0.1076,90.49,1140.3
adamw,27,0.0949,90.28,1184.2
adamw,28,0.0917,90.11,1228.0
adamw,29,0.0897,90.95,1271.7
adamw,30,0.0813,90.56,1315.6
adamw,31,0.0801,91.28,1359.5
adamw,32,0.0779,90.54,1403.4
adamw,33,0.0706,90.79,1447.3
adamw,34,0.0685,91.34,1491.1
adamw,35,0.0666,90.80,1535.0
adamw,36,0.0625,90.75,1578.8
adamw,37,0.0617,91.83,1622.7
adamw,38,0.0569,91.21,1666.5
adamw,39,0.0559,91.25,1710.3
adamw,40,0.0531,91.13,1754.2
adamw,41,0.0537,90.38,1798.1
adamw,42,0.0514,91.26,1842.1
adamw,43,0.0501,91.60,1885.9
adamw,44,0.0497,91.02,1929.7
adamw,45,0.0453,91.39,1973.6
adamw,46,0.0470,91.82,2017.4
adamw,47,0.0407,91.07,2061.2
adamw,48,0.0415,91.65,2104.9
adamw,49,0.0414,91.92,2148.7
adamw,50,0.0413,91.15,2192.6
sam,1,1.8191,43.23,83.8
sam,2,1.2933,52.84,167.6
sam,3,1.0073,67.12,251.5
sam,4,0.8077,71.28,335.2
sam,5,0.6735,75.14,418.9
sam,6,0.5775,80.18,502.6
sam,7,0.5166,81.91,586.3
sam,8,0.4682,82.27,670.1
sam,9,0.4382,82.18,753.7
sam,10,0.4010,84.79,837.4
sam,11,0.3718,85.33,921.1
sam,12,0.3511,84.00,1004.8
sam,13,0.3373,84.80,1088.6
sam,14,0.3212,85.98,1172.2
sam,15,0.3050,86.27,1255.9
sam,16,0.2988,87.97,1339.5
sam,17,0.2865,86.72,1422.9
sam,18,0.2782,87.87,1506.4
sam,19,0.2666,87.94,1590.1
sam,20,0.2639,87.93,1673.7
sam,21,0.2562,87.00,1757.4
sam,22,0.2426,88.12,1841.0
sam,23,0.2404,88.50,1924.5
sam,24,0.2413,87.68,2008.0
sam,25,0.2365,88.69,2091.5
sam,26,0.2281,87.88,2175.1
sam,27,0.2245,90.26,2258.8
sam,28,0.2199,89.04,2342.3
sam,29,0.2141,89.13,2425.7
sam,30,0.2133,89.01,2509.3
sam,31,0.2102,89.06,2592.9
sam,32,0.2031,90.55,2676.4
sam,33,0.2001,89.36,2759.8
sam,34,0.1984,88.31,2843.5
sam,35,0.1934,89.55,2926.9
sam,36,0.1937,89.44,3010.4
sam,37,0.1959,90.04,3094.1
sam,38,0.1856,89.43,3177.6
sam,39,0.1842,89.85,3261.1
sam,40,0.1841,89.50,3344.5
sam,41,0.1837,90.31,3427.9
sam,42,0.1803,89.85,3511.5
sam,43,0.1816,90.08,3595.1
sam,44,0.1731,90.36,3678.5
sam,45,0.1753,89.33,3761.9
sam,46,0.1733,90.53,3845.4
sam,47,0.1730,91.01,3928.8
sam,48,0.1716,88.55,4012.2
sam,49,0.1708,90.89,4095.5
sam,50,0.1689,90.47,4179.0
muon,1,1.0475,74.97,66.9
muon,2,0.5549,82.40,133.4
muon,3,0.4234,84.85,200.0
muon,4,0.3451,87.30,266.6
muon,5,0.2858,88.87,333.2
muon,6,0.2479,88.75,399.9
muon,7,0.2163,88.48,466.6
muon,8,0.1878,90.04,533.1
muon,9,0.1680,90.06,599.8
muon,10,0.1522,90.04,666.3
muon,11,0.1368,90.83,732.9
muon,12,0.1225,91.15,799.4
muon,13,0.1115,91.39,866.1
muon,14,0.1049,91.42,932.8
muon,15,0.0923,91.34,999.5
muon,16,0.0877,91.90,1066.0
muon,17,0.0820,91.73,1132.6
muon,18,0.0792,92.36,1199.1
muon,19,0.0702,92.45,1265.6
muon,20,0.0692,92.03,1332.2
muon,21,0.0630,92.47,1398.8
muon,22,0.0639,92.64,1465.3
muon,23,0.0566,92.30,1531.9
muon,24,0.0551,92.15,1598.5
muon,25,0.0533,91.95,1665.1
muon,26,0.0500,92.71,1731.5
muon,27,0.0518,92.94,1798.0
muon,28,0.0448,92.92,1864.7
muon,29,0.0444,92.61,1931.2
muon,30,0.0416,92.42,1997.8
muon,31,0.0395,92.37,2064.5
muon,32,0.0398,93.02,2131.1
muon,33,0.0379,92.81,2197.7
muon,34,0.0408,92.99,2264.2
muon,35,0.0352,92.76,2330.8
muon,36,0.0345,93.02,2397.3
muon,37,0.0347,92.94,2463.7
muon,38,0.0340,93.08,2530.3
muon,39,0.0351,92.69,2597.0
muon,40,0.0305,92.75,2663.6
muon,41,0.0318,92.69,2730.0
muon,42,0.0305,92.56,2796.6
muon,43,0.0298,93.03,2863.2
muon,44,0.0280,92.97,2929.7
muon,45,0.0296,92.84,2996.2
muon,46,0.0282,92.74,3062.8
muon,47,0.0281,93.06,3129.2
muon,48,0.0271,92.80,3195.8
muon,49,0.0262,92.74,3262.4
muon,50,0.0252,92.71,3328.9
muon_nomom,1,1.1785,71.92,66.0
muon_nomom,2,0.6423,79.08,132.1
muon_nomom,3,0.4864,82.78,198.1
muon_nomom,4,0.3978,85.42,264.1
muon_nomom,5,0.3367,85.18,330.2
muon_nomom,6,0.2947,87.76,396.2
muon_nomom,7,0.2606,87.53,462.2
muon_nomom,8,0.2321,88.95,528.3
muon_nomom,9,0.2093,89.15,594.3
muon_nomom,10,0.1901,87.81,660.3
muon_nomom,11,0.1745,90.31,726.4
muon_nomom,12,0.1583,89.50,792.4
muon_nomom,13,0.1471,90.60,858.5
muon_nomom,14,0.1345,90.37,924.6
muon_nomom,15,0.1239,90.16,990.6
muon_nomom,16,0.1185,90.33,1056.7
muon_nomom,17,0.1099,90.99,1122.7
muon_nomom,18,0.1034,90.88,1188.8
muon_nomom,19,0.0918,90.19,1254.8
muon_nomom,20,0.0890,89.92,1320.8
muon_nomom,21,0.0879,91.09,1386.8
muon_nomom,22,0.0782,91.27,1452.8
muon_nomom,23,0.0770,90.84,1518.9
muon_nomom,24,0.0752,90.68,1584.9
muon_nomom,25,0.0710,90.49,1650.9
muon_nomom,26,0.0669,91.43,1716.9
muon_nomom,27,0.0636,91.24,1783.0
muon_nomom,28,0.0615,91.09,1849.0
muon_nomom,29,0.0621,91.22,1915.0
muon_nomom,30,0.0591,91.01,1981.1
muon_nomom,31,0.0561,91.00,2047.1
muon_nomom,32,0.0542,90.88,2113.1
muon_nomom,33,0.0541,91.24,2179.1
muon_nomom,34,0.0527,91.24,2245.1
muon_nomom,35,0.0524,90.18,2311.2
muon_nomom,36,0.0507,90.86,2377.4
muon_nomom,37,0.0486,90.74,2443.6
muon_nomom,38,0.0486,90.56,2509.9
muon_nomom,39,0.0453,91.46,2576.2
muon_nomom,40,0.0419,91.25,2642.6
muon_nomom,41,0.0434,89.97,2709.1
muon_nomom,42,0.0444,90.87,2775.4
muon_nomom,43,0.0440,91.52,2841.6
muon_nomom,44,0.0410,91.26,2907.9
muon_nomom,45,0.0400,91.03,2974.1
muon_nomom,46,0.0393,91.19,3040.3
muon_nomom,47,0.0382,91.40,3106.4
muon_nomom,48,0.0374,91.61,3172.5
muon_nomom,49,0.0393,90.67,3238.6
muon_nomom,50,0.0368,90.66,3304.7
muonsam_nomom,1,1.1978,72.36,66.1
muonsam_nomom,2,0.6542,77.88,132.2
muonsam_nomom,3,0.4904,82.21,198.3
muonsam_nomom,4,0.3996,85.10,264.4
muonsam_nomom,5,0.3406,84.83,330.4
muonsam_nomom,6,0.2965,85.69,396.5
muonsam_nomom,7,0.2627,88.37,462.5
muonsam_nomom,8,0.2350,87.21,528.7
muonsam_nomom,9,0.2117,88.33,594.8
muonsam_nomom,10,0.1896,88.73,660.9
muonsam_nomom,11,0.1729,88.89,727.0
muonsam_nomom,12,0.1575,89.77,793.0
muonsam_nomom,13,0.1473,89.84,859.1
muonsam_nomom,14,0.1354,90.51,925.2
muonsam_nomom,15,0.1257,89.96,991.2
muonsam_nomom,16,0.1442,90.79,1087.7
muonsam_nomom,17,0.1634,90.23,1184.6
muonsam_nomom,18,0.1701,90.44,1281.4
muonsam_nomom,19,0.1696,91.14,1378.2
muonsam_nomom,20,0.1737,91.00,1475.0
muonsam_nomom,21,0.1700,90.94,1571.8
muonsam_nomom,22,0.1667,91.69,1668.6
muonsam_nomom,23,0.1637,91.38,1765.3
muonsam_nomom,24,0.1607,91.59,1862.0
muonsam_nomom,25,0.1575,92.10,1958.6
muonsam_nomom,26,0.1507,91.34,2055.1
muonsam_nomom,27,0.1486,91.88,2151.5
muonsam_nomom,28,0.1462,92.33,2247.8
muonsam_nomom,29,0.1400,92.15,2344.0
muonsam_nomom,30,0.1389,92.53,2440.4
muonsam_nomom,31,0.1350,92.35,2536.7
muonsam_nomom,32,0.1319,92.66,2633.0
muonsam_nomom,33,0.1291,92.50,2729.2
muonsam_nomom,34,0.1243,92.65,2825.5
muonsam_nomom,35,0.1191,92.52,2921.7
muonsam_nomom,36,0.1184,92.61,3017.9
muonsam_nomom,37,0.1179,92.69,3114.1
muonsam_nomom,38,0.1136,92.91,3210.2
muonsam_nomom,39,0.1088,92.53,3306.3
muonsam_nomom,40,0.1054,93.05,3402.5
muonsam_nomom,41,0.1017,92.62,3498.7
muonsam_nomom,42,0.1024,92.61,3594.7
muonsam_nomom,43,0.0994,93.13,3690.8
muonsam_nomom,44,0.0975,92.53,3786.8
muonsam_nomom,45,0.0930,93.24,3883.0
muonsam_nomom,46,0.0926,93.27,3979.1
muonsam_nomom,47,0.0924,93.21,4075.1
muonsam_nomom,48,0.0857,93.23,4171.1
muonsam_nomom,49,0.0868,93.27,4267.1
muonsam_nomom,50,0.0837,93.39,4363.2
muonsam,1,1.0354,75.28,66.5
muonsam,2,0.5504,82.97,133.1
muonsam,3,0.4151,84.75,199.7
muonsam,4,0.3402,87.65,266.3
muonsam,5,0.2883,88.59,332.9
muonsam,6,0.2486,89.08,399.4
muonsam,7,0.2112,89.96,466.0
muonsam,8,0.1883,90.37,532.6
muonsam,9,0.1690,90.17,599.2
muonsam,10,0.1506,90.86,665.8
muonsam,11,0.1359,90.99,732.4
muonsam,12,0.1230,91.22,799.0
muonsam,13,0.1114,91.11,865.6
muonsam,14,0.1045,91.44,932.0
muonsam,15,0.0926,91.86,998.6
muonsam,16,0.0861,91.92,1099.9
muonsam,17,0.0887,92.63,1201.3
muonsam,18,0.0819,92.31,1302.8
muonsam,19,0.0766,92.61,1404.2
muonsam,20,0.0702,92.53,1505.8
muonsam,21,0.0671,92.42,1607.3
muonsam,22,0.0617,92.74,1708.7
muonsam,23,0.0599,92.72,1810.2
muonsam,24,0.0566,92.39,1911.7
muonsam,25,0.0556,93.22,2013.3
muonsam,26,0.0510,92.98,2114.8
muonsam,27,0.0493,93.01,2216.3
muonsam,28,0.0482,93.21,2317.7
muonsam,29,0.0458,92.83,2419.1
muonsam,30,0.0473,93.15,2520.8
muonsam,31,0.0422,92.94,2622.2
muonsam,32,0.0422,93.25,2723.8
muonsam,33,0.0396,93.48,2825.2
muonsam,34,0.0390,93.44,2926.7
muonsam,35,0.0377,93.42,3028.2
muonsam,36,0.0348,93.41,3129.7
muonsam,37,0.0366,93.56,3231.1
muonsam,38,0.0363,93.42,3332.5
muonsam,39,0.0342,93.73,3434.0
muonsam,40,0.0340,93.14,3535.5
muonsam,41,0.0317,93.49,3636.8
muonsam,42,0.0304,93.66,3738.0
muonsam,43,0.0305,93.38,3839.2
muonsam,44,0.0280,93.11,3940.4
muonsam,45,0.0283,93.75,4041.7
muonsam,46,0.0265,93.68,4142.8
